Parsing sort-1k-1M.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	SYSTEM	DPQS_2105_REF	DPQS_2105_NEW	
1000000	16	REVERSE_FR	SPIRAL	 29.4309046	 11.5605803	 11.5882753	
1000000	16	REVERSE_FR	STAGGER	 7.6516302	 7.4166585	 7.4130712	
1000000	16	REVERSE_FR	SAWTOTH	 5.4392038	 5.3317046	 5.3380014	
1000000	16	REVERSE_FR	_RANDOM	 18.5418836	! 7.5454271	 6.7232150	
1000000	16	REVERSE_FR	PLATEAU	 0.6452661	 0.6471394	 0.6549098	
1000000	16	REVERSE_FR	SHUFFLE	 18.5761882	 25.1142916	 25.0241070	
1000000	256	IDENT_____	SPIRAL	 15.0448267	 14.9797018	 14.9883712	
1000000	256	IDENT_____	STAGGER	 13.2598933	 13.2901384	 13.2854294	
1000000	256	IDENT_____	SAWTOTH	 20.5534572	 20.5026217	 20.5182473	
1000000	256	IDENT_____	_RANDOM	 36.4943888	 5.9127206	 5.9130473	
1000000	256	IDENT_____	PLATEAU	 0.6616419	 0.6896906	 0.6907802	
1000000	256	IDENT_____	SHUFFLE	 9.2906991	! 16.2106315	! 16.2428737	
1000000	256	REVERSE___	SPIRAL	 20.2496229	 9.4017633	 9.4376021	
1000000	256	REVERSE___	STAGGER	 13.9493846	 14.8086219	 14.8123991	
1000000	256	REVERSE___	SAWTOTH	 21.2062152	 19.9542394	 19.9546260	
1000000	256	REVERSE___	_RANDOM	 36.5565832	 5.9286840	 5.9315080	
1000000	256	REVERSE___	PLATEAU	 0.6603465	 0.6378129	 0.6527704	
1000000	256	REVERSE___	SHUFFLE	 12.3145749	! 17.7064710	! 17.7297990	
1000000	256	DITHER____	SPIRAL	 19.9535407	 10.0783176	 10.0825603	
1000000	256	DITHER____	STAGGER	 13.3101061	 13.3297823	 13.3254118	
1000000	256	DITHER____	SAWTOTH	 26.3612930	 8.2142572	 8.2152049	
1000000	256	DITHER____	_RANDOM	 36.7731982	 8.4418485	 8.4532566	
1000000	256	DITHER____	PLATEAU	 3.0295841	 2.7944672	 7.8911295	
1000000	256	DITHER____	SHUFFLE	 11.3053241	 24.0523795	 24.0337635	
1000000	256	REVERSE_BA	SPIRAL	 23.2731835	 10.3373350	 10.3115309	
1000000	256	REVERSE_BA	STAGGER	 13.6241079	 13.6386886	 13.6384717	
1000000	256	REVERSE_BA	SAWTOTH	 19.3099148	 19.3022105	 19.2099510	
1000000	256	REVERSE_BA	_RANDOM	 36.6920960	 5.9471989	 5.9453486	
1000000	256	REVERSE_BA	PLATEAU	 0.6604898	 0.6904747	 0.6900390	
1000000	256	REVERSE_BA	SHUFFLE	 10.9672314	! 16.7575892	! 16.7458478	
1000000	256	REVERSE_FR	SPIRAL	 16.2027130	 9.4410156	 9.4319325	
1000000	256	REVERSE_FR	STAGGER	 14.5680257	 14.5478244	 14.5541480	
1000000	256	REVERSE_FR	SAWTOTH	 19.4424890	 18.8314274	 18.8335114	
1000000	256	REVERSE_FR	_RANDOM	 36.5115884	 5.9345662	 5.9401095	
1000000	256	REVERSE_FR	PLATEAU	 0.6506557	 0.7079798	 0.7081301	
1000000	256	REVERSE_FR	SHUFFLE	 10.8090885	! 16.7987703	! 16.7913130	
