Parsing sort-1000.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_19_01_05	DPQ_19_02_10	
1000	4	DITHER____	_RANDOM	 0.0001525	 0.0038034	 0.0030377	 0.0036000	 0.0036511	
1000	4	DITHER____	PLATEAU	 0.0001525	 0.0028689	 0.0030885	 0.0027533	 0.0035363	
1000	4	DITHER____	SHUFFLE	 0.0001518	 0.0094842	! 0.0135820	! 0.0119572	 0.0098831	
1000	16	IDENT_____	STAGGER	 0.0001519	 0.0150118	 0.0153031	 0.0167301	 0.0150831	
1000	16	IDENT_____	SAWTOTH	 0.0001525	 0.0170031	 0.0055101	 0.0065976	 0.0093951	
1000	16	IDENT_____	_RANDOM	 0.0001521	 0.0058440	 0.0055952	 0.0073245	 0.0083045	
1000	16	IDENT_____	PLATEAU	 0.0001522	 0.0003885	 0.0007846	 0.0007840	 0.0003894	
1000	16	IDENT_____	SHUFFLE	 0.0001527	 0.0119569	 0.0080988	 0.0080148	! 0.0352337	
1000	16	REVERSE___	STAGGER	 0.0001525	 0.0149706	 0.0150493	 0.0160243	 0.0164537	
1000	16	REVERSE___	SAWTOTH	 0.0001528	 0.0175769	! 0.0111421	 0.0098248	 0.0124817	
1000	16	REVERSE___	_RANDOM	 0.0001582	 0.0062253	 0.0062013	 0.0068611	 0.0074640	
1000	16	REVERSE___	PLATEAU	 0.0001520	 0.0009678	 0.0008201	 0.0006569	 0.0002962	
1000	16	REVERSE___	SHUFFLE	 0.0001525	 0.0144638	! 0.0106392	! 0.0097233	 0.0093352	
1000	16	REVERSE_FR	STAGGER	 0.0001521	 0.0147114	 0.0172354	 0.0153963	 0.0162153	
1000	16	REVERSE_FR	SAWTOTH	 0.0001525	 0.0183538	! 0.0085406	 0.0087884	 0.0097654	
1000	16	REVERSE_FR	_RANDOM	 0.0001524	 0.0056533	! 0.0096283	 0.0102463	! 0.0127978	
1000	16	REVERSE_FR	PLATEAU	 0.0001522	 0.0022680	 0.0008150	 0.0008143	 0.0003149	
1000	16	REVERSE_FR	SHUFFLE	 0.0001519	 0.0136742	! 0.0179928	 0.0071383	! 0.0094145	
1000	16	REVERSE_BA	STAGGER	 0.0001526	 0.0145510	 0.0156086	 0.0156405	 0.0139388	
1000	16	REVERSE_BA	SAWTOTH	 0.0001523	 0.0197304	 0.0063661	! 0.0121077	 0.0093636	
1000	16	REVERSE_BA	_RANDOM	 0.0001518	 0.0060955	 0.0065835	 0.0067880	 0.0086888	
1000	16	REVERSE_BA	PLATEAU	 0.0001524	 0.0003881	 0.0007867	 0.0007840	 0.0003897	
1000	16	REVERSE_BA	SHUFFLE	 0.0001520	 0.0132303	! 0.0114854	! 0.0108935	! 0.0114936	
1000	16	SORT______	STAGGER	 0.0001515	 0.0003883	 0.0019838	 0.0020441	 0.0003909	
1000	16	SORT______	SAWTOTH	 0.0001516	 0.0003910	 0.0031138	 0.0027986	 0.0003959	
1000	16	SORT______	_RANDOM	 0.0001515	 0.0003922	 0.0029413	 0.0023951	 0.0003925	
1000	16	SORT______	PLATEAU	 0.0001516	 0.0003880	 0.0007865	 0.0007828	 0.0003905	
1000	16	SORT______	SHUFFLE	 0.0001527	 0.0003878	 0.0019806	 0.0020633	 0.0003901	
1000	16	DITHER____	STAGGER	 0.0001524	 0.0150880	 0.0158725	 0.0148184	 0.0149261	
1000	16	DITHER____	SAWTOTH	 0.0001533	 0.0067854	 0.0066879	 0.0089194	 0.0086181	
1000	16	DITHER____	_RANDOM	 0.0001524	 0.0061450	 0.0084446	 0.0073768	 0.0083492	
1000	16	DITHER____	PLATEAU	 0.0001524	 0.0032333	 0.0023949	 0.0024898	 0.0025170	
1000	16	DITHER____	SHUFFLE	 0.0001520	! 0.0600025	 0.0084353	! 0.0098610	 0.0074846	
1000	64	IDENT_____	STAGGER	 0.0001523	 0.0152645	 0.0161145	 0.0157677	 0.0167263	
1000	64	IDENT_____	SAWTOTH	 0.0001527	 0.0104994	 0.0148046	 0.0162554	 0.0155990	
1000	64	IDENT_____	_RANDOM	 0.0001525	 0.0113617	 0.0135452	 0.0143748	 0.0142699	
1000	64	IDENT_____	PLATEAU	 0.0001529	 0.0003876	 0.0007925	 0.0009986	 0.0003886	
1000	64	IDENT_____	SHUFFLE	 0.0001578	 0.0092778	 0.0056828	 0.0045540	 0.0046978	
1000	64	REVERSE___	STAGGER	 0.0001544	 0.0164120	 0.0150985	 0.0158337	! 0.0209987	
1000	64	REVERSE___	SAWTOTH	 0.0001525	 0.0124454	 0.0173660	 0.0170009	 0.0146888	
1000	64	REVERSE___	_RANDOM	 0.0001522	! 0.0168249	 0.0133252	 0.0155401	 0.0139295	
1000	64	REVERSE___	PLATEAU	 0.0001528	 0.0008889	 0.0009762	 0.0010873	 0.0003478	
1000	64	REVERSE___	SHUFFLE	 0.0001524	 0.0095553	 0.0067850	 0.0053429	 0.0077621	
1000	64	REVERSE_FR	STAGGER	 0.0001544	 0.0160766	 0.0172908	 0.0176324	 0.0181112	
1000	64	REVERSE_FR	SAWTOTH	 0.0001528	 0.0148055	 0.0140006	 0.0154589	 0.0173367	
1000	64	REVERSE_FR	_RANDOM	 0.0001529	 0.0128493	! 0.0179077	 0.0164000	 0.0145295	
1000	64	REVERSE_FR	PLATEAU	 0.0001524	 0.0020648	 0.0008715	 0.0012380	 0.0003831	
1000	64	REVERSE_FR	SHUFFLE	 0.0001524	 0.0114712	 0.0081183	! 0.1056666	 0.0073218	
1000	64	REVERSE_BA	STAGGER	 0.0001519	 0.0162327	 0.0157011	 0.0153938	 0.0167617	
1000	64	REVERSE_BA	SAWTOTH	 0.0001526	 0.0154820	 0.0155237	 0.0131303	 0.0130427	
1000	64	REVERSE_BA	_RANDOM	 0.0001522	! 0.0134785	! 0.0408591	 0.0146159	! 0.0199078	
1000	64	REVERSE_BA	PLATEAU	 0.0001523	 0.0003885	 0.0007900	 0.0009973	 0.0003902	
1000	64	REVERSE_BA	SHUFFLE	 0.0001522	 0.0108115	 0.0085699	! 0.0085284	! 0.0118025	
1000	64	SORT______	STAGGER	 0.0001515	 0.0004417	 0.0022673	 0.0021776	 0.0003912	
1000	64	SORT______	SAWTOTH	 0.0001516	 0.0003920	 0.0026152	 0.0022696	 0.0003927	
1000	64	SORT______	_RANDOM	 0.0001520	 0.0003899	 0.0023352	 0.0021293	 0.0003898	
1000	64	SORT______	PLATEAU	 0.0001516	 0.0003877	 0.0007929	 0.0010000	 0.0003900	
1000	64	SORT______	SHUFFLE	 0.0001518	 0.0003882	 0.0019810	 0.0020440	 0.0003905	
1000	64	DITHER____	STAGGER	 0.0001524	 0.0153168	 0.0162460	 0.0159854	 0.0166360	
1000	64	DITHER____	SAWTOTH	 0.0001526	 0.0095905	 0.0156980	 0.0163784	 0.0189425	
1000	64	DITHER____	_RANDOM	 0.0001525	 0.0115079	 0.0141075	 0.0148849	! 0.0186232	
1000	64	DITHER____	PLATEAU	 0.0001524	 0.0032763	 0.0025444	 0.0027756	 0.0029444	
1000	64	DITHER____	SHUFFLE	 0.0001520	 0.0074058	 0.0061745	 0.0054039	 0.0056558	
1000	256	IDENT_____	STAGGER	 0.0001525	 0.0116681	 0.0163492	 0.0144900	 0.0143060	
1000	256	IDENT_____	SAWTOTH	 0.0001559	 0.0061531	 0.0155143	 0.0160106	 0.0042665	
1000	256	IDENT_____	_RANDOM	 0.0001524	 0.0164785	 0.0177452	 0.0170013	 0.0180663	
1000	256	IDENT_____	PLATEAU	 0.0001527	 0.0003873	 0.0010199	 0.0011584	 0.0003891	
1000	256	IDENT_____	SHUFFLE	 0.0001519	 0.0037064	 0.0033305	 0.0030933	! 0.0023646	
1000	256	REVERSE___	STAGGER	 0.0001524	 0.0129054	 0.0172694	 0.0185390	 0.0167542	
1000	256	REVERSE___	SAWTOTH	 0.0001524	 0.0055265	 0.0143710	 0.0156147	 0.0044210	
1000	256	REVERSE___	_RANDOM	 0.0001518	 0.0181274	 0.0164130	 0.0186422	 0.0172093	
1000	256	REVERSE___	PLATEAU	 0.0001523	 0.0008805	 0.0016063	 0.0016770	 0.0005468	
1000	256	REVERSE___	SHUFFLE	 0.0001520	 0.0043122	 0.0053063	 0.0047646	! 0.0057176	
1000	256	REVERSE_FR	STAGGER	 0.0001522	 0.0111379	 0.0180529	 0.0170061	 0.0169648	
1000	256	REVERSE_FR	SAWTOTH	 0.0001520	 0.0076182	 0.0170147	! 0.0209262	 0.0163809	
1000	256	REVERSE_FR	_RANDOM	 0.0001527	 0.0176032	 0.0200688	 0.0173341	! 0.0232074	
1000	256	REVERSE_FR	PLATEAU	 0.0001522	 0.0022920	 0.0033239	 0.0031522	 0.0006423	
1000	256	REVERSE_FR	SHUFFLE	 0.0001523	! 0.0053964	 0.0068342	! 0.0377254	! 0.0047997	
1000	256	REVERSE_BA	STAGGER	 0.0001527	! 0.0169739	 0.0156059	 0.0167552	 0.0165503	
1000	256	REVERSE_BA	SAWTOTH	 0.0001523	 0.0083768	 0.0157467	 0.0160408	 0.0160119	
1000	256	REVERSE_BA	_RANDOM	 0.0001523	 0.0183379	 0.0169907	 0.0179446	 0.0162564	
1000	256	REVERSE_BA	PLATEAU	 0.0001528	 0.0003866	 0.0010315	 0.0011539	 0.0003890	
1000	256	REVERSE_BA	SHUFFLE	 0.0001527	 0.0064053	 0.0074179	! 0.0072508	! 0.0051731	
1000	256	SORT______	STAGGER	 0.0001515	 0.0003871	 0.0019819	 0.0020452	 0.0003910	
1000	256	SORT______	SAWTOTH	 0.0001515	 0.0003922	 0.0023639	 0.0020960	 0.0003922	
1000	256	SORT______	_RANDOM	 0.0001516	 0.0003897	 0.0023275	 0.0020754	 0.0003907	
1000	256	SORT______	PLATEAU	 0.0001515	 0.0003881	 0.0010323	 0.0011812	 0.0003904	
1000	256	SORT______	SHUFFLE	 0.0001515	 0.0003883	 0.0019822	 0.0020498	 0.0003906	
1000	256	DITHER____	STAGGER	 0.0001523	 0.0151480	 0.0151575	 0.0142054	 0.0152509	
1000	256	DITHER____	SAWTOTH	 0.0001529	 0.0147260	 0.0163428	 0.0182568	 0.0162759	
1000	256	DITHER____	_RANDOM	 0.0001523	! 0.0200069	 0.0177598	 0.0176167	 0.0179451	
1000	256	DITHER____	PLATEAU	 0.0001518	 0.0040938	 0.0031900	 0.0033279	 0.0035498	
1000	256	DITHER____	SHUFFLE	 0.0001524	 0.0058018	 0.0042915	 0.0041427	 0.0041812	
1000	1024	IDENT_____	STAGGER	 0.0001534	 0.0134762	 0.0157688	 0.0163521	 0.0143444	
1000	1024	IDENT_____	SAWTOTH	 0.0001520	 0.0003882	 0.0019796	 0.0020504	 0.0003900	
1000	1024	IDENT_____	_RANDOM	 0.0001621	! 0.0398094	! 0.0271187	 0.0154365	 0.0171818	
1000	1024	IDENT_____	PLATEAU	 0.0001528	 0.0003876	 0.0019785	 0.0020439	 0.0003898	
1000	1024	IDENT_____	SHUFFLE	 0.0001527	! 0.0018931	 0.0025903	 0.0025392	! 0.0011824	
1000	1024	REVERSE___	STAGGER	 0.0001522	 0.0143522	 0.0144060	 0.0164291	 0.0157197	
1000	1024	REVERSE___	SAWTOTH	 0.0001527	 0.0008409	 0.0051299	 0.0051998	 0.0009120	
1000	1024	REVERSE___	_RANDOM	 0.0001588	 0.0167345	 0.0172812	 0.0175088	 0.0193909	
1000	1024	REVERSE___	PLATEAU	 0.0001524	 0.0008412	 0.0050839	 0.0050033	 0.0009121	
1000	1024	REVERSE___	SHUFFLE	 0.0001529	! 0.0022868	 0.0045337	 0.0046001	! 0.0018149	
1000	1024	REVERSE_FR	STAGGER	 0.0001525	 0.0141180	 0.0120736	 0.0138730	 0.0151439	
1000	1024	REVERSE_FR	SAWTOTH	 0.0001527	 0.0006635	 0.0073945	 0.0098074	 0.0007970	
1000	1024	REVERSE_FR	_RANDOM	 0.0001522	 0.0159005	! 0.0472571	 0.0169212	! 0.0215352	
1000	1024	REVERSE_FR	PLATEAU	 0.0001524	 0.0006628	 0.0085583	 0.0079744	 0.0007971	
1000	1024	REVERSE_FR	SHUFFLE	 0.0001522	! 0.0022241	 0.0072343	 0.0075071	! 0.0016101	
1000	1024	REVERSE_BA	STAGGER	 0.0001524	 0.0148075	 0.0127395	 0.0139600	 0.0116767	
1000	1024	REVERSE_BA	SAWTOTH	 0.0001525	 0.0029582	 0.0070715	 0.0058955	 0.0027814	
1000	1024	REVERSE_BA	_RANDOM	 0.0001518	 0.0173625	 0.0163900	 0.0157483	! 0.0206804	
1000	1024	REVERSE_BA	PLATEAU	 0.0001521	 0.0028367	! 0.0110150	 0.0059344	 0.0028016	
1000	1024	REVERSE_BA	SHUFFLE	 0.0001520	 0.0039599	 0.0072309	 0.0055702	 0.0029648	
1000	1024	SORT______	STAGGER	 0.0001518	 0.0003905	 0.0028645	 0.0020329	 0.0003900	
1000	1024	SORT______	SAWTOTH	 0.0001516	 0.0003885	 0.0019813	 0.0020556	 0.0003898	
1000	1024	SORT______	_RANDOM	 0.0001515	 0.0003884	 0.0021440	 0.0021109	 0.0003891	
1000	1024	SORT______	PLATEAU	 0.0001518	 0.0003878	 0.0019859	 0.0020568	 0.0003907	
1000	1024	SORT______	SHUFFLE	 0.0001517	 0.0004352	 0.0019801	 0.0020416	 0.0003929	
1000	1024	DITHER____	STAGGER	 0.0001523	 0.0137259	 0.0159165	 0.0169878	 0.0162006	
1000	1024	DITHER____	SAWTOTH	 0.0001524	 0.0061239	! 0.0072527	 0.0044032	 0.0045546	
1000	1024	DITHER____	_RANDOM	 0.0001523	 0.0175384	 0.0192786	 0.0172214	 0.0191801	
1000	1024	DITHER____	PLATEAU	 0.0001522	 0.0061134	 0.0048588	 0.0044734	 0.0045273	
1000	1024	DITHER____	SHUFFLE	 0.0001530	 0.0049846	 0.0037683	 0.0036087	 0.0039079	
