Parsing sort-1000.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_19_01_05	DPQ_19_02_10	
1000	1	IDENT_____	STAGGER	 0.0001524	 0.0027099	 0.0172272	 0.0194808	 0.0025760	
1000	1	IDENT_____	SAWTOTH	 0.0001522	 0.0003855	 0.0004688	 0.0004599	 0.0002466	
1000	1	IDENT_____	_RANDOM	 0.0001524	 0.0003864	 0.0004708	 0.0004599	 0.0002460	
1000	1	IDENT_____	PLATEAU	 0.0001525	 0.0003874	 0.0006786	! 0.0011900	 0.0003891	
1000	1	IDENT_____	SHUFFLE	 0.0001527	 0.0003879	 0.0019784	 0.0020532	 0.0003894	
1000	1	REVERSE___	STAGGER	 0.0001523	 0.0030181	 0.0193696	 0.0149035	 0.0031170	
1000	1	REVERSE___	SAWTOTH	 0.0001526	 0.0003854	 0.0004114	 0.0004112	 0.0002461	
1000	1	REVERSE___	_RANDOM	 0.0001519	 0.0004191	 0.0005883	 0.0004693	 0.0002459	
1000	1	REVERSE___	PLATEAU	 0.0001522	 0.0008894	 0.0006668	 0.0007677	 0.0002583	
1000	1	REVERSE___	SHUFFLE	 0.0001523	 0.0008417	 0.0050332	 0.0059037	 0.0009130	
1000	1	REVERSE_FR	STAGGER	 0.0001527	 0.0030519	 0.0158274	 0.0164556	 0.0028596	
1000	1	REVERSE_FR	SAWTOTH	 0.0001521	 0.0003858	 0.0004691	 0.0004613	 0.0002457	
1000	1	REVERSE_FR	_RANDOM	 0.0001521	 0.0003851	 0.0004693	 0.0004625	 0.0002427	
1000	1	REVERSE_FR	PLATEAU	 0.0001527	 0.0020541	 0.0007797	 0.0006843	 0.0002589	
1000	1	REVERSE_FR	SHUFFLE	 0.0001524	 0.0006625	 0.0074398	 0.0078670	 0.0008009	
1000	1	REVERSE_BA	STAGGER	 0.0001529	 0.0029990	 0.0184699	 0.0188768	 0.0027980	
1000	1	REVERSE_BA	SAWTOTH	 0.0001524	 0.0003837	 0.0004132	 0.0004690	 0.0002457	
1000	1	REVERSE_BA	_RANDOM	 0.0001519	 0.0003865	 0.0004705	 0.0004598	 0.0002430	
1000	1	REVERSE_BA	PLATEAU	 0.0001525	 0.0003883	 0.0006601	 0.0006930	 0.0003895	
1000	1	REVERSE_BA	SHUFFLE	 0.0001524	 0.0028780	 0.0070211	 0.0053822	 0.0030318	
1000	1	SORT______	STAGGER	 0.0001515	 0.0003884	 0.0021634	 0.0021077	 0.0003000	
1000	1	SORT______	SAWTOTH	 0.0001515	 0.0003859	 0.0004695	 0.0004627	 0.0002522	
1000	1	SORT______	_RANDOM	 0.0001516	 0.0004202	 0.0004688	 0.0004601	 0.0002523	
1000	1	SORT______	PLATEAU	 0.0001536	 0.0003863	 0.0006836	 0.0007764	 0.0003886	
1000	1	SORT______	SHUFFLE	 0.0001588	 0.0003814	 0.0019740	 0.0020303	 0.0003834	
1000	1	DITHER____	STAGGER	 0.0001603	 0.0092716	 0.0186192	 0.0171282	 0.0137977	
1000	1	DITHER____	SAWTOTH	 0.0001524	 0.0027132	 0.0032337	 0.0028899	 0.0043181	
1000	1	DITHER____	_RANDOM	 0.0001591	 0.0029534	 0.0030989	 0.0029259	 0.0042550	
1000	1	DITHER____	PLATEAU	 0.0001523	 0.0034319	 0.0034687	 0.0032759	 0.0039107	
1000	1	DITHER____	SHUFFLE	 0.0001522	 0.0048093	 0.0033565	 0.0032651	 0.0037244	
1000	4	IDENT_____	STAGGER	 0.0001523	 0.0066283	 0.0162776	 0.0162349	 0.0155063	
1000	4	IDENT_____	SAWTOTH	 0.0001518	 0.0031480	 0.0021154	 0.0022497	 0.0021234	
1000	4	IDENT_____	_RANDOM	 0.0001526	 0.0033135	 0.0021887	 0.0021237	 0.0021678	
1000	4	IDENT_____	PLATEAU	 0.0001524	 0.0003883	 0.0007825	 0.0007835	 0.0003898	
1000	4	IDENT_____	SHUFFLE	 0.0001526	 0.0096756	 0.0114550	! 0.0118291	 0.0105943	
1000	4	REVERSE___	STAGGER	 0.0001527	 0.0073748	 0.0176652	 0.0171629	 0.0159443	
1000	4	REVERSE___	SAWTOTH	 0.0001523	 0.0030709	 0.0022387	 0.0021946	 0.0036473	
1000	4	REVERSE___	_RANDOM	 0.0001526	 0.0034620	 0.0021865	 0.0023128	 0.0024730	
1000	4	REVERSE___	PLATEAU	 0.0001553	 0.0008871	 0.0007751	 0.0006144	 0.0002544	
1000	4	REVERSE___	SHUFFLE	 0.0001528	 0.0130881	 0.0111947	 0.0127308	 0.0101423	
1000	4	REVERSE_FR	STAGGER	 0.0001521	 0.0070862	 0.0167860	 0.0143514	 0.0176389	
1000	4	REVERSE_FR	SAWTOTH	 0.0001528	 0.0034603	 0.0027711	 0.0024231	 0.0040474	
1000	4	REVERSE_FR	_RANDOM	 0.0001524	 0.0037964	 0.0026005	 0.0023181	 0.0026230	
1000	4	REVERSE_FR	PLATEAU	 0.0001524	 0.0023747	 0.0008119	 0.0008009	 0.0003193	
1000	4	REVERSE_FR	SHUFFLE	 0.0001518	 0.0135559	! 0.0140157	 0.0106880	 0.0098585	
1000	4	REVERSE_BA	STAGGER	 0.0001522	 0.0078969	 0.0133374	 0.0136183	 0.0169434	
1000	4	REVERSE_BA	SAWTOTH	 0.0001518	 0.0038471	 0.0022445	 0.0020760	 0.0018771	
1000	4	REVERSE_BA	_RANDOM	 0.0001551	 0.0031172	 0.0022692	 0.0022907	 0.0022572	
1000	4	REVERSE_BA	PLATEAU	 0.0001526	 0.0003877	 0.0007828	 0.0007830	 0.0003894	
1000	4	REVERSE_BA	SHUFFLE	 0.0001520	 0.0117003	 0.0137991	 0.0119139	 0.0130732	
1000	4	SORT______	STAGGER	 0.0001516	 0.0003901	 0.0021983	 0.0021679	 0.0003937	
1000	4	SORT______	SAWTOTH	 0.0001521	 0.0004029	 0.0026856	 0.0019772	 0.0003579	
1000	4	SORT______	_RANDOM	 0.0001515	 0.0004022	 0.0030139	 0.0014730	 0.0003575	
1000	4	SORT______	PLATEAU	 0.0001510	 0.0003880	 0.0007838	 0.0007847	 0.0003913	
1000	4	SORT______	SHUFFLE	 0.0001516	 0.0003880	 0.0019807	 0.0020481	 0.0003907	
1000	4	DITHER____	STAGGER	 0.0001523	 0.0077805	 0.0165307	 0.0161709	 0.0147358	
1000	4	DITHER____	SAWTOTH	 0.0001524	 0.0041965	 0.0043377	 0.0034544	 0.0035032	
