Parsing sort-5000.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_19_01_05	DPQ_19_02_10	
5000	64	REVERSE_BA	_RANDOM	 0.0005882	 0.1373370	 0.1509199	 0.1563170	 0.1470280	
5000	64	REVERSE_BA	PLATEAU	 0.0005849	 0.0019001	 0.0019126	 0.0019122	 0.0022552	
5000	64	REVERSE_BA	SHUFFLE	 0.0005874	 0.0809897	 0.0458758	 0.0467556	 0.0458551	
5000	64	SORT______	STAGGER	 0.0005866	! 0.0027534	 0.0019149	 0.0019185	 0.0023790	
5000	64	SORT______	SAWTOTH	 0.0005954	 0.0018854	 0.0019052	 0.0019012	 0.0019030	
5000	64	SORT______	_RANDOM	 0.0005855	 0.0018876	 0.0019127	 0.0019142	 0.0019159	
5000	64	SORT______	PLATEAU	 0.0005791	 0.0019053	 0.0019255	 0.0019232	 0.0019246	
5000	64	SORT______	SHUFFLE	 0.0005935	 0.0018881	 0.0019104	 0.0019061	 0.0019113	
5000	64	DITHER____	STAGGER	 0.0005822	 0.0834710	 0.2127000	 0.2250880	 0.2140583	
5000	64	DITHER____	SAWTOTH	 0.0005784	 0.1110713	 0.1169638	 0.1273455	 0.1309297	
5000	64	DITHER____	_RANDOM	 0.0005873	 0.1507999	 0.1572506	 0.1486526	 0.1548472	
5000	64	DITHER____	PLATEAU	 0.0005901	 0.0166606	 0.0138122	 0.0129066	 0.0123836	
5000	64	DITHER____	SHUFFLE	 0.0005832	 0.0977106	! 0.1796377	 0.0425052	 0.0401491	
5000	256	IDENT_____	STAGGER	 0.0005872	 0.2464149	 0.2254353	 0.2543808	 0.2820047	
5000	256	IDENT_____	SAWTOTH	 0.0005809	 0.0592858	 0.1674067	 0.1686981	 0.1675646	
5000	256	IDENT_____	_RANDOM	 0.0005834	 0.2193258	 0.2380928	 0.2473728	 0.2239406	
5000	256	IDENT_____	PLATEAU	 0.0005828	 0.0025388	 0.0019194	 0.0019431	 0.0019172	
5000	256	IDENT_____	SHUFFLE	 0.0005941	 0.0415094	 0.0280223	! 0.0341228	 0.0273629	
5000	256	REVERSE___	STAGGER	 0.0005937	 0.2533905	 0.2323886	 0.2449502	 0.2194263	
5000	256	REVERSE___	SAWTOTH	 0.0005805	 0.0579664	 0.1857360	 0.1879277	 0.1953878	
5000	256	REVERSE___	_RANDOM	 0.0005928	 0.2384407	 0.2324513	 0.2241529	 0.2216650	
5000	256	REVERSE___	PLATEAU	 0.0005833	 0.0052498	 0.0017117	 0.0016789	 0.0016883	
5000	256	REVERSE___	SHUFFLE	 0.0005946	 0.0466467	 0.0487134	 0.0419498	 0.0410447	
5000	256	REVERSE_FR	STAGGER	 0.0005880	 0.2544223	 0.2343022	 0.2473914	 0.2376755	
5000	256	REVERSE_FR	SAWTOTH	 0.0005912	 0.0569605	 0.1846898	 0.1967853	 0.1770525	
5000	256	REVERSE_FR	_RANDOM	 0.0005881	 0.2189085	 0.2324919	 0.2344445	 0.2213990	
5000	256	REVERSE_FR	PLATEAU	 0.0005894	 0.0125058	 0.0017418	 0.0017271	 0.0017543	
5000	256	REVERSE_FR	SHUFFLE	 0.0005788	 0.0469272	 0.0402098	 0.0428697	 0.0481718	
5000	256	REVERSE_BA	STAGGER	 0.0005868	 0.2459005	 0.2301238	 0.2325077	 0.2301735	
5000	256	REVERSE_BA	SAWTOTH	 0.0005903	 0.0613629	 0.1845035	 0.1730179	 0.1658608	
5000	256	REVERSE_BA	_RANDOM	 0.0005830	 0.2139717	 0.2357099	 0.2448726	 0.2222993	
5000	256	REVERSE_BA	PLATEAU	 0.0005844	! 0.0027425	 0.0019333	 0.0021927	 0.0021944	
5000	256	REVERSE_BA	SHUFFLE	 0.0005849	! 0.0625873	 0.0352940	 0.0346988	 0.0424654	
5000	256	SORT______	STAGGER	 0.0005817	 0.0019014	 0.0019375	 0.0021968	 0.0019188	
5000	256	SORT______	SAWTOTH	 0.0005885	 0.0025502	 0.0019108	 0.0020270	 0.0020189	
5000	256	SORT______	_RANDOM	 0.0005882	 0.0018933	 0.0019094	 0.0019077	 0.0019040	
5000	256	SORT______	PLATEAU	 0.0005828	 0.0019024	 0.0019252	 0.0019155	 0.0019210	
5000	256	SORT______	SHUFFLE	 0.0005872	 0.0025395	 0.0019137	 0.0019315	 0.0019341	
5000	256	DITHER____	STAGGER	 0.0005839	 0.2479931	 0.2297031	 0.2373072	 0.2327864	
5000	256	DITHER____	SAWTOTH	 0.0005944	 0.1535712	 0.1868985	 0.1812073	 0.1994968	
5000	256	DITHER____	_RANDOM	 0.0005833	 0.2191816	 0.2369834	 0.2416448	 0.2236386	
5000	256	DITHER____	PLATEAU	 0.0005838	 0.0183858	 0.0128374	 0.0133153	 0.0135272	
5000	256	DITHER____	SHUFFLE	 0.0005833	 0.0628812	 0.0383000	 0.0372793	 0.0296279	
5000	1024	IDENT_____	STAGGER	 0.0005880	 0.1783167	 0.2199360	 0.2180241	 0.2041277	
5000	1024	IDENT_____	SAWTOTH	 0.0005841	 0.0343221	 0.1574438	 0.1597611	 0.1680482	
5000	1024	IDENT_____	_RANDOM	 0.0005829	 0.3008421	 0.2591270	 0.2617808	 0.2544095	
5000	1024	IDENT_____	PLATEAU	 0.0005820	 0.0026659	 0.0019181	 0.0019885	 0.0021904	
5000	1024	IDENT_____	SHUFFLE	 0.0005847	! 0.0127122	! 0.0104848	! 0.0103712	! 0.0089415	
5000	1024	REVERSE___	STAGGER	 0.0005831	 0.1965107	 0.2404776	 0.2235243	 0.2031246	
5000	1024	REVERSE___	SAWTOTH	 0.0005931	 0.0358212	 0.1798965	 0.1791690	 0.1560755	
5000	1024	REVERSE___	_RANDOM	 0.0005862	 0.2693980	 0.2644070	 0.2676023	 0.2449736	
5000	1024	REVERSE___	PLATEAU	 0.0005859	 0.0056065	 0.0027696	 0.0024963	 0.0031537	
5000	1024	REVERSE___	SHUFFLE	 0.0005798	! 0.0150663	! 0.0299188	! 0.0280191	! 0.0253430	
5000	1024	REVERSE_FR	STAGGER	 0.0005901	 0.1869327	! 0.2873881	! 0.2863554	! 0.4690110	
5000	1024	REVERSE_FR	SAWTOTH	 0.0005857	 0.0334457	 0.1652455	 0.1764787	 0.1691377	
5000	1024	REVERSE_FR	_RANDOM	 0.0005922	 0.2843601	 0.2670407	 0.2723831	 0.2464763	
5000	1024	REVERSE_FR	PLATEAU	 0.0005880	 0.0131501	 0.0029453	 0.0026593	 0.0028363	
5000	1024	REVERSE_FR	SHUFFLE	 0.0005846	! 0.0157037	! 0.0256642	! 0.0802305	! 0.0253585	
5000	1024	REVERSE_BA	STAGGER	 0.0005804	 0.1859354	 0.2218105	 0.2234021	 0.2097987	
5000	1024	REVERSE_BA	SAWTOTH	 0.0005873	 0.0387892	 0.1590236	 0.1862292	 0.1535881	
5000	1024	REVERSE_BA	_RANDOM	 0.0005861	! 0.6794146	 0.2594752	 0.2501913	 0.2489075	
5000	1024	REVERSE_BA	PLATEAU	 0.0005767	 0.0025458	 0.0019229	 0.0019211	 0.0019225	
5000	1024	REVERSE_BA	SHUFFLE	 0.0005880	 0.0235852	! 0.0268278	! 0.0243503	! 0.0222213	
5000	1024	SORT______	STAGGER	 0.0005862	 0.0018936	 0.0019067	 0.0019104	 0.0019072	
5000	1024	SORT______	SAWTOTH	 0.0005830	 0.0025543	 0.0022906	 0.0022865	 0.0020466	
5000	1024	SORT______	_RANDOM	 0.0006707	! 0.0026637	 0.0018257	 0.0018266	 0.0018306	
5000	1024	SORT______	PLATEAU	 0.0005778	 0.0025504	 0.0019234	 0.0019228	 0.0019205	
5000	1024	SORT______	SHUFFLE	 0.0005884	! 0.0027526	 0.0021918	 0.0019126	 0.0019856	
5000	1024	DITHER____	STAGGER	 0.0005822	 0.1792913	 0.2185861	 0.2193245	 0.2054989	
5000	1024	DITHER____	SAWTOTH	 0.0005953	 0.1850516	 0.1707601	 0.1808104	 0.1827294	
5000	1024	DITHER____	_RANDOM	 0.0005905	 0.2809684	 0.2646433	 0.2748908	 0.2406265	
5000	1024	DITHER____	PLATEAU	 0.0005862	 0.0201752	! 0.0230555	 0.0166136	 0.0174836	
5000	1024	DITHER____	SHUFFLE	 0.0005804	 0.0362139	 0.0311946	 0.0227425	 0.0249669	
5000	4096	IDENT_____	STAGGER	 0.0005960	 0.2695378	 0.2335524	 0.2463308	 0.2457617	
5000	4096	IDENT_____	SAWTOTH	 0.0005790	 0.0121147	 0.0094471	! 0.0140521	 0.0108874	
5000	4096	IDENT_____	_RANDOM	 0.0005856	 0.2905492	 0.2450991	 0.2530044	 0.2519305	
5000	4096	IDENT_____	PLATEAU	 0.0005913	! 0.0027350	 0.0019080	 0.0021782	 0.0019084	
5000	4096	IDENT_____	SHUFFLE	 0.0005924	! 0.0099352	! 0.0067816	! 0.0070194	! 0.0070482	
5000	4096	REVERSE___	STAGGER	 0.0005811	 0.2632706	 0.2335708	 0.2376736	 0.2239943	
5000	4096	REVERSE___	SAWTOTH	 0.0005941	 0.0143164	 0.0141620	 0.0141089	 0.0149530	
5000	4096	REVERSE___	_RANDOM	 0.0005875	 0.2877972	 0.2577642	 0.2554822	 0.2541755	
5000	4096	REVERSE___	PLATEAU	 0.0005807	 0.0052081	 0.0052316	 0.0055667	 0.0056362	
5000	4096	REVERSE___	SHUFFLE	 0.0005817	! 0.0130494	! 0.0154962	! 0.0154906	! 0.0137661	
5000	4096	REVERSE_FR	STAGGER	 0.0005796	 0.2622075	 0.2336443	 0.2622059	 0.2329562	
5000	4096	REVERSE_FR	SAWTOTH	 0.0005839	 0.0131154	 0.0111152	 0.0111328	 0.0116545	
5000	4096	REVERSE_FR	_RANDOM	 0.0005899	 0.2749514	 0.2419454	 0.2542740	 0.2577627	
5000	4096	REVERSE_FR	PLATEAU	 0.0006007	! 0.0043832	 0.0048280	 0.0043942	 0.0044451	
5000	4096	REVERSE_FR	SHUFFLE	 0.0005885	! 0.0120956	! 0.0138287	! 0.0100416	! 0.0130270	
5000	4096	REVERSE_BA	STAGGER	 0.0005963	 0.2640342	 0.2276485	 0.2975201	 0.2304260	
5000	4096	REVERSE_BA	SAWTOTH	 0.0005871	 0.0153033	 0.0181127	 0.0165109	 0.0160702	
5000	4096	REVERSE_BA	_RANDOM	 0.0005883	 0.2897723	 0.2452579	 0.2535617	 0.2510220	
5000	4096	REVERSE_BA	PLATEAU	 0.0005896	 0.0146093	 0.0123045	 0.0129745	 0.0123979	
5000	4096	REVERSE_BA	SHUFFLE	 0.0005819	 0.0207301	! 0.0321051	! 0.0317963	! 0.0263658	
5000	4096	SORT______	STAGGER	 0.0005848	 0.0018975	 0.0019152	 0.0019155	 0.0019190	
5000	4096	SORT______	SAWTOTH	 0.0005845	 0.0026817	 0.0013310	 0.0013306	! 0.0022306	
5000	4096	SORT______	_RANDOM	 0.0005844	 0.0018958	 0.0019160	 0.0019182	 0.0019185	
5000	4096	SORT______	PLATEAU	 0.0005758	! 0.0027559	 0.0019215	 0.0019246	 0.0019299	
5000	4096	SORT______	SHUFFLE	 0.0005970	 0.0025324	 0.0021720	 0.0019233	 0.0019271	
5000	4096	DITHER____	STAGGER	 0.0005821	 0.2576815	 0.2295025	 0.2426726	 0.2455735	
5000	4096	DITHER____	SAWTOTH	 0.0005889	 0.1053177	 0.1036906	 0.0918367	 0.0745768	
5000	4096	DITHER____	_RANDOM	 0.0005970	 0.2882780	 0.2472312	 0.2496066	 0.2445920	
5000	4096	DITHER____	PLATEAU	 0.0005875	 0.0314485	 0.0279655	 0.0298338	 0.0295096	
5000	4096	DITHER____	SHUFFLE	 0.0005828	 0.0320883	 0.0247237	 0.0232850	 0.0232473	
