Parsing sort-5000.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_19_01_05	DPQ_19_02_10	
5000	1	IDENT_____	STAGGER	 0.0005919	 0.0134227	 0.0122979	 0.0125049	 0.0126712	
5000	1	IDENT_____	SAWTOTH	 0.0005866	 0.0021136	! 0.0020979	 0.0010845	 0.0010930	
5000	1	IDENT_____	_RANDOM	 0.0005924	 0.0018965	 0.0010839	 0.0010795	 0.0010844	
5000	1	IDENT_____	PLATEAU	 0.0005831	 0.0026596	 0.0020188	 0.0019159	 0.0021949	
5000	1	IDENT_____	SHUFFLE	 0.0005828	 0.0018977	 0.0019149	 0.0019166	 0.0019151	
5000	1	REVERSE___	STAGGER	 0.0005837	 0.0161584	 0.0148735	 0.0159137	 0.0160133	
5000	1	REVERSE___	SAWTOTH	 0.0005866	 0.0023507	 0.0010588	 0.0010559	 0.0010560	
5000	1	REVERSE___	_RANDOM	 0.0005836	 0.0020634	 0.0010642	 0.0010659	 0.0010954	
5000	1	REVERSE___	PLATEAU	 0.0005838	 0.0048145	 0.0012610	 0.0012892	 0.0013137	
5000	1	REVERSE___	SHUFFLE	 0.0005775	 0.0062555	 0.0051711	 0.0053210	 0.0053409	
5000	1	REVERSE_FR	STAGGER	 0.0005907	 0.0162802	 0.0122535	 0.0155382	 0.0133370	
5000	1	REVERSE_FR	SAWTOTH	 0.0005872	 0.0020600	 0.0010604	 0.0010524	 0.0010620	
5000	1	REVERSE_FR	_RANDOM	 0.0005911	 0.0018975	 0.0010847	 0.0010869	 0.0010598	
5000	1	REVERSE_FR	PLATEAU	 0.0005855	 0.0117531	 0.0013315	 0.0012795	 0.0013172	
5000	1	REVERSE_FR	SHUFFLE	 0.0005769	 0.0037581	 0.0043203	 0.0041206	 0.0047915	
5000	1	REVERSE_BA	STAGGER	 0.0005855	 0.0161080	 0.0145207	 0.0137735	 0.0143579	
5000	1	REVERSE_BA	SAWTOTH	 0.0005869	 0.0020735	 0.0010559	 0.0010538	 0.0010582	
5000	1	REVERSE_BA	_RANDOM	 0.0005793	 0.0020636	 0.0010684	 0.0010738	 0.0010655	
5000	1	REVERSE_BA	PLATEAU	 0.0005878	 0.0026745	 0.0019091	 0.0019085	 0.0019110	
5000	1	REVERSE_BA	SHUFFLE	 0.0005962	 0.0162800	 0.0125926	 0.0134706	 0.0133657	
5000	1	SORT______	STAGGER	 0.0006321	 0.0018499	 0.0012843	! 0.0021836	 0.0015831	
5000	1	SORT______	SAWTOTH	 0.0005784	 0.0019099	 0.0010478	 0.0010425	 0.0010466	
5000	1	SORT______	_RANDOM	 0.0005893	 0.0020579	 0.0010357	 0.0010490	 0.0010376	
5000	1	SORT______	PLATEAU	 0.0005834	 0.0018992	 0.0019159	 0.0019203	 0.0019197	
5000	1	SORT______	SHUFFLE	 0.0005885	 0.0018933	 0.0019307	 0.0019123	 0.0022877	
5000	1	DITHER____	STAGGER	 0.0005822	 0.1386901	 0.1523739	 0.1936041	 0.1480693	
5000	1	DITHER____	SAWTOTH	 0.0005847	 0.0147606	 0.0146946	 0.0139667	 0.0141265	
5000	1	DITHER____	_RANDOM	 0.0005826	 0.0147696	 0.0138289	 0.0139162	 0.0146033	
5000	1	DITHER____	PLATEAU	 0.0005939	 0.0160514	! 0.0191950	 0.0139424	 0.0152537	
5000	1	DITHER____	SHUFFLE	 0.0005825	 0.0353073	 0.0271386	 0.0197935	 0.0212409	
5000	4	IDENT_____	STAGGER	 0.0005825	 0.0300557	 0.1556275	 0.1623758	 0.1545866	
5000	4	IDENT_____	SAWTOTH	 0.0005799	 0.0161523	 0.0113803	 0.0108077	 0.0109089	
5000	4	IDENT_____	_RANDOM	 0.0005871	 0.0361539	 0.0299973	 0.0258746	 0.0305362	
5000	4	IDENT_____	PLATEAU	 0.0005839	! 0.0027412	 0.0019136	 0.0019802	 0.0019174	
5000	4	IDENT_____	SHUFFLE	 0.0005822	 0.1376344	 0.1161242	! 0.1801435	 0.1043873	
5000	4	REVERSE___	STAGGER	 0.0005940	 0.0376365	 0.1593944	 0.1721871	 0.1592759	
5000	4	REVERSE___	SAWTOTH	 0.0005919	 0.0122003	 0.0110287	 0.0102898	 0.0106687	
5000	4	REVERSE___	_RANDOM	 0.0005811	 0.0326547	 0.0396606	 0.0269177	 0.0275196	
5000	4	REVERSE___	PLATEAU	 0.0005846	 0.0047554	 0.0012913	 0.0012879	 0.0012687	
5000	4	REVERSE___	SHUFFLE	 0.0005871	 0.1325593	 0.1238967	 0.1199317	 0.1081991	
5000	4	REVERSE_FR	STAGGER	 0.0005799	 0.0324392	 0.1768801	 0.1735577	 0.1600368	
5000	4	REVERSE_FR	SAWTOTH	 0.0005869	 0.0124465	 0.0117888	 0.0124755	 0.0121377	
5000	4	REVERSE_FR	_RANDOM	 0.0005942	 0.0306890	! 0.0836360	 0.0307765	 0.0303030	
5000	4	REVERSE_FR	PLATEAU	 0.0005887	 0.0117318	 0.0013713	 0.0013543	 0.0013947	
5000	4	REVERSE_FR	SHUFFLE	 0.0005828	 0.1631373	 0.0950606	 0.0945280	 0.0953765	
5000	4	REVERSE_BA	STAGGER	 0.0005806	 0.0374999	 0.1664724	 0.1686418	 0.1642187	
5000	4	REVERSE_BA	SAWTOTH	 0.0005885	 0.0187868	 0.0111699	 0.0113311	 0.0116942	
5000	4	REVERSE_BA	_RANDOM	 0.0005885	 0.0329114	! 0.1546083	 0.0297283	 0.0245791	
5000	4	REVERSE_BA	PLATEAU	 0.0005885	! 0.0027381	 0.0019071	 0.0019811	 0.0019122	
5000	4	REVERSE_BA	SHUFFLE	 0.0005898	 0.1503696	 0.1349112	 0.1335470	 0.1226504	
5000	4	SORT______	STAGGER	 0.0005875	! 0.0027515	 0.0019859	 0.0019889	 0.0019108	
5000	4	SORT______	SAWTOTH	 0.0005868	 0.0019438	 0.0016576	 0.0016603	 0.0016621	
5000	4	SORT______	_RANDOM	 0.0005872	 0.0019455	 0.0019350	 0.0016567	 0.0016464	
5000	4	SORT______	PLATEAU	 0.0005767	 0.0019060	 0.0019247	 0.0019241	 0.0019230	
5000	4	SORT______	SHUFFLE	 0.0005826	 0.0025500	 0.0019172	 0.0019212	 0.0019194	
5000	4	DITHER____	STAGGER	 0.0005877	 0.0313464	 0.1552348	 0.1689972	 0.1543340	
5000	4	DITHER____	SAWTOTH	 0.0005885	 0.0245143	! 0.0221035	 0.0152850	 0.0155660	
5000	4	DITHER____	_RANDOM	 0.0005939	 0.0487798	 0.0550373	 0.0512547	 0.0499269	
5000	4	DITHER____	PLATEAU	 0.0005918	! 0.0222080	 0.0140765	 0.0137859	 0.0133758	
5000	4	DITHER____	SHUFFLE	 0.0005908	! 0.6789048	 0.1260190	 0.1364272	! 0.1788298	
5000	16	IDENT_____	STAGGER	 0.0005791	 0.0541642	 0.1916248	 0.1916522	 0.1750263	
5000	16	IDENT_____	SAWTOTH	 0.0005839	 0.0333816	 0.0431429	! 0.0688953	 0.0384306	
5000	16	IDENT_____	_RANDOM	 0.0005866	 0.0898862	 0.0926074	! 0.1802917	 0.0809629	
5000	16	IDENT_____	PLATEAU	 0.0005857	! 0.0027407	 0.0019139	 0.0019861	 0.0019151	
5000	16	IDENT_____	SHUFFLE	 0.0005889	 0.0959902	 0.0647715	 0.0643451	 0.0508682	
5000	16	REVERSE___	STAGGER	 0.0005840	 0.0645727	 0.1950452	 0.2022945	 0.1758819	
5000	16	REVERSE___	SAWTOTH	 0.0005806	! 0.0488504	 0.0471267	 0.0472287	 0.0443008	
5000	16	REVERSE___	_RANDOM	 0.0005889	 0.0902347	 0.0826552	 0.0813164	 0.0771690	
5000	16	REVERSE___	PLATEAU	 0.0005805	 0.0052596	 0.0013956	 0.0013319	 0.0014093	
5000	16	REVERSE___	SHUFFLE	 0.0005783	 0.1023929	 0.0658558	 0.0640849	 0.0571902	
5000	16	REVERSE_FR	STAGGER	 0.0005880	 0.0600528	 0.1828215	 0.1976091	 0.1799090	
5000	16	REVERSE_FR	SAWTOTH	 0.0005792	 0.0514187	 0.0482397	 0.0483005	 0.0488505	
5000	16	REVERSE_FR	_RANDOM	 0.0005926	 0.0831905	 0.0906586	 0.0858187	 0.0809481	
5000	16	REVERSE_FR	PLATEAU	 0.0005873	 0.0123539	 0.0013903	 0.0016158	 0.0013892	
5000	16	REVERSE_FR	SHUFFLE	 0.0005857	 0.1134404	 0.0583667	 0.0630056	 0.0576853	
5000	16	REVERSE_BA	STAGGER	 0.0005856	 0.0610697	 0.1805782	 0.1830227	 0.1703023	
5000	16	REVERSE_BA	SAWTOTH	 0.0005854	 0.0250607	 0.0517048	 0.0496589	 0.0486015	
5000	16	REVERSE_BA	_RANDOM	 0.0005922	 0.0794734	 0.0915043	! 0.5679720	 0.0776497	
5000	16	REVERSE_BA	PLATEAU	 0.0005817	 0.0019066	 0.0019172	 0.0022869	 0.0021877	
5000	16	REVERSE_BA	SHUFFLE	 0.0005881	 0.1013251	 0.0888929	! 0.6093517	 0.0805815	
5000	16	SORT______	STAGGER	 0.0005825	 0.0019004	 0.0019171	 0.0021986	 0.0021958	
5000	16	SORT______	SAWTOTH	 0.0005805	 0.0025327	 0.0018670	 0.0022414	 0.0021531	
5000	16	SORT______	_RANDOM	 0.0005882	 0.0019019	 0.0018544	 0.0021498	 0.0018541	
5000	16	SORT______	PLATEAU	 0.0005835	 0.0018994	 0.0019156	 0.0019147	 0.0021952	
5000	16	SORT______	SHUFFLE	 0.0005952	 0.0018849	 0.0019054	 0.0019088	 0.0019100	
5000	16	DITHER____	STAGGER	 0.0005824	 0.0588480	 0.1844289	 0.2174893	 0.1820383	
5000	16	DITHER____	SAWTOTH	 0.0005871	 0.0711267	 0.0721813	 0.0722083	 0.0752773	
5000	16	DITHER____	_RANDOM	 0.0005925	 0.0852593	 0.0911917	 0.0843714	 0.0827738	
5000	16	DITHER____	PLATEAU	 0.0005855	 0.0175729	 0.0114459	! 0.0175798	 0.0118828	
5000	16	DITHER____	SHUFFLE	 0.0005834	 0.1040925	 0.0682657	 0.0706521	 0.0633913	
5000	64	IDENT_____	STAGGER	 0.0005806	 0.0865501	 0.2110727	 0.2280229	 0.2058931	
5000	64	IDENT_____	SAWTOTH	 0.0005857	 0.0924875	 0.1077252	 0.1051352	 0.1064615	
5000	64	IDENT_____	_RANDOM	 0.0005787	 0.1387768	 0.1561647	 0.1580499	 0.1442861	
5000	64	IDENT_____	PLATEAU	 0.0005894	! 0.0027356	 0.0019101	 0.0021813	 0.0021890	
5000	64	IDENT_____	SHUFFLE	 0.0005867	 0.0666797	 0.0449364	 0.0401614	 0.0367597	
5000	64	REVERSE___	STAGGER	 0.0005885	 0.0850149	 0.2026592	 0.2075794	 0.1979326	
5000	64	REVERSE___	SAWTOTH	 0.0005851	 0.1038377	 0.0944394	! 0.1881174	 0.1047808	
5000	64	REVERSE___	_RANDOM	 0.0005774	 0.1420098	 0.1560428	! 0.2393507	 0.1476680	
5000	64	REVERSE___	PLATEAU	 0.0005897	 0.0047659	 0.0014880	 0.0014494	 0.0014842	
5000	64	REVERSE___	SHUFFLE	 0.0005815	 0.0783661	 0.0512308	 0.0439411	 0.0429722	
5000	64	REVERSE_FR	STAGGER	 0.0005869	 0.0846273	 0.2130583	 0.2211081	 0.2087102	
5000	64	REVERSE_FR	SAWTOTH	 0.0005840	 0.1016532	 0.0947398	 0.1126333	 0.1179219	
5000	64	REVERSE_FR	_RANDOM	 0.0005933	 0.1427349	 0.1482273	 0.1526960	 0.1482276	
5000	64	REVERSE_FR	PLATEAU	 0.0005763	 0.0124940	 0.0015375	 0.0014130	 0.0013815	
5000	64	REVERSE_FR	SHUFFLE	 0.0005895	 0.0834520	 0.0451027	 0.0527698	 0.0433225	
5000	64	REVERSE_BA	STAGGER	 0.0005872	 0.0839527	! 0.6765197	 0.2295707	 0.2108352	
5000	64	REVERSE_BA	SAWTOTH	 0.0005901	 0.0982546	 0.0956416	 0.1100049	 0.1078959	
