Parsing sort-1k-1M.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	SYSTEM	NEW_DPQS_REF	RADIX	
1000000	16	REVERSE_BA	STAGGER	 7.3806506	 7.3917301	 19.9016971	
1000000	16	REVERSE_BA	SAWTOTH	 6.2485849	 5.3396205	 9.9368728	
1000000	16	REVERSE_BA	_RANDOM	 18.7782736	! 9.7792331	 9.8981371	
1000000	16	REVERSE_BA	PLATEAU	 0.6730585	 0.7017812	 0.6252446	
1000000	16	REVERSE_BA	SHUFFLE	 19.8690027	 24.6664927	 22.7001160	
1000000	16	REVERSE_FR	SPIRAL	 29.4517162	 11.6871365	 19.5893658	
1000000	16	REVERSE_FR	STAGGER	 7.6581288	 7.4169004	 19.8531799	
1000000	16	REVERSE_FR	SAWTOTH	 5.4040763	 5.3354191	 9.9374773	
1000000	16	REVERSE_FR	_RANDOM	 18.5442019	! 7.5776034	 9.9048707	
1000000	16	REVERSE_FR	PLATEAU	 0.6676104	 0.6640910	 3.6545488	
1000000	16	REVERSE_FR	SHUFFLE	 18.5874392	 24.7410305	 22.2744340	
1000000	256	IDENT_____	SPIRAL	 15.0528996	 14.9861986	 21.2605531	
1000000	256	IDENT_____	STAGGER	 13.2854421	 13.3069598	 22.7852415	
1000000	256	IDENT_____	SAWTOTH	 20.5581449	 20.4975429	 9.8855567	
1000000	256	IDENT_____	_RANDOM	 36.5097575	 5.9463984	 9.9009650	
1000000	256	IDENT_____	PLATEAU	 0.6756243	 0.7042372	 0.6289226	
1000000	256	IDENT_____	SHUFFLE	 9.3199540	! 16.1977852	 23.8148184	
1000000	256	REVERSE___	SPIRAL	 20.2720744	 9.4395528	 21.2238102	
1000000	256	REVERSE___	STAGGER	 13.9638487	 14.8170693	 22.7331581	
1000000	256	REVERSE___	SAWTOTH	 21.2340313	 19.9697569	 9.8902354	
1000000	256	REVERSE___	_RANDOM	 36.5438188	 5.9454939	 9.9139269	
1000000	256	REVERSE___	PLATEAU	 0.6820664	 0.6636240	 1.3719325	
1000000	256	REVERSE___	SHUFFLE	 12.3344618	! 17.6748403	 20.4364601	
1000000	256	DITHER____	SPIRAL	 19.9537412	 10.1178771	 20.9736983	
1000000	256	DITHER____	STAGGER	 13.3229834	 13.3419790	 22.7341205	
1000000	256	DITHER____	SAWTOTH	 26.3829032	 8.2490328	 10.1557496	
1000000	256	DITHER____	_RANDOM	 36.7983221	 8.4631217	 10.1712631	
1000000	256	DITHER____	PLATEAU	 3.0435321	 2.8235989	 10.9327641	
1000000	256	DITHER____	SHUFFLE	 11.3159139	 23.7911497	 23.8846913	
1000000	256	REVERSE_BA	SPIRAL	 23.2925590	 10.3549749	 21.0451364	
1000000	256	REVERSE_BA	STAGGER	 13.6397109	 13.6548318	 22.8271542	
1000000	256	REVERSE_BA	SAWTOTH	 19.3263504	 19.2279209	 9.8846032	
1000000	256	REVERSE_BA	_RANDOM	 36.8399507	 5.9610066	 9.9051664	
1000000	256	REVERSE_BA	PLATEAU	 0.6741268	 0.7022880	 0.6246687	
1000000	256	REVERSE_BA	SHUFFLE	 10.9749330	! 16.6969903	 22.5901908	
1000000	256	REVERSE_FR	SPIRAL	 16.1133753	 9.4498762	 20.8201735	
1000000	256	REVERSE_FR	STAGGER	 14.6015105	 14.5558716	 22.6884039	
1000000	256	REVERSE_FR	SAWTOTH	 19.4380923	 18.8318712	 9.8902716	
1000000	256	REVERSE_FR	_RANDOM	 36.5568827	 5.9526265	 9.9088515	
1000000	256	REVERSE_FR	PLATEAU	 0.6582915	 0.7122816	 3.7562218	
1000000	256	REVERSE_FR	SHUFFLE	 10.7879128	! 16.8018543	 21.7009533	
