Parsing sort-1k-1M.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_19_11_12	DPQ_21_04_24	RADIX	
10000	256	REVERSE_FR	_RANDOM	 0.0013624	 0.4909872	 0.4476811	 0.3744572	 0.1101463	
10000	256	REVERSE_FR	PLATEAU	 0.0013390	 0.0385443	 0.0038634	 0.0038847	 0.0054057	
10000	256	REVERSE_FR	SHUFFLE	 0.0013607	 0.1660400	! 0.5946735	! 0.5976551	 0.1993728	
10000	256	REVERSE_BA	SPIRAL	 0.0013608	 0.2062883	 0.1136611	 0.1137332	 0.1868620	
10000	256	REVERSE_BA	STAGGER	 0.0013483	 0.5992100	 0.6149484	 0.5610971	 0.1648017	
10000	256	REVERSE_BA	SAWTOTH	 0.0013481	 0.2270041	 0.1340002	 0.1346119	 0.1106652	
10000	256	REVERSE_BA	_RANDOM	 0.0013528	 0.5108699	 0.4487102	! 0.2847235	 0.1102399	
10000	256	REVERSE_BA	PLATEAU	 0.0013371	 0.0075154	 0.0062843	 0.0062853	 0.0040017	
10000	256	REVERSE_BA	SHUFFLE	 0.0013481	 0.1829056	 0.1010605	 0.0966614	 0.1970564	
100000	1	IDENT_____	SPIRAL	 0.0220517	 3.6345224	 2.6686694	 1.4597202	 2.0108406	
100000	1	IDENT_____	STAGGER	 0.0217298	 0.4622649	 0.3185232	 0.3184935	 0.4369711	
100000	1	IDENT_____	SAWTOTH	 0.0202469	 0.0646638	 0.0500593	 0.0503320	 0.0686118	
100000	1	IDENT_____	_RANDOM	 0.0203051	 0.0641987	 0.0501813	 0.0503815	 0.0680944	
100000	1	IDENT_____	PLATEAU	 0.0225263	 0.0738257	 0.0626156	 0.0627750	 0.0383892	
100000	1	IDENT_____	SHUFFLE	 0.0213856	 0.0746438	 0.0635941	 0.0636317	 0.0392478	
100000	1	REVERSE___	SPIRAL	 0.0210799	 3.3956653	 3.5466761	 1.5235536	 2.0632109	
100000	1	REVERSE___	STAGGER	 0.0211231	 0.4619174	 0.4012427	 0.4010730	 0.4610611	
100000	1	REVERSE___	SAWTOTH	 0.0200637	 0.0648608	 0.0502758	 0.0502889	 0.0683083	
100000	1	REVERSE___	_RANDOM	 0.0203769	 0.0645127	 0.0503635	 0.0504530	 0.0679851	
100000	1	REVERSE___	PLATEAU	 0.0225034	 0.1267960	 0.0447095	 0.0445668	 0.0544505	
100000	1	REVERSE___	SHUFFLE	 0.0224414	 0.1171414	 0.1315371	 0.1318283	 0.1216969	
100000	1	SORT______	SPIRAL	 0.0224535	 0.0735693	 0.0627886	 0.0625926	 0.0381729	
100000	1	SORT______	STAGGER	 0.0224732	 0.0735480	 0.0628929	 0.0628616	 0.0382879	
100000	1	SORT______	SAWTOTH	 0.0203729	 0.0642728	 0.0499712	 0.0500871	 0.0675117	
100000	1	SORT______	_RANDOM	 0.0204454	 0.0638249	 0.0502264	 0.0498117	 0.0682833	
100000	1	SORT______	PLATEAU	 0.0216078	 0.0748051	 0.0635532	 0.0633730	 0.0392460	
100000	1	SORT______	SHUFFLE	 0.0224929	 0.0738545	 0.0625769	 0.0626245	 0.0383117	
100000	1	DITHER____	SPIRAL	 0.0221041	 3.6877607	 3.1827980	 1.5168168	 1.9124738	
100000	1	DITHER____	STAGGER	 0.0225113	 4.2351855	 4.1592952	 1.9582116	 1.7372917	
100000	1	DITHER____	SAWTOTH	 0.0225042	 0.3624468	 0.3552068	 0.3108156	 1.0709593	
100000	1	DITHER____	_RANDOM	 0.0224925	 0.3619092	 0.3554936	 0.3136965	 1.0726177	
100000	1	DITHER____	PLATEAU	 0.0224978	 0.3480908	 0.3555195	 0.3131046	 1.0718539	
100000	1	DITHER____	SHUFFLE	 0.0225366	 1.0530257	 0.8379713	 0.9184820	 1.3600376	
100000	1	REVERSE___	SPIRAL	 0.0225128	 3.3932010	 3.5467007	 1.5255616	 2.0299044	
100000	1	REVERSE___	STAGGER	 0.0224668	 0.4600611	 0.4002673	 0.4003222	 0.4601006	
100000	1	REVERSE___	SAWTOTH	 0.0204579	 0.0646223	 0.0502037	 0.0502838	 0.0676445	
100000	1	REVERSE___	_RANDOM	 0.0204459	 0.0648369	 0.0508506	 0.0506251	 0.0679763	
100000	1	REVERSE___	PLATEAU	 0.0225105	 0.1279827	 0.0448381	 0.0450658	 0.0549061	
100000	1	REVERSE___	SHUFFLE	 0.0224946	 0.1181191	 0.1327659	 0.1327394	 0.1225218	
100000	1	REVERSE_FR	SPIRAL	 0.0225246	 3.3233947	 2.7211332	 1.0959703	 2.0494061	
100000	1	REVERSE_FR	STAGGER	 0.0224968	 0.4772925	 0.3678450	 0.3681035	 0.4577684	
100000	1	REVERSE_FR	SAWTOTH	 0.0204224	 0.0647006	 0.0503076	 0.0503292	 0.0679233	
100000	1	REVERSE_FR	_RANDOM	 0.0204384	 0.0647127	 0.0502497	 0.0503268	 0.0681297	
100000	1	REVERSE_FR	PLATEAU	 0.0225380	 0.3336837	 0.0452742	 0.0448817	 0.0457547	
100000	1	REVERSE_FR	SHUFFLE	 0.0224998	 0.0860096	 0.1076821	 0.1077223	 0.3146504	
100000	1	REVERSE_BA	SPIRAL	 0.0224912	 3.8818286	 3.2181726	 1.6767470	 1.9541083	
100000	1	REVERSE_BA	STAGGER	 0.0225147	 0.4802259	 0.3598153	 0.3600773	 0.4136040	
100000	1	REVERSE_BA	SAWTOTH	 0.0204202	 0.0647309	 0.0503411	 0.0502800	 0.0680121	
100000	1	REVERSE_BA	_RANDOM	 0.0204096	 0.0648440	 0.0502772	 0.0502682	 0.0680237	
100000	1	REVERSE_BA	PLATEAU	 0.0225114	 0.0741231	 0.0629597	 0.0630154	 0.0385415	
100000	1	REVERSE_BA	SHUFFLE	 0.0225294	 0.4729651	 0.3694701	 0.3694458	 0.4213337	
100000	16	IDENT_____	SPIRAL	 0.0225191	 3.4586998	 2.7524742	 1.0538023	 1.7320182	
100000	16	IDENT_____	STAGGER	 0.0225040	 1.5859909	 0.9557135	 0.9558190	 1.6724982	
100000	16	IDENT_____	SAWTOTH	 0.0224962	 1.5508771	 0.9497516	 0.9602432	 1.0891653	
100000	16	IDENT_____	_RANDOM	 0.0225027	 2.1084581	 2.0557702	 1.9988198	 1.0742887	
100000	16	IDENT_____	PLATEAU	 0.0224936	 0.0741435	 0.0628899	 0.0629214	 0.0385172	
100000	16	IDENT_____	SHUFFLE	 0.0224962	 2.9024002	 1.7834139	 0.9086266	 2.2082680	
100000	16	REVERSE___	SPIRAL	 0.0224889	 3.1156268	 4.3611042	 2.0601794	 1.8854589	
100000	16	REVERSE___	STAGGER	 0.0224935	 1.8395741	 1.0551785	 1.0551343	 1.7873080	
100000	16	REVERSE___	SAWTOTH	 0.0224888	 1.5334646	 0.5153846	 0.5297619	 1.0901259	
100000	16	REVERSE___	_RANDOM	 0.0225024	 2.2056592	 2.1125426	 1.9682167	 1.0747821	
100000	16	REVERSE___	PLATEAU	 0.0224953	 0.1278161	 0.0448981	 0.0448700	 0.0548564	
100000	16	REVERSE___	SHUFFLE	 0.0225163	 2.7650832	 2.1454630	 1.4046398	 2.0065709	
100000	16	SORT______	SPIRAL	 0.0225375	 0.0739895	 0.0628849	 0.0630265	 0.0385137	
100000	16	SORT______	STAGGER	 0.0225049	 0.0741923	 0.0630180	 0.0629521	 0.0385224	
100000	16	SORT______	SAWTOTH	 0.0223446	 0.0631465	 0.0638245	 0.0637785	 0.0398072	
100000	16	SORT______	_RANDOM	 0.0223484	 0.0632623	 0.0637864	 0.0637391	 0.0397465	
100000	16	SORT______	PLATEAU	 0.0224961	 0.0740935	 0.0629614	 0.0629899	 0.0385282	
100000	16	SORT______	SHUFFLE	 0.0224949	 0.0742878	 0.0628836	 0.0629840	 0.0385363	
100000	16	DITHER____	SPIRAL	 0.0225208	 3.7213592	 2.4719137	 1.4881802	 1.7096499	
100000	16	DITHER____	STAGGER	 0.0225157	 1.6109870	 0.9558987	 0.9559112	 1.6804651	
100000	16	DITHER____	SAWTOTH	 0.0224878	 1.8672679	 1.9231081	 2.1919183	 1.0726432	
100000	16	DITHER____	_RANDOM	 0.0225038	 2.1971173	 2.3480381	 1.9271969	 1.0742033	
100000	16	DITHER____	PLATEAU	 0.0225076	 0.4644540	 0.3048859	 0.3777802	 1.0726867	
100000	16	DITHER____	SHUFFLE	 0.0225155	 3.4179811	 2.3059629	 1.6435139	 2.3425883	
100000	16	REVERSE___	SPIRAL	 0.0224619	 3.1153126	 4.3610884	 2.0598908	 1.8850380	
100000	16	REVERSE___	STAGGER	 0.0224982	 1.8392047	 1.0553143	 1.0446588	 1.7880100	
100000	16	REVERSE___	SAWTOTH	 0.0225045	 1.5339354	 0.5143224	 0.5295781	 1.0935062	
100000	16	REVERSE___	_RANDOM	 0.0224889	 2.2079866	 2.1130848	 1.9708934	 1.0727775	
100000	16	REVERSE___	PLATEAU	 0.0225085	 0.1278353	 0.0448842	 0.0448998	 0.0547960	
100000	16	REVERSE___	SHUFFLE	 0.0225278	 2.7648853	 2.1428394	 1.4123841	 2.0079707	
100000	16	REVERSE_FR	SPIRAL	 0.0225052	 3.5309411	 2.6894435	 1.2952514	 1.7649110	
100000	16	REVERSE_FR	STAGGER	 0.0225202	 1.5119437	 1.0488317	 1.0490042	 1.7472743	
100000	16	REVERSE_FR	SAWTOTH	 0.0224758	 1.3878981	 1.4376170	 1.0345070	 1.0899678	
100000	16	REVERSE_FR	_RANDOM	 0.0224995	 2.4896108	 2.1823990	 2.3809977	 1.0729636	
100000	16	REVERSE_FR	PLATEAU	 0.0225002	 0.3336609	 0.0454314	 0.0449026	 0.0458136	
100000	16	REVERSE_FR	SHUFFLE	 0.0224815	 3.0400887	 1.3472780	 1.0752348	 2.0836058	
100000	16	REVERSE_BA	SPIRAL	 0.0224907	 3.6567939	 3.1061636	 1.3705402	 1.7402305	
100000	16	REVERSE_BA	STAGGER	 0.0225371	 1.7295093	 1.0814838	 1.0815695	 1.7404877	
100000	16	REVERSE_BA	SAWTOTH	 0.0225543	 1.1696203	 1.2748932	 1.2072614	 1.0899169	
100000	16	REVERSE_BA	_RANDOM	 0.0225195	 2.4272300	 2.2959260	 1.8879232	 1.0725125	
100000	16	REVERSE_BA	PLATEAU	 0.0225296	 0.0739919	 0.0628958	 0.0628515	 0.0384507	
100000	16	REVERSE_BA	SHUFFLE	 0.0225006	 3.0307291	 2.3193409	 1.1937154	 2.0822362	
100000	256	IDENT_____	SPIRAL	 0.0224834	 2.8190929	 1.7087256	 1.7089280	 1.8523830	
100000	256	IDENT_____	STAGGER	 0.0225288	 6.4447110	 1.9310561	 1.9309509	 1.8419344	
100000	256	IDENT_____	SAWTOTH	 0.0225252	 2.6471302	 2.1023145	 2.1020988	 1.0563058	
100000	256	IDENT_____	_RANDOM	 0.0225022	 4.8862106	 4.8408513	 2.1789056	 1.0727279	
100000	256	IDENT_____	PLATEAU	 0.0225004	 0.0741025	 0.0629582	 0.0627798	 0.0384806	
100000	256	IDENT_____	SHUFFLE	 0.0224739	 2.4076360	 0.9217413	 0.9069646	 2.1760378	
100000	256	REVERSE___	SPIRAL	 0.0224873	 2.2525819	 2.5471576	 1.6816567	 1.9967991	
100000	256	REVERSE___	STAGGER	 0.0225131	 7.1930806	 2.0487901	 2.0492560	 1.8276582	
100000	256	REVERSE___	SAWTOTH	 0.0225512	 2.4577953	 2.1723811	 2.1735114	 1.0602742	
100000	256	REVERSE___	_RANDOM	 0.0224818	 4.6829571	 4.1677019	 2.5686721	 1.0726331	
100000	256	REVERSE___	PLATEAU	 0.0225050	 0.1429024	 0.0452179	 0.0452116	 0.0415240	
100000	256	REVERSE___	SHUFFLE	 0.0225033	 2.0945140	 1.2032341	 1.1909622	 2.0368198	
100000	256	SORT______	SPIRAL	 0.0225023	 0.0740674	 0.0628326	 0.0629054	 0.0385116	
100000	256	SORT______	STAGGER	 0.0225437	 0.0740679	 0.0627858	 0.0628350	 0.0384778	
100000	256	SORT______	SAWTOTH	 0.0224976	 0.0737484	 0.0646721	 0.0647339	 0.0551515	
100000	256	SORT______	_RANDOM	 0.0224919	 0.0737313	 0.0647650	 0.0647413	 0.0551516	
100000	256	SORT______	PLATEAU	 0.0224830	 0.0740826	 0.0629897	 0.0629862	 0.0385670	
100000	256	SORT______	SHUFFLE	 0.0224924	 0.0740401	 0.0629380	 0.0630183	 0.0385746	
100000	256	DITHER____	SPIRAL	 0.0225258	 3.0967386	 2.6422735	 1.5616647	 1.8649679	
100000	256	DITHER____	STAGGER	 0.0225159	 7.1357081	 1.9559503	 1.9557313	 1.8823915	
100000	256	DITHER____	SAWTOTH	 0.0225267	 3.1299705	 3.2175526	 1.5338121	 1.0507685	
100000	256	DITHER____	_RANDOM	 0.0224967	 4.9369933	 4.6189586	 2.3851115	 1.0559633	
100000	256	DITHER____	PLATEAU	 0.0225156	 0.3895893	 0.3267875	 0.3699881	 1.1438754	
100000	256	DITHER____	SHUFFLE	 0.0225034	 2.7847190	 1.5386434	 1.3727830	 2.2280638	
100000	256	REVERSE___	SPIRAL	 0.0225009	 2.2554833	 2.5459232	 1.6874153	 1.9940461	
100000	256	REVERSE___	STAGGER	 0.0224657	 7.1937771	 2.0485661	 2.0478272	 1.8690560	
100000	256	REVERSE___	SAWTOTH	 0.0224993	 2.4592406	 2.1736847	 2.1703549	 1.0604298	
100000	256	REVERSE___	_RANDOM	 0.0220113	 4.6844227	 4.1687444	 2.5697470	 1.0724574	
100000	256	REVERSE___	PLATEAU	 0.0225084	 0.1426218	 0.0454756	 0.0450861	 0.0410090	
100000	256	REVERSE___	SHUFFLE	 0.0214390	 2.0969361	 1.2055347	 1.1901318	 2.0336304	
100000	256	REVERSE_FR	SPIRAL	 0.0225109	 2.6475601	 2.2770755	 1.1820739	 1.8863888	
100000	256	REVERSE_FR	STAGGER	 0.0225126	 7.4468968	 2.0076095	 2.0079852	 1.8300900	
100000	256	REVERSE_FR	SAWTOTH	 0.0225103	 2.7624370	 2.1328985	 2.1331424	 1.0592200	
100000	256	REVERSE_FR	_RANDOM	 0.0224944	 5.0224100	 4.4335618	 2.4249581	 1.0721603	
100000	256	REVERSE_FR	PLATEAU	 0.0222316	 0.3701705	 0.0338868	 0.0342432	 0.0487860	
100000	256	REVERSE_FR	SHUFFLE	 0.0224813	 2.3521169	 1.2091908	 1.1509965	 2.0963039	
100000	256	REVERSE_BA	SPIRAL	 0.0224986	 2.7804729	 1.8090969	 1.8095299	 1.9386891	
100000	256	REVERSE_BA	STAGGER	 0.0220359	 6.9325976	 1.9531219	 1.9529166	 1.8074043	
100000	256	REVERSE_BA	SAWTOTH	 0.0224167	 2.5828123	 2.1443835	 2.1451083	 1.0563497	
100000	256	REVERSE_BA	_RANDOM	 0.0225068	 4.8090459	 4.3018940	 2.2110097	 1.0718389	
100000	256	REVERSE_BA	PLATEAU	 0.0225144	 0.0739198	 0.0628916	 0.0617544	 0.0382277	
100000	256	REVERSE_BA	SHUFFLE	 0.0225043	 2.3054058	 1.2289829	 1.0250046	 2.1427207	
1000000	1	IDENT_____	SPIRAL	 0.2927837	 39.6350810	 30.6045393	 13.5276500	 33.0715763	
1000000	1	IDENT_____	STAGGER	 0.2880584	 4.7762068	 3.2473002	 3.2502530	 4.6994706	
1000000	1	IDENT_____	SAWTOTH	 0.2831249	 0.4806884	 0.5097938	 0.5142469	 0.8043631	
1000000	1	IDENT_____	_RANDOM	 0.2752758	 0.4779863	 0.5214297	 0.5167057	 0.8086082	
1000000	1	IDENT_____	PLATEAU	 0.2880037	 0.7733106	 0.6806604	 0.6894385	 0.5831722	
1000000	1	IDENT_____	SHUFFLE	 0.2892420	 0.7718403	 0.6818698	 0.6812686	 0.5883775	
1000000	1	REVERSE___	SPIRAL	 0.2924308	 43.1078903	 40.4914981	 16.9354872	 35.1441633	
1000000	1	REVERSE___	STAGGER	 0.2886573	 4.8035066	 4.0529720	 4.0580308	 4.7399299	
1000000	1	REVERSE___	SAWTOTH	 0.2728586	 0.4849700	 0.5195635	 0.5285977	 0.8181695	
1000000	1	REVERSE___	_RANDOM	 0.2719617	 0.4851944	 0.5313564	 0.5318262	 0.8154905	
1000000	1	REVERSE___	PLATEAU	 0.2952259	 1.2734134	 0.4742714	 0.4865766	 0.5658070	
1000000	1	REVERSE___	SHUFFLE	 0.2891574	 1.1786013	 1.4073443	 1.3970939	 1.2306282	
1000000	1	SORT______	SPIRAL	 0.2908686	 0.7697059	 0.6852966	 0.6808483	 0.5818479	
1000000	1	SORT______	STAGGER	 0.2892739	 0.7716875	 0.6771467	 0.6856883	 0.5832999	
1000000	1	SORT______	SAWTOTH	 0.2710877	 0.4883408	 0.5289286	 0.5337250	 0.8130483	
1000000	1	SORT______	_RANDOM	 0.2839088	 0.4744758	 0.5134367	 0.5166204	 0.7999153	
1000000	1	SORT______	PLATEAU	 0.2931196	 0.7684978	 0.6807950	 0.6751958	 0.5769270	
1000000	1	SORT______	SHUFFLE	 0.2956426	 0.7697661	 0.6753195	 0.6693123	 0.5748976	
1000000	1	DITHER____	SPIRAL	 0.2904930	 38.1230030	 35.6438604	 16.9297557	 32.8277345	
1000000	1	DITHER____	STAGGER	 0.2899141	 39.8842370	 62.4419596	 20.5732916	 20.7345284	
1000000	1	DITHER____	SAWTOTH	 0.2935364	 3.1790506	 2.5787472	 3.6900305	 10.4916663	
1000000	1	DITHER____	_RANDOM	 0.2930675	 3.1833341	 2.5653743	 3.6899219	 10.4957284	
1000000	1	DITHER____	PLATEAU	 0.2907436	 3.7034849	 2.5789434	 3.6949090	 10.4962484	
1000000	1	DITHER____	SHUFFLE	 0.2896433	 10.1031509	 9.9224903	 15.2225619	 14.5234331	
1000000	1	REVERSE___	SPIRAL	 0.2928359	 43.1125601	 40.4956927	 16.9199054	 35.1475034	
1000000	1	REVERSE___	STAGGER	 0.2885675	 4.7913309	 4.0529623	 4.0597079	 4.7293468	
1000000	1	REVERSE___	SAWTOTH	 0.2704362	 0.4795778	 0.5260244	 0.5252109	 0.8141500	
1000000	1	REVERSE___	_RANDOM	 0.2767389	 0.4814206	 0.5204382	 0.5164746	 0.8053948	
1000000	1	REVERSE___	PLATEAU	 0.2923657	 1.2705514	 0.4835908	 0.4843636	 0.5697223	
1000000	1	REVERSE___	SHUFFLE	 0.2947261	 1.1857433	 1.4004849	 1.4029723	 1.2290021	
1000000	1	REVERSE_FR	SPIRAL	 0.2905971	 39.2256354	 29.9674185	 12.1107424	 29.8098560	
1000000	1	REVERSE_FR	STAGGER	 0.3005773	 4.9327163	 3.8372097	 3.8381965	 4.8415057	
1000000	1	REVERSE_FR	SAWTOTH	 0.2728622	 0.4872275	 0.5184569	 0.5190263	 0.8213433	
1000000	1	REVERSE_FR	_RANDOM	 0.2748023	 0.4798245	 0.5220216	 0.5258059	 0.8136795	
1000000	1	REVERSE_FR	PLATEAU	 0.2944905	 3.4828480	 0.4866295	 0.4829906	 0.4834140	
1000000	1	REVERSE_FR	SHUFFLE	 0.2976357	 0.8768077	 1.1025863	 1.0994296	 4.1817439	
1000000	1	REVERSE_BA	SPIRAL	 0.2979722	 43.5545414	 35.2737434	 17.1121021	 30.1455238	
1000000	1	REVERSE_BA	STAGGER	 0.3049879	 5.1402272	 3.5754187	 3.5762662	 4.1540082	
1000000	1	REVERSE_BA	SAWTOTH	 0.2867903	 0.4759229	 0.5130400	 0.5039427	 0.7960005	
1000000	1	REVERSE_BA	_RANDOM	 0.2774085	 0.4902239	 0.5215243	 0.5181054	 0.8106734	
1000000	1	REVERSE_BA	PLATEAU	 0.2945959	 0.7767827	 0.6779792	 0.6811784	 0.5885498	
1000000	1	REVERSE_BA	SHUFFLE	 0.2966622	 4.8726553	 3.8636291	 3.8662760	 3.5033764	
1000000	16	IDENT_____	SPIRAL	 0.2972380	 42.1416946	 30.1017889	 12.6854213	 19.7222358	
1000000	16	IDENT_____	STAGGER	 0.2901099	 18.3577693	 9.7429181	 9.7454057	 19.2642993	
1000000	16	IDENT_____	SAWTOTH	 0.2937437	 12.5143844	 15.6374388	 10.6162807	 10.5209380	
1000000	16	IDENT_____	_RANDOM	 0.2965990	 23.7026768	 22.5012196	 20.4235335	 10.4836623	
1000000	16	IDENT_____	PLATEAU	 0.3028818	 0.7711735	 0.6755801	 0.6656215	 0.5783286	
1000000	16	IDENT_____	SHUFFLE	 0.2971662	 32.7910538	 16.9611597	 9.6457070	 23.8286414	
1000000	16	REVERSE___	SPIRAL	 0.2947473	 37.0019771	 36.1998519	 16.5771142	 20.4615946	
1000000	16	REVERSE___	STAGGER	 0.2957475	 16.7299281	 11.6534347	 11.6520587	 20.1345834	
1000000	16	REVERSE___	SAWTOTH	 0.3031746	 12.4460718	 15.0537865	 10.3186900	 10.5172144	
1000000	16	REVERSE___	_RANDOM	 0.2980045	 23.2742995	 20.2215731	 22.5726896	 10.4909482	
1000000	16	REVERSE___	PLATEAU	 0.3018696	 1.2751605	 0.4748963	 0.4914282	 0.5744768	
1000000	16	REVERSE___	SHUFFLE	 0.2955709	 32.9966319	 19.4773139	 13.1866855	 21.8229080	
1000000	16	SORT______	SPIRAL	 0.2969359	 0.7714042	 0.6794636	 0.6762148	 0.5829485	
1000000	16	SORT______	STAGGER	 0.2973623	 0.7712861	 0.6792327	 0.6788622	 0.5837662	
1000000	16	SORT______	SAWTOTH	 0.3020437	 0.6659306	 0.6609379	 0.6621506	 0.5622231	
1000000	16	SORT______	_RANDOM	 0.2998512	 0.6696567	 0.6650374	 0.6523672	 0.5781324	
1000000	16	SORT______	PLATEAU	 0.2931416	 0.7790029	 0.6794269	 0.6892084	 0.5863274	
1000000	16	SORT______	SHUFFLE	 0.3015992	 0.7655919	 0.6705948	 0.6732169	 0.5762899	
1000000	16	DITHER____	SPIRAL	 0.2967191	 40.3638972	 30.3220280	 14.1606033	 19.4526906	
1000000	16	DITHER____	STAGGER	 0.3040367	 18.2419955	 9.7575619	 9.7576381	 19.5478268	
1000000	16	DITHER____	SAWTOTH	 0.2901702	 17.0194694	 7.8515382	 6.9748950	 10.4967048	
1000000	16	DITHER____	_RANDOM	 0.2953803	 25.5309882	 23.5753838	 22.9871806	 10.4955476	
1000000	16	DITHER____	PLATEAU	 0.3023066	 3.8839037	 3.0953663	 3.2913177	 10.4857018	
1000000	16	DITHER____	SHUFFLE	 0.2956466	 35.9132182	 23.2404032	 17.0627237	 25.2033451	
1000000	16	REVERSE___	SPIRAL	 0.2934023	 37.0287320	 36.1992526	 16.6006219	 20.4688907	
1000000	16	REVERSE___	STAGGER	 0.3032083	 16.7212266	 11.6483736	 11.6461568	 20.1365027	
1000000	16	REVERSE___	SAWTOTH	 0.2951718	 12.4505898	 15.0640642	 10.3519124	 10.5383348	
1000000	16	REVERSE___	_RANDOM	 0.3032757	 23.2740491	 20.2434263	 22.5681155	 10.4931488	
1000000	16	REVERSE___	PLATEAU	 0.2980903	 1.2818032	 0.4914031	 0.4836948	 0.5825985	
1000000	16	REVERSE___	SHUFFLE	 0.3034774	 32.9830882	 19.4743795	 13.1925723	 21.8252479	
1000000	16	REVERSE_FR	SPIRAL	 0.3009366	 38.2028335	 31.6898366	 13.1820043	 19.7164531	
1000000	16	REVERSE_FR	STAGGER	 0.2978752	 22.7214049	 10.6318342	 10.6292038	 19.7775484	
1000000	16	REVERSE_FR	SAWTOTH	 0.3026170	 8.2364491	 11.6773926	 10.8131869	 10.5242910	
1000000	16	REVERSE_FR	_RANDOM	 0.2971020	 22.7546523	 22.8757529	 21.7482593	 10.4909688	
1000000	16	REVERSE_FR	PLATEAU	 0.2964783	 3.4864220	 0.4937061	 0.4848013	 0.4942537	
1000000	16	REVERSE_FR	SHUFFLE	 0.3046039	 33.6553273	 17.8458549	 11.5591862	 22.8167404	
1000000	16	REVERSE_BA	SPIRAL	 0.3042305	 37.8436627	 36.5063850	 12.5662523	 19.5243263	
1000000	16	REVERSE_BA	STAGGER	 0.3049546	 20.0827842	 10.3280300	 10.3307669	 19.4851125	
1000000	16	REVERSE_BA	SAWTOTH	 0.3054255	 13.5621431	 12.8884021	 11.5262283	 10.5226023	
1000000	16	REVERSE_BA	_RANDOM	 0.3030511	 21.5701094	 22.1066126	 16.6060978	 10.4923847	
1000000	16	REVERSE_BA	PLATEAU	 0.3037796	 0.7718509	 0.6720337	 0.6865950	 0.5826168	
1000000	16	REVERSE_BA	SHUFFLE	 0.3046817	 30.8603971	 20.4884115	 13.3650222	 23.0887198	
1000000	256	IDENT_____	SPIRAL	 0.3027169	 29.7557226	 22.1294901	 22.1306140	 21.6581645	
1000000	256	IDENT_____	STAGGER	 0.3008958	 77.5005955	 18.0044491	 18.0039025	 21.5027206	
1000000	256	IDENT_____	SAWTOTH	 0.3082449	 24.5548955	 26.7214213	 26.7174652	 10.4447485	
1000000	256	IDENT_____	_RANDOM	 0.2968539	 49.7144290	 43.2203724	 23.3054556	 10.4928461	
1000000	256	IDENT_____	PLATEAU	 0.3032135	 0.7707272	 0.6776282	 0.6889650	 0.5843261	
1000000	256	IDENT_____	SHUFFLE	 0.2947933	 24.3134792	 11.5556698	! 10.3855931	 23.6332555	
1000000	256	REVERSE___	SPIRAL	 0.3034117	 24.2160824	 23.5627705	 17.8121641	 21.3406125	
1000000	256	REVERSE___	STAGGER	 0.3075618	 80.8135194	 21.9672734	 21.9563802	 21.6784906	
1000000	256	REVERSE___	SAWTOTH	 0.3034341	 24.2979722	 27.4096076	 27.4104089	 10.4990679	
1000000	256	REVERSE___	_RANDOM	 0.3075353	 49.2469062	 45.2812559	 20.8108708	 10.4892426	
1000000	256	REVERSE___	PLATEAU	 0.3041346	 1.4200942	 0.4820737	 0.4833080	 0.4540134	
1000000	256	REVERSE___	SHUFFLE	 0.3006988	 23.0217720	 14.3380523	 12.4369340	 21.5926446	
1000000	256	SORT______	SPIRAL	 0.3010831	 0.7785778	 0.6904342	 0.6840709	 0.5805581	
1000000	256	SORT______	STAGGER	 0.3056130	 0.7704105	 0.6813014	 0.6718929	 0.5777963	
1000000	256	SORT______	SAWTOTH	 0.3052580	 0.7570381	 0.6861902	 0.6811997	 0.4228188	
1000000	256	SORT______	_RANDOM	 0.3039019	 0.7648603	 0.6798067	 0.6810881	 0.4256835	
1000000	256	SORT______	PLATEAU	 0.3077120	 0.7723206	 0.6807265	 0.6784337	 0.5768861	
1000000	256	SORT______	SHUFFLE	 0.3038519	 0.7717019	 0.6747089	 0.6729985	 0.5768801	
1000000	256	DITHER____	SPIRAL	 0.2999141	 31.6732963	 27.6463919	 15.8158853	 20.2700359	
1000000	256	DITHER____	STAGGER	 0.3067440	 84.7449706	 18.7888850	 18.7917770	 22.0623040	
1000000	256	DITHER____	SAWTOTH	 0.2938842	 31.0461022	 30.0363403	 15.2714510	 10.3714359	
1000000	256	DITHER____	_RANDOM	 0.3057513	 44.7647898	 44.6526393	 22.2813736	 10.4109864	
1000000	256	DITHER____	PLATEAU	 0.3031536	 3.2898331	 3.1561746	 3.4738589	 11.2358650	
1000000	256	DITHER____	SHUFFLE	 0.3012705	 30.5821280	 12.3612476	 16.4887833	 24.5320340	
1000000	256	REVERSE___	SPIRAL	 0.3043686	 24.2479524	 23.5590870	 17.7983138	 21.3567730	
1000000	256	REVERSE___	STAGGER	 0.3037918	 80.8295556	 21.9696035	 21.9662116	 21.6721108	
1000000	256	REVERSE___	SAWTOTH	 0.3009157	 24.3047800	 27.4125617	 27.4079745	 10.4957376	
1000000	256	REVERSE___	_RANDOM	 0.3018087	 49.2592388	 45.2760751	 20.8288468	 10.4887960	
1000000	256	REVERSE___	PLATEAU	 0.3023955	 1.4191660	 0.4846199	 0.4850046	 0.4519756	
1000000	256	REVERSE___	SHUFFLE	 0.3111079	 23.0303452	 14.3300010	 12.4454987	 21.5715004	
