Parsing sort-1k-1M.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_19_11_12	DPQ_21_04_24	RADIX	
1000000	256	REVERSE_FR	SPIRAL	 0.3001568	 30.1820857	 23.8533056	 16.5699646	 20.9137372	
1000000	256	REVERSE_FR	STAGGER	 0.3000580	 81.0672675	 20.4296813	 20.4055086	 21.5987494	
1000000	256	REVERSE_FR	SAWTOTH	 0.3048620	 25.8509001	 27.6287078	 27.6351255	 10.4908050	
1000000	256	REVERSE_FR	_RANDOM	 0.3041141	 49.9784079	 41.2505901	 22.0381190	 10.4934786	
1000000	256	REVERSE_FR	PLATEAU	 0.3025588	 3.8489590	 0.3860749	 0.3851695	 0.4903993	
1000000	256	REVERSE_FR	SHUFFLE	 0.3039093	 24.6939896	 14.7319396	 13.6945073	 22.5310178	
1000000	256	REVERSE_BA	SPIRAL	 0.3036136	 29.8187561	 31.8485246	 16.9648693	 21.1010505	
1000000	256	REVERSE_BA	STAGGER	 0.3056424	 79.3469810	 18.4959748	 18.5166182	 21.8337916	
1000000	256	REVERSE_BA	SAWTOTH	 0.3086554	 25.2138919	 32.2921834	 32.2341433	 10.4502759	
1000000	256	REVERSE_BA	_RANDOM	 0.3075324	 48.2396942	 44.3419483	 23.5897661	 10.4878563	
1000000	256	REVERSE_BA	PLATEAU	 0.3057748	 0.7754219	 0.6844744	 0.6848902	 0.5808279	
1000000	256	REVERSE_BA	SHUFFLE	 0.3068981	 24.4993735	 13.4488541	 13.8225613	 23.1922454	
