Parsing sort-500.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_19_01_05	DPQ_19_02_10	
500	256	REVERSE___	SHUFFLE	 0.0000390	 0.0020720	 0.0024273	 0.0037153	! 0.0113203	
500	256	REVERSE_FR	STAGGER	 0.0000356	 0.0062855	 0.0091566	! 0.0102046	 0.0065705	
500	256	REVERSE_FR	SAWTOTH	 0.0000358	 0.0015581	 0.0083687	 0.0080999	 0.0014615	
500	256	REVERSE_FR	_RANDOM	 0.0000408	 0.0056708	 0.0058567	 0.0060686	 0.0068915	
500	256	REVERSE_FR	PLATEAU	 0.0000428	 0.0003241	 0.0027366	 0.0030594	 0.0003664	
500	256	REVERSE_FR	SHUFFLE	 0.0000389	! 0.0025401	 0.0031012	 0.0030876	! 0.0039693	
500	256	REVERSE_BA	STAGGER	 0.0000356	 0.0069537	 0.0070520	 0.0067891	 0.0060583	
500	256	REVERSE_BA	SAWTOTH	 0.0000358	 0.0016683	 0.0089392	 0.0087768	 0.0017635	
500	256	REVERSE_BA	_RANDOM	 0.0000357	 0.0054142	 0.0060565	 0.0064557	 0.0066697	
500	256	REVERSE_BA	PLATEAU	 0.0000358	 0.0012310	 0.0012292	 0.0012324	 0.0010438	
500	256	REVERSE_BA	SHUFFLE	 0.0000358	 0.0030721	 0.0028216	 0.0031693	! 0.0023886	
500	256	SORT______	STAGGER	 0.0000377	 0.0001995	 0.0010938	 0.0010114	 0.0002038	
500	256	SORT______	SAWTOTH	 0.0000383	 0.0001991	 0.0009592	 0.0011191	 0.0001578	
500	256	SORT______	_RANDOM	 0.0000346	 0.0002039	 0.0010497	 0.0010239	 0.0001846	
500	256	SORT______	PLATEAU	 0.0000348	 0.0002017	 0.0010835	! 0.0015445	 0.0002069	
500	256	SORT______	SHUFFLE	 0.0000346	 0.0002029	 0.0009461	 0.0010163	 0.0002060	
500	256	DITHER____	STAGGER	 0.0000358	 0.0066762	! 0.0102425	 0.0077329	 0.0060391	
500	256	DITHER____	SAWTOTH	 0.0000357	 0.0053664	 0.0110900	 0.0073379	 0.0081384	
500	256	DITHER____	_RANDOM	 0.0000358	 0.0053190	 0.0065660	 0.0063460	! 0.0079766	
500	256	DITHER____	PLATEAU	 0.0000358	 0.0029653	 0.0024784	 0.0039203	 0.0036610	
500	256	DITHER____	SHUFFLE	 0.0000357	 0.0029485	 0.0017276	 0.0018223	 0.0020567	
