Parsing sort-0.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_19_05_01	DPQ_19_08_09	
500	1	IDENT_____	SPIRAL	 0.0000571	 0.0067949	 0.0054841	 0.0051952	
500	1	IDENT_____	STAGGER	 0.0000552	 0.0013792	 0.0011694	 0.0010552	
500	1	IDENT_____	SAWTOTH	 0.0000550	 0.0002000	 0.0001324	 0.0001264	
500	1	IDENT_____	_RANDOM	 0.0000551	 0.0001995	 0.0001293	 0.0001219	
500	1	IDENT_____	PLATEAU	 0.0000550	 0.0002005	 0.0002070	 0.0002023	
500	1	IDENT_____	SHUFFLE	 0.0000551	 0.0002007	 0.0002062	 0.0002034	
500	1	REVERSE___	SPIRAL	 0.0000550	 0.0046118	! 0.0124049	 0.0055875	
500	1	REVERSE___	STAGGER	 0.0000552	 0.0019130	 0.0014700	 0.0014906	
500	1	REVERSE___	SAWTOTH	 0.0000550	 0.0001997	 0.0001314	 0.0001253	
500	1	REVERSE___	_RANDOM	 0.0000551	 0.0002002	 0.0001317	 0.0001221	
500	1	REVERSE___	PLATEAU	 0.0000550	 0.0004608	 0.0001327	 0.0001315	
500	1	REVERSE___	SHUFFLE	 0.0000551	 0.0004450	 0.0004889	 0.0004761	
500	1	SORT______	SPIRAL	 0.0000550	 0.0002022	 0.0002062	 0.0002027	
500	1	SORT______	STAGGER	 0.0000552	 0.0002015	 0.0001619	 0.0001581	
500	1	SORT______	SAWTOTH	 0.0000550	 0.0001994	 0.0001321	 0.0001263	
500	1	SORT______	_RANDOM	 0.0000550	 0.0002005	 0.0001295	 0.0001222	
500	1	SORT______	PLATEAU	 0.0000550	 0.0002008	 0.0002060	 0.0002029	
500	1	SORT______	SHUFFLE	 0.0000552	 0.0002006	 0.0002085	 0.0002032	
500	1	DITHER____	SPIRAL	 0.0000550	 0.0063224	 0.0051723	 0.0067376	
500	1	DITHER____	STAGGER	 0.0000552	 0.0049608	 0.0083802	 0.0082828	
