Parsing sort-100.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11_27	DPQ_19_01	DPQ_19_01_05	
100	1	SORT______	SAWTOTH	 0.0000158	 0.0000572	 0.0000557	 0.0000592	 0.0000617	 0.0000560	
100	1	SORT______	_RANDOM	 0.0000190	 0.0000540	 0.0000525	 0.0000596	 0.0000585	 0.0000525	
100	1	SORT______	PLATEAU	 0.0000190	 0.0000603	 0.0000884	 0.0000798	 0.0000585	 0.0000923	
100	1	SORT______	SHUFFLE	 0.0000159	 0.0001262	 0.0001418	 0.0002796	 0.0000616	 0.0001378	
100	1	DITHER____	STAGGER	 0.0000161	 0.0007567	 0.0006732	 0.0007601	 0.0005765	 0.0007433	
100	1	DITHER____	SAWTOTH	 0.0000163	 0.0003583	 0.0004132	 0.0004033	 0.0007806	 0.0003364	
100	1	DITHER____	_RANDOM	 0.0000163	 0.0003278	 0.0004053	 0.0003995	 0.0007807	 0.0003483	
100	1	DITHER____	PLATEAU	 0.0000161	 0.0003469	 0.0004258	 0.0003995	 0.0007817	 0.0003505	
100	1	DITHER____	SHUFFLE	 0.0000167	 0.0002198	 0.0003853	 0.0004427	 0.0001164	 0.0004495	
100	4	IDENT_____	STAGGER	 0.0000161	 0.0007206	 0.0008263	 0.0008441	 0.0008492	 0.0008859	
100	4	IDENT_____	SAWTOTH	 0.0000161	 0.0003010	 0.0004278	 0.0004267	 0.0009413	 0.0003137	
100	4	IDENT_____	_RANDOM	 0.0000168	! 0.0003870	 0.0003823	 0.0003340	 0.0007286	 0.0002845	
100	4	IDENT_____	PLATEAU	 0.0000161	 0.0000614	 0.0000949	 0.0001129	 0.0000589	 0.0000987	
100	4	IDENT_____	SHUFFLE	 0.0000166	 0.0006421	 0.0005489	 0.0005576	 0.0005699	 0.0005623	
100	4	REVERSE___	STAGGER	 0.0000161	 0.0006466	 0.0010717	 0.0010862	 0.0009907	 0.0009933	
100	4	REVERSE___	SAWTOTH	 0.0000161	 0.0002545	 0.0004749	 0.0002727	 0.0007260	 0.0002750	
100	4	REVERSE___	_RANDOM	 0.0000162	 0.0003759	 0.0004425	! 0.0003672	 0.0007439	! 0.0003569	
100	4	REVERSE___	PLATEAU	 0.0000161	 0.0000737	 0.0001025	 0.0001039	 0.0001888	 0.0001045	
100	4	REVERSE___	SHUFFLE	 0.0000162	 0.0006995	 0.0005786	 0.0006743	 0.0011478	! 0.0011240	
100	4	REVERSE_FR	STAGGER	 0.0000161	 0.0007469	 0.0008103	 0.0007466	 0.0009417	 0.0007755	
100	4	REVERSE_FR	SAWTOTH	 0.0000161	 0.0002686	 0.0004119	 0.0003994	 0.0007888	 0.0003985	
100	4	REVERSE_FR	_RANDOM	 0.0000161	 0.0003397	 0.0004668	! 0.0003272	 0.0008213	 0.0002722	
100	4	REVERSE_FR	PLATEAU	 0.0000161	 0.0000733	 0.0000978	 0.0001122	 0.0001282	 0.0000969	
100	4	REVERSE_FR	SHUFFLE	 0.0000161	 0.0006586	 0.0006171	 0.0006161	 0.0007149	 0.0006140	
100	4	REVERSE_BA	STAGGER	 0.0000161	 0.0007405	 0.0007876	 0.0007388	 0.0008477	 0.0007768	
100	4	REVERSE_BA	SAWTOTH	 0.0000162	 0.0003018	 0.0003950	 0.0003897	 0.0008803	 0.0003835	
100	4	REVERSE_BA	_RANDOM	 0.0000164	 0.0003554	 0.0003555	 0.0002892	 0.0007491	 0.0002646	
100	4	REVERSE_BA	PLATEAU	 0.0000162	 0.0000613	 0.0000954	 0.0001128	 0.0000589	 0.0000933	
100	4	REVERSE_BA	SHUFFLE	 0.0000165	 0.0006685	 0.0007422	 0.0007732	 0.0007532	 0.0008004	
100	4	SORT______	STAGGER	 0.0000159	 0.0001250	 0.0001475	 0.0002426	 0.0000616	 0.0001561	
100	4	SORT______	SAWTOTH	 0.0000189	 0.0002202	 0.0001644	 0.0002121	 0.0000586	 0.0001745	
100	4	SORT______	_RANDOM	 0.0000189	 0.0001998	 0.0001387	 0.0001568	 0.0000586	 0.0001566	
100	4	SORT______	PLATEAU	 0.0000190	 0.0000612	 0.0000950	 0.0001133	 0.0000585	 0.0000907	
100	4	SORT______	SHUFFLE	 0.0000159	 0.0001282	 0.0001409	 0.0002799	 0.0000616	 0.0001378	
100	4	DITHER____	STAGGER	 0.0000161	 0.0007357	 0.0008217	 0.0008424	 0.0008506	 0.0008911	
100	4	DITHER____	SAWTOTH	 0.0000161	 0.0004669	 0.0010864	 0.0011361	 0.0010559	 0.0008893	
100	4	DITHER____	_RANDOM	 0.0000164	 0.0004251	 0.0005297	 0.0004701	 0.0007904	 0.0004878	
100	4	DITHER____	PLATEAU	 0.0000161	 0.0003166	 0.0004381	 0.0004259	 0.0008167	 0.0003831	
100	4	DITHER____	SHUFFLE	 0.0000163	 0.0006708	 0.0006229	 0.0006409	 0.0006260	 0.0006436	
100	16	IDENT_____	STAGGER	 0.0000161	! 0.0026097	 0.0007820	 0.0008281	 0.0009492	 0.0007681	
100	16	IDENT_____	SAWTOTH	 0.0000161	 0.0007594	 0.0008093	 0.0007137	 0.0009148	 0.0006796	
100	16	IDENT_____	_RANDOM	 0.0000162	 0.0006914	! 0.0015901	 0.0007465	 0.0009041	 0.0007008	
100	16	IDENT_____	PLATEAU	 0.0000161	 0.0000763	 0.0000930	 0.0001735	 0.0000591	 0.0001915	
100	16	IDENT_____	SHUFFLE	 0.0000163	! 0.0003910	! 0.0011360	 0.0003865	! 0.0002652	! 0.0003205	
100	16	REVERSE___	STAGGER	 0.0000161	 0.0009319	 0.0008271	 0.0008639	 0.0010146	 0.0007756	
100	16	REVERSE___	SAWTOTH	 0.0000161	 0.0006599	 0.0007696	 0.0006668	 0.0009004	 0.0006856	
100	16	REVERSE___	_RANDOM	 0.0000167	 0.0006892	 0.0007816	 0.0008083	 0.0009281	 0.0007313	
100	16	REVERSE___	PLATEAU	 0.0000164	 0.0002394	 0.0001353	 0.0001978	 0.0005034	 0.0001325	
100	16	REVERSE___	SHUFFLE	 0.0000162	 0.0005396	! 0.0005569	 0.0005701	 0.0013031	! 0.0005432	
100	16	REVERSE_FR	STAGGER	 0.0000172	 0.0007294	 0.0010019	 0.0010523	 0.0011286	 0.0008979	
100	16	REVERSE_FR	SAWTOTH	 0.0000162	 0.0007038	 0.0008371	 0.0008401	 0.0009206	 0.0007837	
100	16	REVERSE_FR	_RANDOM	 0.0000161	 0.0007137	 0.0008226	 0.0007269	 0.0009569	 0.0007215	
100	16	REVERSE_FR	PLATEAU	 0.0000162	 0.0002127	 0.0002800	 0.0003421	 0.0002721	 0.0002589	
100	16	REVERSE_FR	SHUFFLE	 0.0000161	 0.0004632	 0.0006113	 0.0005983	 0.0005348	 0.0005221	
100	16	REVERSE_BA	STAGGER	 0.0000161	 0.0008451	 0.0008026	 0.0008697	 0.0009036	 0.0007716	
100	16	REVERSE_BA	SAWTOTH	 0.0000164	 0.0006904	 0.0010858	 0.0011300	 0.0008691	 0.0009544	
100	16	REVERSE_BA	_RANDOM	 0.0000162	 0.0006296	 0.0008125	 0.0007661	 0.0009963	 0.0007321	
100	16	REVERSE_BA	PLATEAU	 0.0000164	 0.0000758	 0.0000933	 0.0001713	 0.0000587	 0.0001912	
100	16	REVERSE_BA	SHUFFLE	 0.0000162	! 0.0005213	 0.0006233	 0.0006729	 0.0006118	 0.0005697	
100	16	SORT______	STAGGER	 0.0000192	 0.0001229	 0.0001365	 0.0002748	 0.0000583	 0.0001349	
100	16	SORT______	SAWTOTH	 0.0000158	 0.0001214	 0.0001463	 0.0002744	 0.0000617	 0.0001526	
100	16	SORT______	_RANDOM	 0.0000189	 0.0001208	 0.0001497	 0.0002394	 0.0000586	 0.0001996	
100	16	SORT______	PLATEAU	 0.0000159	 0.0000785	 0.0000959	 0.0001770	 0.0000616	 0.0001916	
100	16	SORT______	SHUFFLE	 0.0000199	 0.0001240	 0.0001369	 0.0002760	 0.0000576	 0.0001342	
100	16	DITHER____	STAGGER	 0.0000162	 0.0009003	 0.0008071	 0.0008140	 0.0009857	 0.0007647	
100	16	DITHER____	SAWTOTH	 0.0000161	 0.0007109	 0.0008771	 0.0008508	 0.0009604	 0.0008902	
100	16	DITHER____	_RANDOM	 0.0000161	 0.0007032	 0.0007734	 0.0007277	 0.0009192	 0.0007427	
100	16	DITHER____	PLATEAU	 0.0000162	 0.0003486	 0.0006877	 0.0007004	 0.0007135	 0.0006520	
100	16	DITHER____	SHUFFLE	 0.0000161	! 0.0004655	 0.0004693	 0.0005286	! 0.0003240	 0.0004848	
100	64	IDENT_____	STAGGER	 0.0000167	 0.0009855	 0.0010713	 0.0011421	 0.0009020	 0.0008643	
100	64	IDENT_____	SAWTOTH	 0.0000161	 0.0007611	 0.0008565	 0.0008924	 0.0006279	 0.0008487	
100	64	IDENT_____	_RANDOM	 0.0000163	 0.0007697	 0.0008322	 0.0008531	 0.0009725	 0.0007853	
100	64	IDENT_____	PLATEAU	 0.0000161	 0.0001238	 0.0001389	 0.0002837	 0.0000590	 0.0001355	
100	64	IDENT_____	SHUFFLE	 0.0000161	 0.0002749	 0.0002636	 0.0003524	 0.0001705	! 0.0013413	
100	64	REVERSE___	STAGGER	 0.0000161	 0.0009590	 0.0008975	 0.0009125	 0.0011801	 0.0009177	
100	64	REVERSE___	SAWTOTH	 0.0000161	 0.0006597	 0.0008009	 0.0007900	 0.0011052	 0.0007703	
100	64	REVERSE___	_RANDOM	 0.0000161	 0.0007527	 0.0008264	 0.0008089	 0.0009948	 0.0007961	
100	64	REVERSE___	PLATEAU	 0.0000161	 0.0003357	 0.0003182	 0.0004826	 0.0012553	 0.0002955	
100	64	REVERSE___	SHUFFLE	 0.0000161	 0.0004710	 0.0004508	 0.0005344	 0.0012402	 0.0003794	
100	64	REVERSE_FR	STAGGER	 0.0000163	 0.0007072	 0.0010624	 0.0010668	 0.0008787	 0.0010297	
100	64	REVERSE_FR	SAWTOTH	 0.0000166	 0.0008283	 0.0011599	 0.0012713	 0.0010094	 0.0010584	
100	64	REVERSE_FR	_RANDOM	 0.0000163	 0.0007396	 0.0008233	 0.0008348	 0.0010000	 0.0008083	
100	64	REVERSE_FR	PLATEAU	 0.0000162	 0.0004086	 0.0006867	 0.0006040	 0.0004915	 0.0005159	
100	64	REVERSE_FR	SHUFFLE	 0.0000166	 0.0004528	 0.0006039	 0.0005807	 0.0005075	 0.0005234	
100	64	REVERSE_BA	STAGGER	 0.0000162	 0.0009203	 0.0008275	 0.0007949	 0.0011268	 0.0007981	
100	64	REVERSE_BA	SAWTOTH	 0.0000161	 0.0007741	 0.0006984	 0.0006468	 0.0006357	 0.0007284	
100	64	REVERSE_BA	_RANDOM	 0.0000162	 0.0007370	 0.0008341	 0.0008799	 0.0009813	 0.0008109	
100	64	REVERSE_BA	PLATEAU	 0.0000161	 0.0003263	 0.0003078	 0.0004835	 0.0002622	 0.0004898	
100	64	REVERSE_BA	SHUFFLE	 0.0000168	 0.0003500	 0.0005148	 0.0006372	 0.0005391	 0.0004672	
100	64	SORT______	STAGGER	 0.0000189	 0.0001352	 0.0001441	 0.0002723	 0.0000586	 0.0001531	
100	64	SORT______	SAWTOTH	 0.0000190	 0.0001178	 0.0001416	 0.0003150	 0.0000585	 0.0001489	
100	64	SORT______	_RANDOM	 0.0000190	 0.0001199	 0.0001381	 0.0002560	 0.0000585	 0.0001414	
100	64	SORT______	PLATEAU	 0.0000159	 0.0001290	 0.0001403	 0.0002896	 0.0000616	 0.0001381	
100	64	SORT______	SHUFFLE	 0.0000159	 0.0001205	 0.0001417	 0.0002804	 0.0000616	 0.0001386	
100	64	DITHER____	STAGGER	 0.0000165	 0.0009829	 0.0010671	 0.0010942	 0.0009025	 0.0008848	
100	64	DITHER____	SAWTOTH	 0.0000164	 0.0008177	 0.0007863	 0.0007388	 0.0007308	 0.0008196	
100	64	DITHER____	_RANDOM	 0.0000161	 0.0007532	 0.0008894	 0.0008845	 0.0009579	 0.0008358	
100	64	DITHER____	PLATEAU	 0.0000165	 0.0006192	 0.0005300	 0.0006394	 0.0003217	 0.0005220	
100	64	DITHER____	SHUFFLE	 0.0000161	 0.0003539	 0.0003681	 0.0004660	 0.0002534	 0.0003594	
