Parsing sort-500.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11_27	DPQ_19_01	DPQ_19_01_05	
500	1	REVERSE_BA	SHUFFLE	 0.0000406	 0.0015845	 0.0029105	 0.0031223	 0.0036632	 0.0029036	
500	1	SORT______	STAGGER	 0.0000406	 0.0001978	 0.0009569	 0.0011518	 0.0009676	 0.0010833	
500	1	SORT______	SAWTOTH	 0.0000346	 0.0001997	 0.0001975	 0.0002411	 0.0001909	 0.0002149	
500	1	SORT______	_RANDOM	 0.0000346	 0.0001997	 0.0001944	 0.0002439	 0.0001901	 0.0001963	
500	1	SORT______	PLATEAU	 0.0000346	 0.0002027	 0.0004086	 0.0004143	 0.0004068	 0.0003405	
500	1	SORT______	SHUFFLE	 0.0000383	 0.0002030	 0.0009401	 0.0010498	 0.0008325	 0.0010090	
500	1	DITHER____	STAGGER	 0.0000354	 0.0047149	 0.0085392	 0.0089458	 0.0092778	 0.0087055	
500	1	DITHER____	SAWTOTH	 0.0000359	 0.0025068	 0.0014449	 0.0014755	 0.0014205	 0.0014622	
500	1	DITHER____	_RANDOM	 0.0000391	 0.0025023	 0.0014413	 0.0014758	 0.0013927	 0.0014655	
500	1	DITHER____	PLATEAU	 0.0000428	 0.0024050	 0.0014454	 0.0014704	 0.0014179	 0.0014605	
500	1	DITHER____	SHUFFLE	 0.0000389	 0.0024554	 0.0012043	 0.0013566	 0.0013564	 0.0012914	
500	4	IDENT_____	STAGGER	 0.0000358	 0.0030543	 0.0066688	 0.0066814	 0.0073907	 0.0068636	
500	4	IDENT_____	SAWTOTH	 0.0000354	 0.0017233	 0.0010717	 0.0011175	 0.0010628	 0.0012639	
500	4	IDENT_____	_RANDOM	 0.0000393	 0.0019384	 0.0012560	 0.0011247	 0.0011662	! 0.0014485	
500	4	IDENT_____	PLATEAU	 0.0000358	 0.0002073	 0.0004106	 0.0004310	 0.0004037	 0.0004133	
500	4	IDENT_____	SHUFFLE	 0.0000358	 0.0049071	 0.0049694	 0.0045627	 0.0049569	 0.0048168	
500	4	REVERSE___	STAGGER	 0.0000358	 0.0034710	 0.0056456	 0.0061355	! 0.0090831	 0.0061119	
500	4	REVERSE___	SAWTOTH	 0.0000358	 0.0021982	 0.0011327	 0.0011046	 0.0013023	 0.0011336	
500	4	REVERSE___	_RANDOM	 0.0000384	 0.0019275	 0.0011039	 0.0010632	 0.0011127	 0.0011040	
500	4	REVERSE___	PLATEAU	 0.0000359	 0.0004569	 0.0004099	 0.0004169	 0.0003625	 0.0003680	
500	4	REVERSE___	SHUFFLE	 0.0000358	! 0.0076117	 0.0054303	 0.0048718	 0.0066928	 0.0049988	
500	4	REVERSE_FR	STAGGER	 0.0000405	 0.0033408	 0.0080650	 0.0070687	! 0.0101876	 0.0075051	
500	4	REVERSE_FR	SAWTOTH	 0.0000358	 0.0026000	 0.0010289	 0.0010434	 0.0010645	 0.0009835	
500	4	REVERSE_FR	_RANDOM	 0.0000358	 0.0018914	 0.0010490	 0.0011455	 0.0011325	 0.0011916	
500	4	REVERSE_FR	PLATEAU	 0.0000357	 0.0011596	 0.0004148	 0.0003760	 0.0004090	 0.0003613	
500	4	REVERSE_FR	SHUFFLE	 0.0000409	 0.0050121	 0.0045269	 0.0040687	 0.0052928	 0.0041107	
500	4	REVERSE_BA	STAGGER	 0.0000358	 0.0035584	 0.0060041	 0.0058228	 0.0064529	 0.0064018	
500	4	REVERSE_BA	SAWTOTH	 0.0000391	 0.0018114	 0.0011065	 0.0011504	 0.0010951	 0.0011102	
500	4	REVERSE_BA	_RANDOM	 0.0000359	 0.0021108	 0.0011458	 0.0010742	 0.0011088	 0.0010652	
500	4	REVERSE_BA	PLATEAU	 0.0000357	 0.0002022	 0.0004090	 0.0004026	 0.0004037	 0.0004085	
500	4	REVERSE_BA	SHUFFLE	 0.0000358	 0.0044841	 0.0054460	 0.0051814	 0.0065947	 0.0058703	
500	4	SORT______	STAGGER	 0.0000433	 0.0001995	 0.0009967	 0.0010998	 0.0009683	 0.0010283	
500	4	SORT______	SAWTOTH	 0.0000349	 0.0002086	 0.0011336	 0.0010489	 0.0011075	 0.0009867	
500	4	SORT______	_RANDOM	 0.0000346	 0.0002042	 0.0008290	 0.0008252	 0.0008559	 0.0007778	
500	4	SORT______	PLATEAU	 0.0000346	! 0.0002715	 0.0004111	 0.0004218	 0.0004090	 0.0004102	
500	4	SORT______	SHUFFLE	 0.0000346	 0.0002027	 0.0009432	 0.0010447	 0.0008396	 0.0010184	
500	4	DITHER____	STAGGER	 0.0000393	 0.0030488	 0.0066710	! 0.0089783	 0.0061648	 0.0065706	
500	4	DITHER____	SAWTOTH	 0.0000358	 0.0026509	 0.0017888	 0.0018463	 0.0016785	 0.0015802	
500	4	DITHER____	_RANDOM	 0.0000357	 0.0026222	 0.0016041	 0.0017107	 0.0016809	 0.0019214	
500	4	DITHER____	PLATEAU	 0.0000358	 0.0023744	 0.0014537	 0.0014295	 0.0016081	 0.0014517	
500	4	DITHER____	SHUFFLE	 0.0000410	 0.0057163	 0.0045311	 0.0040905	 0.0060866	 0.0048295	
500	16	IDENT_____	STAGGER	 0.0000357	 0.0056798	 0.0070243	! 0.0089588	 0.0070772	 0.0071109	
500	16	IDENT_____	SAWTOTH	 0.0000406	 0.0060213	 0.0040161	 0.0040790	 0.0044848	 0.0040348	
500	16	IDENT_____	_RANDOM	 0.0000353	 0.0031154	! 0.0092523	 0.0036030	 0.0038538	 0.0043241	
500	16	IDENT_____	PLATEAU	 0.0000394	 0.0001997	 0.0004093	 0.0004961	 0.0004101	 0.0004050	
500	16	IDENT_____	SHUFFLE	 0.0000358	 0.0063618	 0.0030166	 0.0029795	 0.0031641	 0.0028956	
500	16	REVERSE___	STAGGER	 0.0000379	 0.0066900	 0.0062604	 0.0076090	 0.0061812	 0.0060108	
500	16	REVERSE___	SAWTOTH	 0.0000358	 0.0069130	 0.0046431	 0.0044374	 0.0051066	 0.0042673	
500	16	REVERSE___	_RANDOM	 0.0000391	 0.0031602	 0.0037916	 0.0037671	 0.0039410	 0.0038169	
500	16	REVERSE___	PLATEAU	 0.0000358	 0.0004541	 0.0004426	 0.0005123	 0.0003930	 0.0003984	
500	16	REVERSE___	SHUFFLE	 0.0000358	 0.0060863	 0.0039203	 0.0037499	! 0.0045318	 0.0039890	
500	16	REVERSE_FR	STAGGER	 0.0000409	 0.0060223	 0.0077889	 0.0068348	 0.0068738	 0.0080103	
500	16	REVERSE_FR	SAWTOTH	 0.0000356	 0.0086039	 0.0040136	 0.0037229	 0.0038852	 0.0048453	
500	16	REVERSE_FR	_RANDOM	 0.0000359	 0.0031920	 0.0036953	 0.0036757	 0.0037831	! 0.0071377	
500	16	REVERSE_FR	PLATEAU	 0.0000358	 0.0009943	 0.0004277	 0.0005331	 0.0004346	 0.0004302	
500	16	REVERSE_FR	SHUFFLE	 0.0000359	 0.0071191	 0.0042471	 0.0037765	 0.0042797	 0.0041060	
500	16	REVERSE_BA	STAGGER	 0.0000358	 0.0060520	 0.0065437	 0.0069907	! 0.0105678	 0.0067601	
500	16	REVERSE_BA	SAWTOTH	 0.0000358	 0.0080688	 0.0048426	 0.0058246	 0.0055117	 0.0046949	
500	16	REVERSE_BA	_RANDOM	 0.0000358	 0.0032766	 0.0037231	 0.0037031	 0.0037579	 0.0039458	
500	16	REVERSE_BA	PLATEAU	 0.0000354	 0.0002074	 0.0004184	 0.0005150	 0.0004087	 0.0004079	
500	16	REVERSE_BA	SHUFFLE	 0.0000358	 0.0072002	 0.0044286	 0.0038073	 0.0046783	 0.0046037	
500	16	SORT______	STAGGER	 0.0000346	 0.0002080	 0.0009164	 0.0010552	 0.0008418	 0.0010199	
500	16	SORT______	SAWTOTH	 0.0000422	 0.0001994	 0.0011210	 0.0011227	 0.0011776	 0.0009909	
500	16	SORT______	_RANDOM	 0.0000346	 0.0002053	 0.0011246	 0.0010699	 0.0010411	 0.0009867	
500	16	SORT______	PLATEAU	 0.0000346	 0.0002079	 0.0003949	 0.0005060	 0.0004124	 0.0004127	
500	16	SORT______	SHUFFLE	 0.0000407	 0.0001966	 0.0009031	 0.0010694	 0.0008913	 0.0009822	
500	16	DITHER____	STAGGER	 0.0000358	! 0.0071752	 0.0085899	 0.0065322	! 0.0077268	 0.0066104	
500	16	DITHER____	SAWTOTH	 0.0000352	 0.0035444	 0.0050819	 0.0050545	 0.0045865	 0.0049713	
500	16	DITHER____	_RANDOM	 0.0000358	 0.0032915	 0.0038664	 0.0036539	 0.0038503	 0.0045557	
500	16	DITHER____	PLATEAU	 0.0000409	 0.0026344	 0.0017681	 0.0018904	 0.0017833	 0.0022530	
500	16	DITHER____	SHUFFLE	 0.0000359	 0.0038552	 0.0035103	 0.0034495	 0.0038612	 0.0031198	
500	64	IDENT_____	STAGGER	 0.0000353	 0.0096402	 0.0061418	 0.0062477	 0.0060512	 0.0066703	
500	64	IDENT_____	SAWTOTH	 0.0000429	 0.0036306	 0.0070229	 0.0066762	 0.0077295	 0.0067892	
500	64	IDENT_____	_RANDOM	 0.0000354	 0.0051119	 0.0060448	 0.0059035	 0.0062705	 0.0057183	
500	64	IDENT_____	PLATEAU	 0.0000358	 0.0002023	 0.0004161	 0.0006179	 0.0004194	 0.0006391	
500	64	IDENT_____	SHUFFLE	 0.0000353	 0.0029566	 0.0019425	 0.0016201	 0.0019070	 0.0014730	
500	64	REVERSE___	STAGGER	 0.0000357	 0.0098927	 0.0072020	 0.0065387	 0.0064207	 0.0071928	
500	64	REVERSE___	SAWTOTH	 0.0000354	 0.0041385	 0.0059453	 0.0058793	 0.0063558	 0.0052128	
500	64	REVERSE___	_RANDOM	 0.0000392	 0.0053941	 0.0056503	 0.0058290	 0.0060731	 0.0059870	
500	64	REVERSE___	PLATEAU	 0.0000358	 0.0004510	 0.0005588	 0.0007257	 0.0005345	! 0.0009272	
500	64	REVERSE___	SHUFFLE	 0.0000358	 0.0032774	! 0.0041504	! 0.0034129	! 0.0039192	 0.0040826	
500	64	REVERSE_FR	STAGGER	 0.0000353	 0.0096647	! 0.0099797	 0.0076908	! 0.0101070	 0.0086813	
500	64	REVERSE_FR	SAWTOTH	 0.0000359	 0.0048782	! 0.0104045	 0.0085660	! 0.0106544	 0.0071038	
500	64	REVERSE_FR	_RANDOM	 0.0000413	 0.0050687	! 0.0073607	 0.0059404	 0.0059204	 0.0060374	
500	64	REVERSE_FR	PLATEAU	 0.0000358	 0.0011644	 0.0011287	 0.0013689	 0.0011018	 0.0013360	
500	64	REVERSE_FR	SHUFFLE	 0.0000358	! 0.0042857	 0.0040214	 0.0037256	 0.0038209	 0.0039805	
500	64	REVERSE_BA	STAGGER	 0.0000358	 0.0096357	 0.0087353	 0.0072532	 0.0079174	 0.0072817	
500	64	REVERSE_BA	SAWTOTH	 0.0000394	! 0.0074032	! 0.0112350	! 0.0085540	 0.0077654	 0.0078605	
500	64	REVERSE_BA	_RANDOM	 0.0000358	 0.0059925	! 0.0092272	 0.0058597	 0.0063176	 0.0065245	
500	64	REVERSE_BA	PLATEAU	 0.0000358	 0.0002022	 0.0004001	 0.0006263	 0.0004153	 0.0006411	
500	64	REVERSE_BA	SHUFFLE	 0.0000358	 0.0040575	 0.0036100	 0.0028930	 0.0043680	 0.0030796	
500	64	SORT______	STAGGER	 0.0000346	 0.0002047	! 0.0013449	 0.0011510	 0.0009787	 0.0010177	
500	64	SORT______	SAWTOTH	 0.0000443	 0.0001958	 0.0010210	 0.0010743	 0.0009638	 0.0010238	
500	64	SORT______	_RANDOM	 0.0000346	 0.0002039	 0.0009927	 0.0011331	 0.0009489	 0.0009409	
500	64	SORT______	PLATEAU	 0.0000346	 0.0002105	 0.0004032	 0.0006254	 0.0004246	 0.0006314	
500	64	SORT______	SHUFFLE	 0.0000349	 0.0002020	 0.0009460	 0.0010700	 0.0008398	 0.0010177	
500	64	DITHER____	STAGGER	 0.0000394	 0.0096245	 0.0061101	 0.0067574	 0.0061774	 0.0074725	
500	64	DITHER____	SAWTOTH	 0.0000358	! 0.0072000	 0.0066473	 0.0066225	 0.0063293	 0.0065644	
500	64	DITHER____	_RANDOM	 0.0000358	 0.0060583	 0.0064667	 0.0056868	 0.0064613	 0.0061538	
500	64	DITHER____	PLATEAU	 0.0000358	 0.0027793	 0.0018578	 0.0021640	 0.0021553	 0.0021297	
500	64	DITHER____	SHUFFLE	 0.0000357	 0.0031104	 0.0022966	 0.0019304	 0.0027444	 0.0017476	
500	256	IDENT_____	STAGGER	 0.0000358	 0.0072052	 0.0069209	 0.0075295	 0.0076552	 0.0082100	
500	256	IDENT_____	SAWTOTH	 0.0000358	 0.0012860	 0.0093772	 0.0093591	 0.0081700	 0.0070675	
500	256	IDENT_____	_RANDOM	 0.0000359	! 0.0080228	 0.0061465	 0.0062981	 0.0061058	 0.0060624	
500	256	IDENT_____	PLATEAU	 0.0000358	 0.0002069	 0.0010997	 0.0011156	 0.0009248	 0.0011891	
500	256	IDENT_____	SHUFFLE	 0.0000353	! 0.0019549	 0.0014596	 0.0015900	 0.0015290	 0.0013295	
500	256	REVERSE___	STAGGER	 0.0000359	 0.0061732	 0.0081502	 0.0081825	 0.0090913	 0.0090573	
500	256	REVERSE___	SAWTOTH	 0.0000357	 0.0018323	 0.0079188	 0.0102697	 0.0085623	 0.0103112	
500	256	REVERSE___	_RANDOM	 0.0000359	 0.0057335	 0.0081103	 0.0061582	 0.0068308	 0.0060182	
500	256	REVERSE___	PLATEAU	 0.0000353	 0.0004833	 0.0016974	 0.0018597	 0.0019085	 0.0017780	
500	256	REVERSE___	SHUFFLE	 0.0000359	 0.0020697	 0.0024793	 0.0025600	 0.0028348	 0.0037896	
500	256	REVERSE_FR	STAGGER	 0.0000357	 0.0063685	 0.0078610	! 0.0111776	! 0.0101396	 0.0081055	
500	256	REVERSE_FR	SAWTOTH	 0.0000357	 0.0015774	 0.0085170	! 0.0118072	 0.0069849	 0.0073603	
500	256	REVERSE_FR	_RANDOM	 0.0000357	 0.0056732	 0.0058057	 0.0057036	 0.0057328	 0.0060161	
500	256	REVERSE_FR	PLATEAU	 0.0000354	 0.0003306	 0.0027186	 0.0029051	 0.0027179	 0.0030611	
500	256	REVERSE_FR	SHUFFLE	 0.0000358	! 0.0026137	 0.0031484	 0.0037361	 0.0037929	 0.0030890	
500	256	REVERSE_BA	STAGGER	 0.0000394	 0.0062923	 0.0070748	 0.0071772	 0.0070187	 0.0067558	
500	256	REVERSE_BA	SAWTOTH	 0.0000358	 0.0016122	 0.0089250	! 0.0089956	! 0.0116632	 0.0077884	
500	256	REVERSE_BA	_RANDOM	 0.0000355	 0.0055571	 0.0059913	 0.0067831	 0.0058345	 0.0065461	
500	256	REVERSE_BA	PLATEAU	 0.0000353	 0.0012493	 0.0012316	 0.0011999	 0.0010153	 0.0012014	
500	256	REVERSE_BA	SHUFFLE	 0.0000358	 0.0028535	 0.0028157	 0.0029129	 0.0037087	 0.0029365	
500	256	SORT______	STAGGER	 0.0000346	 0.0002022	 0.0009408	 0.0010212	 0.0008426	 0.0010153	
500	256	SORT______	SAWTOTH	 0.0000346	 0.0002037	 0.0009897	 0.0011521	 0.0009839	 0.0010912	
500	256	SORT______	_RANDOM	 0.0000346	 0.0002034	 0.0010292	 0.0011474	 0.0009756	 0.0010213	
500	256	SORT______	PLATEAU	 0.0000349	! 0.0002734	 0.0010764	 0.0011183	 0.0009260	 0.0011350	
500	256	SORT______	SHUFFLE	 0.0000392	 0.0001979	 0.0009434	 0.0010781	 0.0008343	 0.0010106	
500	256	DITHER____	STAGGER	 0.0000357	 0.0066971	 0.0068553	! 0.0112967	! 0.0104041	 0.0073520	
500	256	DITHER____	SAWTOTH	 0.0000393	 0.0058764	 0.0109399	 0.0090525	 0.0115896	 0.0072802	
500	256	DITHER____	_RANDOM	 0.0000353	 0.0055701	! 0.0077621	 0.0059977	 0.0059853	 0.0062923	
500	256	DITHER____	PLATEAU	 0.0000358	 0.0031233	 0.0026067	 0.0032589	 0.0026972	 0.0044266	
500	256	DITHER____	SHUFFLE	 0.0000358	 0.0029423	 0.0017237	 0.0017996	 0.0027089	 0.0017710	
