Parsing results/sort-10000.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11_27	DPQ_18_11I	RADIX	MARLIN	
10000	4	REVERSE___	STAGGER	 0.0012028	 0.0643369	 0.0448211	! 0.0589947	 0.0441249	 0.0676159	 0.1758084	
10000	4	REVERSE___	SAWTOTH	 0.0011945	 0.0218224	! 0.0291593	 0.0210370	 0.0212537	 0.1013122	 0.2265133	
10000	4	REVERSE___	_RANDOM	 0.0011876	 0.0919070	 0.0864946	 0.0854541	 0.0917940	 0.1024635	 0.4034464	
10000	4	REVERSE___	PLATEAU	 0.0011882	 0.0130422	 0.0026810	 0.0031986	 0.0025747	 0.0044888	 0.0447989	
10000	4	REVERSE___	SHUFFLE	 0.0011905	 0.3227730	 0.2622578	 0.2563423	 0.2784537	 0.1803492	 0.3101118	
10000	4	REVERSE_FR	STAGGER	 0.0011897	 0.0706415	 0.0474851	 0.0510768	 0.0468959	 0.0704742	 0.1403716	
10000	4	REVERSE_FR	SAWTOTH	 0.0012092	 0.0222251	 0.0193312	 0.0221137	 0.0190232	 0.1013718	 0.2197057	
10000	4	REVERSE_FR	_RANDOM	 0.0012006	 0.0859512	 0.0964099	 0.0863890	 0.0972186	 0.1024029	 0.4533146	
10000	4	REVERSE_FR	PLATEAU	 0.0011914	 0.0262134	 0.0027787	 0.0030688	 0.0028551	 0.0029556	 0.0443322	
10000	4	REVERSE_FR	SHUFFLE	 0.0012084	 0.3531830	 0.2267697	 0.2282612	 0.2302974	 0.1807715	 0.3255736	
10000	4	REVERSE_BA	STAGGER	 0.0011907	 0.0681718	 0.0486382	! 0.0666236	 0.0483396	 0.0749741	 0.1399494	
10000	4	REVERSE_BA	SAWTOTH	 0.0011990	 0.0199327	 0.0235495	! 0.0307887	 0.0257524	 0.1013547	 0.2168123	
10000	4	REVERSE_BA	_RANDOM	 0.0011937	 0.0907591	 0.0875238	 0.0829524	 0.0857028	 0.1023781	 0.4441288	
10000	4	REVERSE_BA	PLATEAU	 0.0011979	 0.0075032	 0.0047619	 0.0068745	 0.0050229	 0.0041307	 0.0401103	
10000	4	REVERSE_BA	SHUFFLE	 0.0012216	 0.3411772	 0.3101639	 0.3070075	 0.3130440	 0.1797692	 0.3164211	
10000	4	SORT______	STAGGER	 0.0012017	! 0.0061718	 0.0046726	 0.0059990	 0.0046532	 0.0047176	 0.0325864	
10000	4	SORT______	SAWTOTH	 0.0011921	! 0.0102967	! 0.0079349	! 0.0076105	 0.0054259	 0.0053429	 0.0404407	
10000	4	SORT______	_RANDOM	 0.0011940	 0.0069822	 0.0055053	! 0.0077087	 0.0057943	 0.0041376	 0.0401494	
10000	4	SORT______	PLATEAU	 0.0011906	 0.0075166	 0.0050914	! 0.0103150	 0.0058393	! 0.0060458	 0.0402477	
10000	4	SORT______	SHUFFLE	 0.0012139	 0.0056932	 0.0050113	! 0.0066111	 0.0046929	 0.0041249	 0.0327413	
10000	4	DITHER____	STAGGER	 0.0011982	 0.0568343	 0.0397137	 0.0407173	 0.0400439	 0.0648048	 0.1055722	
10000	4	DITHER____	SAWTOTH	 0.0011972	 0.0574279	 0.0315450	! 0.0443468	 0.0318771	 0.1010260	 0.2447388	
10000	4	DITHER____	_RANDOM	 0.0012080	 0.1198581	 0.1309829	 0.1294359	 0.1294806	 0.1014737	 0.4631400	
10000	4	DITHER____	PLATEAU	 0.0011966	 0.0329690	 0.0242325	! 0.0341631	! 0.0303938	 0.1009173	 0.2169729	
10000	4	DITHER____	SHUFFLE	 0.0011908	 0.3245216	 0.2729727	 0.2717937	 0.2749675	 0.2194634	 0.3018729	
10000	16	IDENT_____	STAGGER	 0.0012062	 0.1056786	 0.4119052	 0.3949442	 0.4151905	 0.1538370	 0.1438016	
10000	16	IDENT_____	SAWTOTH	 0.0011909	 0.0873246	! 0.1323626	 0.0980368	 0.1018470	 0.1010553	 0.2407101	
10000	16	IDENT_____	_RANDOM	 0.0011823	 0.1897537	 0.1883353	 0.1936760	 0.1868451	 0.1011423	 0.5150214	
10000	16	IDENT_____	PLATEAU	 0.0011867	 0.0075226	 0.0052224	 0.0069471	 0.0058229	 0.0040989	 0.0401295	
10000	16	IDENT_____	SHUFFLE	 0.0011743	 0.2470595	 0.1611137	 0.1335902	 0.1622822	 0.1838511	 0.1968386	
10000	16	REVERSE___	STAGGER	 0.0012038	 0.1207785	 0.4231820	 0.4005898	 0.4154141	 0.1611880	 0.2130134	
10000	16	REVERSE___	SAWTOTH	 0.0011902	 0.1212001	 0.0496863	! 0.0740207	! 0.0793449	 0.1013149	 0.2532598	
10000	16	REVERSE___	_RANDOM	 0.0011880	 0.1969451	! 0.3723501	 0.1909699	! 0.2736623	 0.1011376	 0.5133303	
10000	16	REVERSE___	PLATEAU	 0.0011853	 0.0108491	 0.0028599	 0.0031986	 0.0032918	 0.0045182	 0.0447057	
10000	16	REVERSE___	SHUFFLE	 0.0012053	 0.1840597	 0.1959594	 0.1629921	 0.1975208	 0.1855553	 0.2433249	
10000	16	REVERSE_FR	STAGGER	 0.0012033	 0.1186309	 0.4172369	 0.4306569	 0.4183534	 0.1588137	 0.1830067	
10000	16	REVERSE_FR	SAWTOTH	 0.0012039	 0.1101771	 0.0689487	 0.0697934	 0.0676539	 0.1012963	 0.2537787	
10000	16	REVERSE_FR	_RANDOM	 0.0012038	 0.1934661	! 0.8534228	 0.1902632	 0.2011643	 0.1010580	 0.5189272	
10000	16	REVERSE_FR	PLATEAU	 0.0011977	 0.0275269	 0.0027929	 0.0027351	 0.0028570	 0.0029634	 0.0444183	
10000	16	REVERSE_FR	SHUFFLE	 0.0011926	 0.2473264	 0.1363514	 0.1386969	 0.1369900	 0.1838599	 0.2458180	
10000	16	REVERSE_BA	STAGGER	 0.0011915	 0.1176572	 0.4154184	 0.4127628	 0.3973994	 0.1563244	 0.1760390	
10000	16	REVERSE_BA	SAWTOTH	 0.0011986	 0.1021047	 0.0991004	 0.1130760	 0.0993778	 0.1010270	 0.2522411	
10000	16	REVERSE_BA	_RANDOM	 0.0011985	 0.1948406	 0.1937927	 0.1908792	 0.1922967	 0.1029615	 0.5161636	
10000	16	REVERSE_BA	PLATEAU	 0.0011997	 0.0075046	 0.0058205	 0.0068437	 0.0050272	 0.0041319	 0.0401912	
10000	16	REVERSE_BA	SHUFFLE	 0.0012042	 0.2304995	 0.1941452	 0.1639837	 0.1816808	 0.1852091	 0.2516924	
10000	16	SORT______	STAGGER	 0.0011848	 0.0054699	 0.0058372	 0.0051652	 0.0047127	 0.0041343	 0.0325698	
10000	16	SORT______	SAWTOTH	 0.0011742	 0.0073624	 0.0044378	 0.0055158	 0.0052878	 0.0044048	 0.0400765	
10000	16	SORT______	_RANDOM	 0.0011763	 0.0076823	 0.0054585	 0.0059660	 0.0054827	 0.0040830	 0.0397838	
10000	16	SORT______	PLATEAU	 0.0011988	 0.0067674	 0.0058256	! 0.0093939	 0.0058275	 0.0039316	 0.0403590	
10000	16	SORT______	SHUFFLE	 0.0012008	! 0.0059330	 0.0047005	 0.0053233	 0.0060934	 0.0040994	 0.0326591	
10000	16	DITHER____	STAGGER	 0.0011996	 0.1121925	 0.4063364	 0.4018448	 0.4066577	 0.1540967	 0.1494347	
10000	16	DITHER____	SAWTOTH	 0.0012000	 0.1560674	 0.1452977	 0.1409104	 0.1452448	 0.1009059	 0.3335919	
10000	16	DITHER____	_RANDOM	 0.0012145	 0.2070879	 0.2199732	 0.1996153	! 0.3081531	 0.1010064	 0.5364736	
10000	16	DITHER____	PLATEAU	 0.0011950	 0.0327087	 0.0247035	 0.0245866	 0.0248769	 0.1010870	 0.2236969	
10000	16	DITHER____	SHUFFLE	 0.0011965	 0.2356471	 0.1804967	 0.1758856	 0.1792473	 0.1925482	 0.2130017	
10000	64	IDENT_____	STAGGER	 0.0011780	 0.1646743	 0.4344264	 0.4182840	 0.4579760	 0.1419711	 0.1892587	
10000	64	IDENT_____	SAWTOTH	 0.0011940	 0.2044028	 0.2264795	 0.1910088	! 0.2903501	 0.1013135	 0.2345003	
10000	64	IDENT_____	_RANDOM	 0.0011786	 0.2856977	 0.3258121	 0.2936481	 0.3125692	 0.1010653	 0.5965387	
10000	64	IDENT_____	PLATEAU	 0.0011961	! 0.0112543	! 0.0081173	 0.0051817	 0.0058273	 0.0040986	 0.0401987	
10000	64	IDENT_____	SHUFFLE	 0.0012063	 0.2041874	 0.1101306	 0.1037557	 0.0905685	 0.1820221	 0.1615771	
10000	64	REVERSE___	STAGGER	 0.0011930	 0.1577426	 0.4458205	 0.4505866	 0.4405131	 0.1436510	 0.2501073	
10000	64	REVERSE___	SAWTOTH	 0.0012126	 0.2011165	 0.2037223	 0.1948435	 0.2007459	 0.1023249	 0.2922359	
10000	64	REVERSE___	_RANDOM	 0.0012012	 0.3125414	 0.3041319	 0.3465057	 0.3003874	 0.1012462	 0.5941403	
10000	64	REVERSE___	PLATEAU	 0.0012062	 0.0107668	 0.0029060	 0.0027851	 0.0034238	 0.0045095	 0.0451032	
10000	64	REVERSE___	SHUFFLE	 0.0011955	 0.2180331	 0.1281625	 0.1315909	 0.1292147	 0.1817184	 0.2358968	
10000	64	REVERSE_FR	STAGGER	 0.0011824	 0.1543552	 0.4675279	 0.4740476	 0.4677239	 0.1443454	 0.2279215	
10000	64	REVERSE_FR	SAWTOTH	 0.0011969	 0.2148040	 0.2284932	 0.2114494	 0.2286423	 0.1020063	 0.2729770	
10000	64	REVERSE_FR	_RANDOM	 0.0011982	 0.2901615	 0.3007090	 0.2933660	 0.3029522	 0.1011984	 0.6148541	
10000	64	REVERSE_FR	PLATEAU	 0.0011966	 0.0280242	 0.0033665	 0.0032483	 0.0032713	 0.0029736	 0.0446944	
10000	64	REVERSE_FR	SHUFFLE	 0.0012833	 0.2235455	 0.1071914	 0.1078482	 0.1072401	 0.1795899	 0.1984778	
10000	64	REVERSE_BA	STAGGER	 0.0012000	 0.1676679	 0.4667124	 0.4636765	 0.4639423	 0.1420904	 0.2119324	
10000	64	REVERSE_BA	SAWTOTH	 0.0012105	 0.1731371	 0.1799420	 0.1739640	 0.1690685	 0.1012579	 0.2550247	
10000	64	REVERSE_BA	_RANDOM	 0.0011987	 0.3051069	 0.3143517	 0.2847150	 0.3154011	 0.1013950	 0.6055254	
10000	64	REVERSE_BA	PLATEAU	 0.0012186	 0.0054092	 0.0058023	 0.0069607	 0.0047115	 0.0041198	 0.0400726	
10000	64	REVERSE_BA	SHUFFLE	 0.0011921	 0.1940958	 0.1326706	 0.1310150	 0.1071495	 0.1807672	 0.1895622	
10000	64	SORT______	STAGGER	 0.0012057	 0.0074812	 0.0055704	 0.0066351	 0.0055155	 0.0041337	 0.0325451	
10000	64	SORT______	SAWTOTH	 0.0011939	! 0.0103341	 0.0055526	 0.0058040	 0.0057100	 0.0039821	 0.0387790	
10000	64	SORT______	_RANDOM	 0.0011958	 0.0057021	 0.0045522	 0.0050541	 0.0043687	 0.0046794	 0.0396773	
10000	64	SORT______	PLATEAU	 0.0011949	 0.0092973	 0.0050394	! 0.0093556	 0.0050184	 0.0040817	 0.0403526	
10000	64	SORT______	SHUFFLE	 0.0011998	 0.0075710	 0.0060945	 0.0069693	 0.0058251	 0.0040519	 0.0326249	
10000	64	DITHER____	STAGGER	 0.0011975	 0.1604317	 0.4556929	 0.4782103	 0.4660830	 0.1426512	 0.1819266	
10000	64	DITHER____	SAWTOTH	 0.0011919	 0.2430433	 0.2472758	 0.2369799	 0.2465372	 0.1010501	 0.3051764	
10000	64	DITHER____	_RANDOM	 0.0011944	 0.3116244	 0.3050080	 0.2869437	 0.3105613	 0.1155409	 0.6011099	
10000	64	DITHER____	PLATEAU	 0.0012105	 0.0328975	 0.0283221	 0.0247833	 0.0247569	 0.1011750	 0.2266164	
10000	64	DITHER____	SHUFFLE	 0.0012115	 0.1976497	 0.1325036	 0.1212728	 0.1100512	 0.1852711	 0.1767631	
10000	256	IDENT_____	STAGGER	 0.0012095	 0.5451716	 0.4919344	 0.4824079	 0.4906047	 0.1552528	 0.2148256	
10000	256	IDENT_____	SAWTOTH	 0.0012067	 0.1366619	 0.3273542	 0.2928090	 0.3247134	 0.1026536	 0.1850245	
10000	256	IDENT_____	_RANDOM	 0.0011967	! 0.6180171	 0.4387070	 0.4094136	 0.4422212	 0.1013467	 0.6774414	
10000	256	IDENT_____	PLATEAU	 0.0011932	 0.0085854	 0.0060505	 0.0080886	 0.0050167	 0.0041300	 0.0400110	
10000	256	IDENT_____	SHUFFLE	 0.0012110	 0.1156697	 0.0674347	 0.0684113	 0.0741331	 0.1802727	 0.1169329	
10000	256	REVERSE___	STAGGER	 0.0012186	 0.5429832	! 0.9841742	 0.4812615	 0.4961660	 0.1562117	 0.2594744	
10000	256	REVERSE___	SAWTOTH	 0.0011785	 0.1330680	 0.3183697	 0.2928339	 0.3229775	 0.1055080	 0.2382411	
10000	256	REVERSE___	_RANDOM	 0.0012011	 0.4519492	 0.4451284	 0.4081274	 0.4432652	 0.1015844	 0.6803056	
10000	256	REVERSE___	PLATEAU	 0.0011808	 0.0109009	 0.0035988	 0.0031523	 0.0036931	 0.0050803	 0.0462667	
10000	256	REVERSE___	SHUFFLE	 0.0011977	 0.1124474	 0.1210941	 0.1025317	 0.1029864	 0.1775180	 0.1858323	
10000	256	REVERSE_FR	STAGGER	 0.0011773	 0.5563163	 0.4875639	 0.4959520	 0.5062695	 0.1557536	 0.2488811	
10000	256	REVERSE_FR	SAWTOTH	 0.0011948	 0.1407079	 0.3227023	 0.3035796	 0.3210850	 0.1051822	 0.2184849	
10000	256	REVERSE_FR	_RANDOM	 0.0011729	 0.4508792	 0.4657335	 0.4351416	 0.4646850	 0.1015719	 0.6775379	
10000	256	REVERSE_FR	PLATEAU	 0.0011916	 0.0275757	 0.0031732	 0.0035487	 0.0036473	 0.0032469	 0.0458507	
10000	256	REVERSE_FR	SHUFFLE	 0.0011979	 0.1195722	 0.1276927	 0.1211469	 0.1236565	 0.1811751	 0.1550508	
10000	256	REVERSE_BA	STAGGER	 0.0011992	 0.5621235	 0.4924872	 0.5248937	 0.5057584	 0.1553053	 0.2503200	
10000	256	REVERSE_BA	SAWTOTH	 0.0011958	 0.1405040	 0.2870257	 0.2969840	 0.3058291	 0.1027196	 0.2031656	
10000	256	REVERSE_BA	_RANDOM	 0.0011985	 0.4404942	 0.4391131	 0.4085983	 0.4382631	 0.1013100	 0.6773310	
10000	256	REVERSE_BA	PLATEAU	 0.0012161	 0.0074917	! 0.0078370	 0.0069741	 0.0047029	 0.0041117	 0.0400382	
10000	256	REVERSE_BA	SHUFFLE	 0.0011955	 0.1203224	 0.0847724	 0.0874280	 0.0859229	 0.1774967	 0.1611840	
10000	256	SORT______	STAGGER	 0.0011988	 0.0054934	 0.0058156	 0.0069715	 0.0050414	 0.0054183	 0.0327893	
10000	256	SORT______	SAWTOTH	 0.0011990	 0.0074809	 0.0048610	! 0.0103315	 0.0048244	 0.0046819	 0.0362279	
10000	256	SORT______	_RANDOM	 0.0012854	! 0.0055142	 0.0065482	 0.0050955	 0.0050177	 0.0044947	 0.0373165	
10000	256	SORT______	PLATEAU	 0.0011960	 0.0092262	 0.0058289	! 0.0104303	 0.0050281	 0.0040852	 0.0401235	
10000	256	SORT______	SHUFFLE	 0.0012059	! 0.0105162	! 0.0081604	 0.0069555	! 0.0069422	 0.0040808	 0.0327630	
10000	256	DITHER____	STAGGER	 0.0011962	 0.5415589	 0.5054278	 0.5216490	 0.5038332	 0.1546278	 0.2181451	
10000	256	DITHER____	SAWTOTH	 0.0012014	 0.2806223	 0.3367344	 0.3171963	 0.3372945	 0.1030918	 0.2152179	
10000	256	DITHER____	_RANDOM	 0.0012074	 0.4216238	 0.4417189	 0.4145133	 0.4414667	 0.1053900	 0.6776347	
10000	256	DITHER____	PLATEAU	 0.0011984	 0.0313364	 0.0255035	 0.0281239	 0.0259148	 0.1042873	 0.2235873	
10000	256	DITHER____	SHUFFLE	 0.0011725	 0.1560024	 0.0812266	 0.0779173	 0.0920655	 0.1809987	 0.1320111	
10000	1024	IDENT_____	STAGGER	 0.0011998	 0.4316089	 0.4456742	 0.4391189	 0.4490246	 0.1419981	 0.2418856	
10000	1024	IDENT_____	SAWTOTH	 0.0011995	 0.0859375	 0.0564205	 0.0709885	 0.0568635	 0.0865994	 0.1394977	
10000	1024	IDENT_____	_RANDOM	 0.0011905	 0.6084670	 0.5694353	 0.5184873	 0.5689085	 0.1468784	 0.7376910	
10000	1024	IDENT_____	PLATEAU	 0.0011951	 0.0067535	 0.0058136	 0.0071008	 0.0058196	 0.0054055	 0.0392849	
10000	1024	IDENT_____	SHUFFLE	 0.0012017	! 0.0568420	! 0.0291408	! 0.0314271	! 0.0370319	! 0.0953633	 0.0633164	
10000	1024	REVERSE___	STAGGER	 0.0011992	 0.4392513	 0.4911736	 0.4559848	 0.4668919	 0.1416305	 0.2493415	
10000	1024	REVERSE___	SAWTOTH	 0.0012039	 0.0912325	 0.0610976	 0.0631499	 0.0585871	 0.0947649	 0.1966523	
10000	1024	REVERSE___	_RANDOM	 0.0012091	 0.6130953	 0.5736919	 0.5311723	 0.5532486	 0.1460790	 0.7367221	
10000	1024	REVERSE___	PLATEAU	 0.0011768	 0.0110244	 0.0047209	 0.0048496	 0.0041276	 0.0056327	 0.0505842	
10000	1024	REVERSE___	SHUFFLE	 0.0012027	 0.0597571	! 0.0866930	! 0.0811617	! 0.0862392	! 0.1031341	 0.1270418	
10000	1024	REVERSE_FR	STAGGER	 0.0011915	 0.4370536	 0.4556134	 0.4469164	 0.4587330	 0.1418263	 0.2503147	
10000	1024	REVERSE_FR	SAWTOTH	 0.0011889	 0.0896597	 0.0617375	 0.0688272	 0.0636324	 0.0944358	 0.1581201	
10000	1024	REVERSE_FR	_RANDOM	 0.0011961	 0.5669197	 0.5551530	 0.5338524	 0.5601191	 0.1454201	 0.7409719	
10000	1024	REVERSE_FR	PLATEAU	 0.0011922	 0.0278531	 0.0049983	 0.0046110	 0.0048558	 0.0041707	 0.0510101	
10000	1024	REVERSE_FR	SHUFFLE	 0.0011925	! 0.0590368	! 0.0705578	! 0.0697795	! 0.0722524	! 0.1046468	 0.0997194	
10000	1024	REVERSE_BA	STAGGER	 0.0011923	 0.4378159	 0.4549541	! 0.5766878	 0.4787349	 0.1415910	 0.2483925	
10000	1024	REVERSE_BA	SAWTOTH	 0.0011982	 0.0935565	 0.0622828	 0.0691708	 0.0636715	 0.0989231	 0.1594303	
10000	1024	REVERSE_BA	_RANDOM	 0.0011910	 0.6136848	 0.5472387	 0.5177022	 0.5481703	 0.1437394	 0.7365864	
10000	1024	REVERSE_BA	PLATEAU	 0.0012006	! 0.0068575	 0.0061484	 0.0069477	 0.0050198	 0.0041143	 0.0394399	
10000	1024	REVERSE_BA	SHUFFLE	 0.0011981	 0.0667841	! 0.0773057	! 0.0776992	! 0.0795494	! 0.1084135	 0.0922154	
10000	1024	SORT______	STAGGER	 0.0012044	 0.0074909	 0.0051566	 0.0071537	 0.0062560	 0.0040900	 0.0357473	
10000	1024	SORT______	SAWTOTH	 0.0012019	 0.0054500	 0.0062073	! 0.0060459	 0.0062723	 0.0040528	 0.0325340	
10000	1024	SORT______	_RANDOM	 0.0011926	 0.0074970	 0.0056569	 0.0057182	 0.0057621	 0.0041086	 0.0351650	
10000	1024	SORT______	PLATEAU	 0.0012026	 0.0086351	 0.0050223	! 0.0095221	 0.0050329	 0.0041027	 0.0393296	
10000	1024	SORT______	SHUFFLE	 0.0011890	 0.0075039	 0.0050406	 0.0069796	 0.0058345	 0.0039615	 0.0328461	
10000	1024	DITHER____	STAGGER	 0.0011922	 0.4318666	 0.4796101	 0.4387788	 0.4721002	 0.1435794	 0.2382670	
10000	1024	DITHER____	SAWTOTH	 0.0011996	 0.3931194	 0.4054555	 0.4098932	 0.4126101	 0.1184134	 0.1958940	
10000	1024	DITHER____	_RANDOM	 0.0012018	 0.6200078	 0.5639282	 0.5173501	 0.5686686	 0.1455714	 0.7402030	
10000	1024	DITHER____	PLATEAU	 0.0011979	 0.0320769	 0.0304316	 0.0393583	 0.0327684	 0.1061481	 0.2173304	
10000	1024	DITHER____	SHUFFLE	 0.0011865	 0.1032828	 0.0591590	 0.0584733	 0.0631670	 0.1640270	 0.1223685	
10000	4096	IDENT_____	STAGGER	 0.0011958	 0.5599115	 0.5056785	 0.5211421	 0.5127687	 0.1501849	 0.2655404	
10000	4096	IDENT_____	SAWTOTH	 0.0011921	 0.0423625	 0.0313415	 0.0313149	 0.0314095	 0.0436713	 0.0872875	
10000	4096	IDENT_____	_RANDOM	 0.0011841	 0.6250106	 0.5421850	 0.5644714	 0.5476684	 0.1740057	 0.7635561	
10000	4096	IDENT_____	PLATEAU	 0.0011904	 0.0075155	 0.0051030	 0.0070094	 0.0058321	 0.0040951	 0.0378064	
10000	4096	IDENT_____	SHUFFLE	 0.0011932	! 0.0228768	! 0.0147199	! 0.0132360	! 0.0147295	! 0.0233249	 0.0517972	
10000	4096	REVERSE___	STAGGER	 0.0011964	 0.5951505	 0.5138668	 0.5252972	 0.5120461	 0.1530608	 0.2614116	
10000	4096	REVERSE___	SAWTOTH	 0.0012010	 0.0467160	 0.0402003	! 0.0589418	 0.0384224	 0.0461268	 0.1563933	
10000	4096	REVERSE___	_RANDOM	 0.0012075	 0.6242124	 0.5563615	 0.5525624	 0.5477242	 0.1707349	 0.7636563	
10000	4096	REVERSE___	PLATEAU	 0.0011821	 0.0117943	 0.0100051	 0.0095517	! 0.0122247	 0.0094022	 0.0687825	
10000	4096	REVERSE___	SHUFFLE	 0.0011977	! 0.0288276	 0.0198311	 0.0222586	! 0.0185544	! 0.0254690	 0.1178552	
10000	4096	REVERSE_FR	STAGGER	 0.0011815	 0.6032661	 0.5197132	 0.5340471	 0.5276406	 0.1510505	 0.2810759	
10000	4096	REVERSE_FR	SAWTOTH	 0.0011863	 0.0494924	 0.0357902	 0.0361350	! 0.0567637	 0.0520203	 0.1224297	
10000	4096	REVERSE_FR	_RANDOM	 0.0011658	 0.6275287	 0.5486401	 0.5712776	 0.5487709	 0.1714022	 0.7629485	
10000	4096	REVERSE_FR	PLATEAU	 0.0012016	 0.0253678	! 0.0399109	 0.0076879	 0.0081429	 0.0068630	 0.0688277	
10000	4096	REVERSE_FR	SHUFFLE	 0.0011917	! 0.0292581	! 0.0181389	! 0.0179592	! 0.0178115	! 0.0470297	 0.0823825	
10000	4096	REVERSE_BA	STAGGER	 0.0011837	 0.5925418	 0.5015198	 0.4903672	 0.5096839	 0.1522938	 0.2841903	
