Parsing sort-1k-1M.log ...
Timings are given in milli-seconds (min time + 1 stddev)
COLUMNS:Length	Sub-size	Builder	Tweaker	DPQ_11	DPQ_19_11_12	DPQ_21_04_24	
1000000	16	REVERSE_FR	SPIRAL	 36.7307645	 25.8298827	 12.4471357	
1000000	16	REVERSE_FR	STAGGER	 17.2659607	 7.6073470	 7.9001787	
1000000	16	REVERSE_FR	SAWTOTH	 8.1780099	 9.7058061	 6.6504954	
1000000	16	REVERSE_FR	_RANDOM	 20.3052438	 20.6323796	! 11.5855218	
1000000	16	REVERSE_FR	PLATEAU	 3.0905317	 0.6725329	 0.6557041	
1000000	16	REVERSE_FR	SHUFFLE	 29.1599479	 16.3590840	 24.8004278	
1000000	256	IDENT_____	SPIRAL	 28.1257430	 15.2841633	 15.2311849	
1000000	256	IDENT_____	STAGGER	 73.3308038	 13.0749190	 13.1490142	
1000000	256	IDENT_____	SAWTOTH	 22.1615157	 20.4922776	 20.4655523	
1000000	256	IDENT_____	_RANDOM	 43.0828592	 37.8202962	 6.1471959	
1000000	256	IDENT_____	PLATEAU	 0.7828972	 0.7810943	 0.7645953	
1000000	256	IDENT_____	SHUFFLE	 23.3286211	 8.8065925	! 15.4172527	
1000000	256	REVERSE___	SPIRAL	 21.4271143	 19.2598718	 10.0378327	
1000000	256	REVERSE___	STAGGER	 73.4328215	 13.7069016	 14.7476584	
1000000	256	REVERSE___	SAWTOTH	 21.8816169	 20.4379391	 20.5380310	
1000000	256	REVERSE___	_RANDOM	 42.1175511	 37.2144350	! 7.2540146	
1000000	256	REVERSE___	PLATEAU	 1.5018142	 0.6687944	 0.6751863	
1000000	256	REVERSE___	SHUFFLE	 20.6002141	 11.1193308	! 17.3624948	
1000000	256	DITHER____	SPIRAL	 31.0129488	 20.6431987	 10.6206587	
1000000	256	DITHER____	STAGGER	 74.7411604	 13.1621519	 13.2317897	
1000000	256	DITHER____	SAWTOTH	 27.9566086	 24.8970220	 7.6165968	
1000000	256	DITHER____	_RANDOM	 41.4603365	 38.6847589	 7.6273078	
1000000	256	DITHER____	PLATEAU	 3.6708796	 3.3643911	 3.5641824	
1000000	256	DITHER____	SHUFFLE	 25.8714090	 11.6532276	 24.9573963	
1000000	256	REVERSE_BA	SPIRAL	 26.7524768	 26.3209964	 10.8187413	
1000000	256	REVERSE_BA	STAGGER	 74.2779691	 15.3829620	 15.2240536	
1000000	256	REVERSE_BA	SAWTOTH	 22.8335351	 20.1264850	 20.9836735	
1000000	256	REVERSE_BA	_RANDOM	 41.9106691	 36.7902330	 5.6883800	
1000000	256	REVERSE_BA	PLATEAU	 0.7849121	 0.7838583	 0.7592781	
1000000	256	REVERSE_BA	SHUFFLE	 21.3709208	 10.1535170	! 16.5715971	
1000000	256	REVERSE_FR	SPIRAL	 29.2382599	 16.4274031	 10.0585042	
1000000	256	REVERSE_FR	STAGGER	 73.2230423	 13.5564548	 13.9324158	
1000000	256	REVERSE_FR	SAWTOTH	 22.5556945	 19.9427176	 18.9717898	
1000000	256	REVERSE_FR	_RANDOM	 43.3484873	 37.3714102	 6.0945853	
1000000	256	REVERSE_FR	PLATEAU	 3.5915966	 0.7369526	 0.7290663	
1000000	256	REVERSE_FR	SHUFFLE	 24.0380377	 11.7122791	! 16.8710577	
