
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_18_11_21	DPQ_11	RADIX	MARLIN	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

_RANDOM:IDENT_____ stats (%): [6: µ=94.47624 σ=4.794349 rms=99.27059 min=85.20151 max=97.55106]
PLATEAU:IDENT_____ stats (%): [6: µ=103.743065 σ=20.620045 rms=124.36311 min=85.0 max=138.43394]
SHUFFLE:IDENT_____ stats (%): [5: µ=96.05965 σ=2.3386216 rms=98.39827 min=92.98325 max=99.01385]
STAGGER:REVERSE___ stats (%): [5: µ=98.16908 σ=2.1276748 rms=100.29676 min=95.423996 max=100.48018]
SAWTOTH:REVERSE___ stats (%): [5: µ=96.10903 σ=7.5829453 rms=103.69198 min=86.12167 max=106.37975]
_RANDOM:REVERSE___ stats (%): [4: µ=95.27351 σ=7.1367974 rms=102.41031 min=84.68299 max=99.81175]
PLATEAU:REVERSE___ stats (%): [6: µ=97.59233 σ=17.242224 rms=114.83456 min=80.279015 max=129.12466]
SHUFFLE:REVERSE___ stats (%): [5: µ=104.0812 σ=2.509941 rms=106.59114 min=101.11003 max=107.85918]
STAGGER:REVERSE_FR stats (%): [5: µ=98.434654 σ=2.3543 rms=100.788956 min=94.860466 max=100.658554]
SAWTOTH:REVERSE_FR stats (%): [5: µ=94.257484 σ=4.9453325 rms=99.20282 min=85.44424 max=97.101776]
_RANDOM:REVERSE_FR stats (%): [6: µ=97.795654 σ=8.385692 rms=106.18135 min=85.416664 max=111.511375]
PLATEAU:REVERSE_FR stats (%): [6: µ=103.47449 σ=18.628487 rms=122.102974 min=85.955055 max=132.29507]
SHUFFLE:REVERSE_FR stats (%): [6: µ=97.66619 σ=2.5794268 rms=100.24562 min=95.68452 max=102.00286]
STAGGER:REVERSE_BA stats (%): [6: µ=97.58425 σ=2.0505087 rms=99.63476 min=95.683105 max=101.16061]
SAWTOTH:REVERSE_BA stats (%): [6: µ=96.15046 σ=6.3174653 rms=102.467926 min=85.1735 max=102.59036]
_RANDOM:REVERSE_BA stats (%): [5: µ=98.23796 σ=12.743275 rms=110.98124 min=84.49564 max=118.18793]
PLATEAU:REVERSE_BA stats (%): [6: µ=103.93575 σ=19.851917 rms=123.787674 min=85.385574 max=136.11111]
SHUFFLE:REVERSE_BA stats (%): [6: µ=100.132805 σ=6.4237237 rms=106.556526 min=94.58567 max=112.79821]
STAGGER:SORT______ stats (%): [6: µ=96.98508 σ=3.1924639 rms=100.177536 min=94.465454 max=102.51988]
SAWTOTH:SORT______ stats (%): [6: µ=101.80885 σ=10.556634 rms=112.36549 min=85.39962 max=113.99602]
_RANDOM:SORT______ stats (%): [6: µ=103.16544 σ=9.939131 rms=113.104576 min=85.31074 max=114.09359]
PLATEAU:SORT______ stats (%): [6: µ=103.20347 σ=19.257442 rms=122.460915 min=85.08115 max=133.74486]
SHUFFLE:SORT______ stats (%): [6: µ=94.816574 σ=0.39597505 rms=95.21255 min=94.18458 max=95.22184]
STAGGER:DITHER____ stats (%): [6: µ=100.322365 σ=2.970147 rms=103.29251 min=96.48083 max=104.29506]
SAWTOTH:DITHER____ stats (%): [6: µ=94.10222 σ=4.6306124 rms=98.732834 min=85.14341 max=97.56013]
_RANDOM:DITHER____ stats (%): [5: µ=97.850945 σ=4.739235 rms=102.59018 min=93.28565 max=105.79735]
PLATEAU:DITHER____ stats (%): [6: µ=101.70123 σ=5.85866 rms=107.55989 min=96.67928 max=111.17809]
SHUFFLE:DITHER____ stats (%): [5: µ=98.89061 σ=3.325432 rms=102.21604 min=95.52856 max=103.782555]


- size = 5000
stats (%): [202: µ=123.68508 σ=33.961067 rms=157.64615 min=89.6322 max=187.07819]
STAGGER:IDENT_____ stats (%): [7: µ=99.47751 σ=3.2557378 rms=102.733246 min=97.2943 max=106.16966]
SAWTOTH:IDENT_____ stats (%): [7: µ=109.048645 σ=29.37319 rms=138.42183 min=95.09735 max=175.55727]
_RANDOM:IDENT_____ stats (%): [7: µ=108.36175 σ=27.756516 rms=136.11827 min=96.165245 max=171.26697]
PLATEAU:IDENT_____ stats (%): [7: µ=167.74973 σ=1.9963704 rms=169.7461 min=164.83516 max=169.86734]
SHUFFLE:IDENT_____ stats (%): [5: µ=109.45474 σ=31.673807 rms=141.12856 min=92.33099 max=165.98386]
STAGGER:REVERSE___ stats (%): [7: µ=100.28143 σ=4.153656 rms=104.43509 min=97.21657 max=108.808495]
SAWTOTH:REVERSE___ stats (%): [7: µ=114.2007 σ=33.566376 rms=147.76707 min=95.42045 max=187.07819]
_RANDOM:REVERSE___ stats (%): [7: µ=108.87914 σ=29.172829 rms=138.05197 min=95.780365 max=175.0]
PLATEAU:REVERSE___ stats (%): [7: µ=164.2292 σ=18.785398 rms=183.0146 min=135.3627 max=183.49207]
SHUFFLE:REVERSE___ stats (%): [5: µ=107.22748 σ=18.141768 rms=125.36925 min=97.88103 max=139.60158]
STAGGER:REVERSE_FR stats (%): [7: µ=99.16709 σ=2.9091036 rms=102.076195 min=96.84598 max=104.459625]
SAWTOTH:REVERSE_FR stats (%): [7: µ=110.072716 σ=30.320414 rms=140.39313 min=95.98974 max=178.68463]
_RANDOM:REVERSE_FR stats (%): [7: µ=109.95441 σ=31.655281 rms=141.60968 min=96.903854 max=181.69014]
PLATEAU:REVERSE_FR stats (%): [7: µ=160.38202 σ=14.6046915 rms=174.98671 min=140.26549 max=175.76]
SHUFFLE:REVERSE_FR stats (%): [5: µ=105.03794 σ=24.74095 rms=129.7789 min=89.6322 max=149.04701]
STAGGER:REVERSE_BA stats (%): [7: µ=99.424545 σ=3.248742 rms=102.67329 min=96.88133 max=105.68849]
SAWTOTH:REVERSE_BA stats (%): [7: µ=111.03767 σ=29.551159 rms=140.58882 min=96.868645 max=177.83057]
_RANDOM:REVERSE_BA stats (%): [7: µ=108.520645 σ=28.694647 rms=137.21529 min=96.23758 max=173.57033]
PLATEAU:REVERSE_BA stats (%): [7: µ=159.0731 σ=23.560375 rms=182.63348 min=106.38415 max=174.6307]
SHUFFLE:REVERSE_BA stats (%): [5: µ=100.34691 σ=7.2183 rms=107.56521 min=95.61338 max=113.073395]
STAGGER:SORT______ stats (%): [7: µ=168.75131 σ=4.5418916 rms=173.29321 min=159.71968 max=172.84264]
SAWTOTH:SORT______ stats (%): [7: µ=167.76897 σ=6.412749 rms=174.18172 min=159.13431 max=178.23491]
_RANDOM:SORT______ stats (%): [7: µ=169.02565 σ=3.9948275 rms=173.02048 min=165.97562 max=177.56863]
PLATEAU:SORT______ stats (%): [7: µ=170.55489 σ=2.710108 rms=173.265 min=166.07362 max=174.12903]
SHUFFLE:SORT______ stats (%): [7: µ=170.47221 σ=5.0236545 rms=175.49586 min=164.39854 max=178.21782]
STAGGER:DITHER____ stats (%): [7: µ=99.229004 σ=1.6600506 rms=100.88905 min=97.8276 max=101.98125]
SAWTOTH:DITHER____ stats (%): [7: µ=98.35028 σ=2.472135 rms=100.82242 min=95.620865 max=103.42765]
_RANDOM:DITHER____ stats (%): [7: µ=97.763756 σ=1.4176134 rms=99.181366 min=95.74833 max=99.89409]
PLATEAU:DITHER____ stats (%): [7: µ=96.867226 σ=2.3084488 rms=99.175674 min=94.24562 max=100.36723]
SHUFFLE:DITHER____ stats (%): [7: µ=99.077896 σ=3.3314016 rms=102.409294 min=94.302605 max=104.982544]



--- STATS ---
Comparing sorters DPQ_18_11 vs DPQ_18_11_21
winners  : 0 / 149
avg   (%): 116.7024  
stats (%): [1066: µ=128.43889 σ=84.11399 rms=212.55289 min=55.30211 max=650.4673]


Stats per keys:
STAGGER:IDENT_____ stats (%): [36: µ=109.41397 σ=29.68911 rms=139.10309 min=94.737656 max=233.57664]
SAWTOTH:IDENT_____ stats (%): [36: µ=124.808876 σ=91.863655 rms=216.67253 min=84.90566 max=638.31775]
_RANDOM:IDENT_____ stats (%): [33: µ=105.17799 σ=22.87774 rms=128.05573 min=78.34935 max=204.6729]
PLATEAU:IDENT_____ stats (%): [37: µ=156.64032 σ=123.187416 rms=279.82773 min=84.57712 max=650.4673]
SHUFFLE:IDENT_____ stats (%): [34: µ=165.45198 σ=135.5161 rms=300.96808 min=86.397415 max=629.62964]
STAGGER:REVERSE___ stats (%): [34: µ=100.87496 σ=12.418024 rms=113.29299 min=55.30211 max=140.86758]
SAWTOTH:REVERSE___ stats (%): [35: µ=107.34007 σ=21.334936 rms=128.675 min=80.84795 max=205.60748]
_RANDOM:REVERSE___ stats (%): [33: µ=105.835724 σ=22.183943 rms=128.01967 min=84.62986 max=202.77777]
PLATEAU:REVERSE___ stats (%): [37: µ=117.067726 σ=34.403538 rms=151.47127 min=79.32331 max=210.84906]
SHUFFLE:REVERSE___ stats (%): [32: µ=108.9655 σ=24.432394 rms=133.39789 min=76.997246 max=212.94118]
STAGGER:REVERSE_FR stats (%): [37: µ=104.48976 σ=16.0079 rms=120.497665 min=89.87136 max=162.40208]
SAWTOTH:REVERSE_FR stats (%): [34: µ=109.456795 σ=33.496044 rms=142.95284 min=84.59139 max=251.52672]
_RANDOM:REVERSE_FR stats (%): [35: µ=104.38092 σ=21.39285 rms=125.77377 min=70.402725 max=203.7037]
PLATEAU:REVERSE_FR stats (%): [37: µ=123.892105 σ=44.529408 rms=168.42151 min=84.75836 max=256.705]
SHUFFLE:REVERSE_FR stats (%): [34: µ=112.86645 σ=40.388294 rms=153.25475 min=85.47215 max=251.52672]
STAGGER:REVERSE_BA stats (%): [37: µ=106.84732 σ=19.399881 rms=126.2472 min=88.13264 max=168.39378]
SAWTOTH:REVERSE_BA stats (%): [36: µ=112.148254 σ=31.40481 rms=143.55307 min=84.90566 max=235.14493]
_RANDOM:REVERSE_BA stats (%): [33: µ=105.15739 σ=22.032055 rms=127.18944 min=85.18519 max=205.60748]
PLATEAU:REVERSE_BA stats (%): [37: µ=142.53201 σ=89.60039 rms=232.13242 min=84.9315 max=489.81482]
SHUFFLE:REVERSE_BA stats (%): [35: µ=122.78885 σ=39.552933 rms=162.34178 min=96.58855 max=236.86131]
STAGGER:SORT______ stats (%): [37: µ=190.62279 σ=159.74774 rms=350.37054 min=86.58738 max=633.64484]
SAWTOTH:SORT______ stats (%): [37: µ=163.81578 σ=137.98412 rms=301.7999 min=85.18519 max=634.2593]
_RANDOM:SORT______ stats (%): [37: µ=169.16699 σ=139.53236 rms=308.69937 min=85.41798 max=633.64484]
PLATEAU:SORT______ stats (%): [37: µ=156.19144 σ=121.590576 rms=277.782 min=84.97506 max=637.3832]
SHUFFLE:SORT______ stats (%): [37: µ=193.6199 σ=165.2546 rms=358.8745 min=87.85714 max=645.7944]
STAGGER:DITHER____ stats (%): [35: µ=109.97293 σ=26.835014 rms=136.80795 min=96.95264 max=220.42253]
SAWTOTH:DITHER____ stats (%): [35: µ=119.818474 σ=63.168587 rms=182.98706 min=90.15785 max=469.65518]
_RANDOM:DITHER____ stats (%): [36: µ=106.630936 σ=16.059277 rms=122.690216 min=80.851265 max=150.41096]
PLATEAU:DITHER____ stats (%): [36: µ=127.37355 σ=64.56729 rms=191.94084 min=97.44515 max=467.5862]
SHUFFLE:DITHER____ stats (%): [37: µ=151.79343 σ=108.93937 rms=260.7328 min=95.31118 max=572.0339]


stats per keys and sizes:
- size = 50
stats (%): [120: µ=269.33368 σ=179.5772 rms=448.91086 min=76.997246 max=650.4673]
STAGGER:IDENT_____ stats (%): [4: µ=185.81306 σ=37.73833 rms=223.55139 min=145.2381 max=233.57664]
SAWTOTH:IDENT_____ stats (%): [4: µ=293.06726 σ=231.11662 rms=524.1839 min=154.87465 max=638.31775]
_RANDOM:IDENT_____ stats (%): [4: µ=152.8498 σ=34.577923 rms=187.4277 min=134.11514 max=204.6729]
PLATEAU:IDENT_____ stats (%): [4: µ=425.69653 σ=186.37466 rms=612.07117 min=230.84113 max=650.4673]
SHUFFLE:IDENT_____ stats (%): [4: µ=492.2752 σ=156.34987 rms=648.62506 min=273.96695 max=629.62964]
STAGGER:REVERSE___ stats (%): [4: µ=120.63974 σ=16.463934 rms=137.10367 min=101.04712 max=140.86758]
SAWTOTH:REVERSE___ stats (%): [4: µ=135.36469 σ=52.75801 rms=188.1227 min=80.84795 max=205.60748]
_RANDOM:REVERSE___ stats (%): [4: µ=153.41377 σ=32.99993 rms=186.4137 min=134.32204 max=202.77777]
PLATEAU:REVERSE___ stats (%): [4: µ=145.61775 σ=50.44616 rms=196.06392 min=81.05727 max=192.96875]
SHUFFLE:REVERSE___ stats (%): [4: µ=82.610756 σ=7.1038537 rms=89.714615 min=76.997246 max=92.99363]
STAGGER:REVERSE_FR stats (%): [4: µ=147.04012 σ=12.981553 rms=160.02167 min=131.11111 max=162.40208]
SAWTOTH:REVERSE_FR stats (%): [4: µ=186.50749 σ=51.69961 rms=238.2071 min=144.13145 max=251.52672]
_RANDOM:REVERSE_FR stats (%): [4: µ=149.35074 σ=36.273327 rms=185.62407 min=129.2735 max=203.7037]
PLATEAU:REVERSE_FR stats (%): [4: µ=235.48476 σ=15.062647 rms=250.54741 min=222.32143 max=256.705]
SHUFFLE:REVERSE_FR stats (%): [4: µ=218.43797 σ=29.570793 rms=248.00876 min=179.55801 max=251.52672]
STAGGER:REVERSE_BA stats (%): [4: µ=158.9106 σ=7.9444294 rms=166.85503 min=149.03381 max=168.39378]
SAWTOTH:REVERSE_BA stats (%): [4: µ=190.0321 σ=37.07669 rms=227.1088 min=158.14607 max=235.14493]
_RANDOM:REVERSE_BA stats (%): [4: µ=149.69417 σ=37.28568 rms=186.97986 min=129.89691 max=205.60748]
PLATEAU:REVERSE_BA stats (%): [4: µ=320.14783 σ=120.76017 rms=440.90802 min=231.7757 max=489.81482]
SHUFFLE:REVERSE_BA stats (%): [4: µ=213.77565 σ=24.587748 rms=238.36339 min=179.37852 max=236.86131]
STAGGER:SORT______ stats (%): [4: µ=619.7538 σ=12.927201 rms=632.681 min=607.4074 max=633.64484]
SAWTOTH:SORT______ stats (%): [4: µ=500.80695 σ=200.85411 rms=701.6611 min=205.60748 max=634.2593]
_RANDOM:SORT______ stats (%): [4: µ=501.40186 σ=202.11491 rms=703.5168 min=205.60748 max=633.64484]
PLATEAU:SORT______ stats (%): [4: µ=420.95663 σ=180.49843 rms=601.4551 min=230.55556 max=637.3832]
SHUFFLE:SORT______ stats (%): [4: µ=634.9775 σ=7.3256783 rms=642.30316 min=629.62964 max=645.7944]
STAGGER:DITHER____ stats (%): [4: µ=178.63754 σ=31.258701 rms=209.89624 min=145.0 max=220.42253]
SAWTOTH:DITHER____ stats (%): [4: µ=234.84041 σ=156.61226 rms=391.45267 min=151.0989 max=469.65518]
_RANDOM:DITHER____ stats (%): [4: µ=142.92232 σ=7.835106 rms=150.75742 min=134.33476 max=150.41096]
PLATEAU:DITHER____ stats (%): [4: µ=258.55356 σ=144.94443 rms=403.498 min=153.69862 max=467.5862]
SHUFFLE:DITHER____ stats (%): [4: µ=430.42944 σ=138.14764 rms=568.5771 min=245.52238 max=572.0339]


- size = 100
stats (%): [117: µ=138.26366 σ=62.36827 rms=200.63193 min=86.23853 max=285.45456]
STAGGER:IDENT_____ stats (%): [4: µ=100.89145 σ=2.542155 rms=103.4336 min=97.5 max=103.23383]
SAWTOTH:IDENT_____ stats (%): [3: µ=114.23381 σ=27.172253 rms=141.40607 min=87.5 max=141.82425]
_RANDOM:IDENT_____ stats (%): [4: µ=105.23471 σ=12.888732 rms=118.12344 min=88.34952 max=119.624214]
PLATEAU:IDENT_____ stats (%): [4: µ=163.58775 σ=88.411575 rms=251.99933 min=89.3617 max=280.26907]
SHUFFLE:IDENT_____ stats (%): [3: µ=212.68301 σ=81.28392 rms=293.96695 min=123.809525 max=283.2579]
STAGGER:REVERSE___ stats (%): [4: µ=100.31606 σ=4.2480917 rms=104.564156 min=95.14991 max=105.12515]
SAWTOTH:REVERSE___ stats (%): [4: µ=109.67316 σ=17.653505 rms=127.32666 min=87.5 max=124.68355]
_RANDOM:REVERSE___ stats (%): [4: µ=104.33696 σ=11.983042 rms=116.32 min=88.34952 max=117.30769]
PLATEAU:REVERSE___ stats (%): [4: µ=129.84088 σ=57.66249 rms=187.50337 min=86.23853 max=210.84906]
SHUFFLE:REVERSE___ stats (%): [3: µ=164.20811 σ=45.068367 rms=209.27649 min=124.031006 max=212.94118]
STAGGER:REVERSE_FR stats (%): [4: µ=102.07508 σ=2.9769258 rms=105.052 min=99.52562 max=105.601906]
SAWTOTH:REVERSE_FR stats (%): [4: µ=96.93207 σ=11.485736 rms=108.41781 min=88.34952 max=112.850464]
_RANDOM:REVERSE_FR stats (%): [4: µ=101.42354 σ=9.012717 rms=110.43625 min=88.34952 max=108.16327]
PLATEAU:REVERSE_FR stats (%): [4: µ=99.860344 σ=12.199924 rms=112.06027 min=89.47369 max=116.94444]
SHUFFLE:REVERSE_FR stats (%): [4: µ=95.2332 σ=4.1833286 rms=99.416534 min=92.59797 max=101.43885]
STAGGER:REVERSE_BA stats (%): [4: µ=108.32858 σ=11.475952 rms=119.804535 min=98.92216 max=124.969986]
SAWTOTH:REVERSE_BA stats (%): [4: µ=108.03982 σ=19.434973 rms=127.47479 min=88.34952 max=132.4873]
_RANDOM:REVERSE_BA stats (%): [4: µ=103.027084 σ=13.603465 rms=116.63055 min=89.32039 max=121.308014]
PLATEAU:REVERSE_BA stats (%): [4: µ=153.23906 σ=71.24548 rms=224.48454 min=90.32258 max=240.37558]
SHUFFLE:REVERSE_BA stats (%): [4: µ=158.37337 σ=31.859783 rms=190.23315 min=116.34062 max=189.07922]
STAGGER:SORT______ stats (%): [4: µ=265.10458 σ=16.701077 rms=281.80563 min=249.77579 max=284.0909]
SAWTOTH:SORT______ stats (%): [4: µ=183.23921 σ=87.663414 rms=270.90262 min=88.34952 max=275.78476]
_RANDOM:SORT______ stats (%): [4: µ=220.97348 σ=91.59388 rms=312.56735 min=87.5 max=283.45325]
PLATEAU:SORT______ stats (%): [4: µ=164.01535 σ=91.156334 rms=255.17169 min=87.36842 max=285.45456]
SHUFFLE:SORT______ stats (%): [4: µ=283.1487 σ=1.4343766 rms=284.5831 min=281.53152 max=285.0]
STAGGER:DITHER____ stats (%): [4: µ=100.44791 σ=1.3423629 rms=101.790276 min=98.74664 max=101.96353]
SAWTOTH:DITHER____ stats (%): [4: µ=111.28936 σ=13.608757 rms=124.89812 min=99.65247 max=130.9112]
_RANDOM:DITHER____ stats (%): [4: µ=114.86772 σ=15.268506 rms=130.13623 min=104.79452 max=137.61755]
PLATEAU:DITHER____ stats (%): [4: µ=119.48454 σ=19.45669 rms=138.94124 min=98.00532 max=145.20547]
SHUFFLE:DITHER____ stats (%): [4: µ=172.88434 σ=33.71849 rms=206.60283 min=130.18335 max=209.0703]


- size = 200
stats (%): [142: µ=121.17185 σ=42.07996 rms=163.25182 min=84.769295 max=347.03946]
STAGGER:IDENT_____ stats (%): [4: µ=103.496414 σ=3.61891 rms=107.115326 min=98.199745 max=106.22172]
SAWTOTH:IDENT_____ stats (%): [5: µ=114.47388 σ=27.42276 rms=141.89664 min=89.830505 max=161.6592]
_RANDOM:IDENT_____ stats (%): [3: µ=97.40439 σ=6.1237125 rms=103.5281 min=90.34091 max=101.21951]
PLATEAU:IDENT_____ stats (%): [5: µ=168.30836 σ=104.55052 rms=272.8589 min=88.17204 max=346.07843]
SHUFFLE:IDENT_____ stats (%): [5: µ=134.25429 σ=25.955383 rms=160.20967 min=99.28401 max=162.2472]
STAGGER:REVERSE___ stats (%): [5: µ=100.1724 σ=9.138866 rms=109.311264 min=84.769295 max=108.32171]
SAWTOTH:REVERSE___ stats (%): [5: µ=109.63988 σ=13.14893 rms=122.7888 min=90.34091 max=127.39174]
_RANDOM:REVERSE___ stats (%): [4: µ=96.52311 σ=6.400399 rms=102.923515 min=90.34091 max=105.50505]
PLATEAU:REVERSE___ stats (%): [5: µ=125.10263 σ=47.193184 rms=172.29582 min=87.07865 max=203.87454]
SHUFFLE:REVERSE___ stats (%): [5: µ=115.24349 σ=13.323771 rms=128.56726 min=97.84897 max=126.4529]
STAGGER:REVERSE_FR stats (%): [5: µ=100.231514 σ=5.5777893 rms=105.8093 min=94.23676 max=107.03297]
SAWTOTH:REVERSE_FR stats (%): [5: µ=101.52462 σ=7.977062 rms=109.50168 min=89.77273 max=110.67323]
_RANDOM:REVERSE_FR stats (%): [5: µ=96.003815 σ=7.1457877 rms=103.1496 min=86.98092 max=103.156]
PLATEAU:REVERSE_FR stats (%): [5: µ=113.93911 σ=23.410828 rms=137.34993 min=90.71038 max=144.34389]
SHUFFLE:REVERSE_FR stats (%): [4: µ=99.78011 σ=9.828503 rms=109.60861 min=85.47215 max=107.04501]
STAGGER:REVERSE_BA stats (%): [5: µ=101.84564 σ=8.820688 rms=110.666336 min=88.13264 max=111.774284]
SAWTOTH:REVERSE_BA stats (%): [5: µ=104.23511 σ=7.8555255 rms=112.09063 min=90.34091 max=108.92495]
_RANDOM:REVERSE_BA stats (%): [4: µ=98.59984 σ=6.151625 rms=104.751465 min=90.34091 max=103.94379]
PLATEAU:REVERSE_BA stats (%): [5: µ=157.14702 σ=106.71909 rms=263.86612 min=88.95028 max=343.83118]
SHUFFLE:REVERSE_BA stats (%): [5: µ=104.949036 σ=5.9460034 rms=110.895035 min=97.748344 max=112.42707]
STAGGER:SORT______ stats (%): [5: µ=167.33572 σ=6.470044 rms=173.80577 min=161.79776 max=174.7346]
SAWTOTH:SORT______ stats (%): [5: µ=142.19759 σ=32.172386 rms=174.36996 min=89.53488 max=164.73685]
_RANDOM:SORT______ stats (%): [5: µ=149.20488 σ=37.062656 rms=186.26755 min=90.34091 max=177.5641]
PLATEAU:SORT______ stats (%): [5: µ=168.79721 σ=104.67577 rms=273.473 min=89.247314 max=347.03946]
SHUFFLE:SORT______ stats (%): [5: µ=162.43285 σ=1.0856091 rms=163.51845 min=161.0245 max=163.78133]
STAGGER:DITHER____ stats (%): [4: µ=105.56266 σ=3.5812695 rms=109.14393 min=102.4157 max=109.6132]
SAWTOTH:DITHER____ stats (%): [5: µ=113.78622 σ=10.116092 rms=123.902306 min=104.07489 max=129.25089]
_RANDOM:DITHER____ stats (%): [5: µ=105.578476 σ=9.346824 rms=114.92529 min=96.951485 max=121.5959]
PLATEAU:DITHER____ stats (%): [4: µ=120.09355 σ=20.948774 rms=141.04233 min=102.879845 max=145.84488]
SHUFFLE:DITHER____ stats (%): [5: µ=127.1896 σ=20.547745 rms=147.73735 min=98.392654 max=150.37038]


- size = 500
stats (%): [144: µ=108.28615 σ=24.182661 rms=132.46881 min=85.07462 max=237.12686]
STAGGER:IDENT_____ stats (%): [5: µ=99.09935 σ=4.6427503 rms=103.742096 min=94.737656 max=106.01266]
SAWTOTH:IDENT_____ stats (%): [5: µ=98.0202 σ=7.023342 rms=105.04355 min=85.67839 max=103.164734]
_RANDOM:IDENT_____ stats (%): [5: µ=99.507385 σ=10.175437 rms=109.682816 min=87.121216 max=114.92205]
PLATEAU:IDENT_____ stats (%): [5: µ=132.90604 σ=60.69557 rms=193.60161 min=85.85366 max=234.26443]
SHUFFLE:IDENT_____ stats (%): [5: µ=109.323364 σ=10.888262 rms=120.211624 min=96.59417 max=122.80156]
STAGGER:REVERSE___ stats (%): [4: µ=100.34059 σ=2.4075758 rms=102.74816 min=97.15982 max=102.36511]
SAWTOTH:REVERSE___ stats (%): [5: µ=98.28526 σ=8.062301 rms=106.347565 min=85.07462 max=106.282646]
_RANDOM:REVERSE___ stats (%): [4: µ=96.67685 σ=7.518768 rms=104.19562 min=85.8942 max=102.480354]
PLATEAU:REVERSE___ stats (%): [5: µ=112.12436 σ=34.436054 rms=146.56041 min=86.124405 max=170.58064]
SHUFFLE:REVERSE___ stats (%): [3: µ=106.336296 σ=12.894808 rms=119.23111 min=93.348526 max=119.136086]
STAGGER:REVERSE_FR stats (%): [5: µ=97.247086 σ=6.0422635 rms=103.289345 min=89.87136 max=105.2598]
SAWTOTH:REVERSE_FR stats (%): [4: µ=95.090805 σ=6.8865747 rms=101.97738 min=85.8942 max=102.46319]
_RANDOM:REVERSE_FR stats (%): [5: µ=98.488174 σ=7.2915597 rms=105.77973 min=85.71429 max=103.477646]
PLATEAU:REVERSE_FR stats (%): [5: µ=117.81568 σ=33.423416 rms=151.23909 min=87.31707 max=168.15337]
SHUFFLE:REVERSE_FR stats (%): [5: µ=98.839836 σ=1.4867038 rms=100.32654 min=96.33439 max=100.18337]
STAGGER:REVERSE_BA stats (%): [5: µ=97.696266 σ=3.484015 rms=101.180275 min=92.67054 max=101.0989]
SAWTOTH:REVERSE_BA stats (%): [5: µ=100.071884 σ=8.803963 rms=108.87585 min=85.92965 max=107.98005]
_RANDOM:REVERSE_BA stats (%): [4: µ=99.08847 σ=10.444011 rms=109.53248 min=86.146095 max=111.39535]
PLATEAU:REVERSE_BA stats (%): [5: µ=133.24309 σ=62.0103 rms=195.25339 min=85.539215 max=237.12686]
SHUFFLE:REVERSE_BA stats (%): [5: µ=105.39695 σ=5.116852 rms=110.5138 min=99.714096 max=109.67366]
STAGGER:SORT______ stats (%): [5: µ=123.50759 σ=1.6490388 rms=125.15663 min=122.121216 max=126.24223]
SAWTOTH:SORT______ stats (%): [5: µ=118.00203 σ=20.51205 rms=138.51408 min=86.146095 max=140.19139]
_RANDOM:SORT______ stats (%): [5: µ=120.11608 σ=23.404802 rms=143.52087 min=86.64987 max=150.99432]
PLATEAU:SORT______ stats (%): [5: µ=133.22278 σ=61.599842 rms=194.82262 min=86.24078 max=236.4486]
SHUFFLE:SORT______ stats (%): [5: µ=123.12684 σ=0.9129372 rms=124.03977 min=121.65507 max=124.00932]
STAGGER:DITHER____ stats (%): [5: µ=100.39926 σ=2.854996 rms=103.25426 min=96.95264 max=104.37294]
SAWTOTH:DITHER____ stats (%): [5: µ=102.43591 σ=3.3927457 rms=105.82866 min=98.08829 max=107.34489]
_RANDOM:DITHER____ stats (%): [5: µ=101.1567 σ=3.2012045 rms=104.35791 min=97.08664 max=105.80096]
PLATEAU:DITHER____ stats (%): [5: µ=112.42189 σ=17.62224 rms=130.04413 min=100.78003 max=141.77777]
SHUFFLE:DITHER____ stats (%): [5: µ=109.42795 σ=10.285222 rms=119.71317 min=98.56739 max=124.142395]
