
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =    3000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 9 with reps: 15695

10000 4  SHUFFLE REVERSE___	   0.001586	   0.363530	   0.377554	   0.327628	   0.391789	   0.222311	   0.433920	     96.29 % 
10000 4  STAGGER REVERSE_FR	   0.001587	   0.086498	   0.055123	   0.048063	   0.050534	   0.075411	   0.176630	    156.92 % .!!!.
10000 4  SAWTOTH REVERSE_FR	   0.001588	   0.024905	   0.021126	   0.021614	   0.022075	   0.112490	   0.349451	    117.89 % .!!.
10000 4  _RANDOM REVERSE_FR	   0.001586	   0.094957	   0.094665	   0.094738	   0.094640	   0.112905	   0.584059	    100.31 % ..
10000 4  PLATEAU REVERSE_FR	   0.001590	   0.034085	   0.003293	   0.003296	   0.003280	   0.002939	   0.044309	   1035.22 % .!!!!!.
10000 4  SHUFFLE REVERSE_FR	   0.001586	   0.392175	   0.332493	   0.278696	   0.358339	   0.223515	   0.431301	    117.95 % .!!.
10000 4  STAGGER REVERSE_BA	   0.001587	   0.090055	   0.055035	   0.047926	   0.050559	   0.077997	   0.176288	    163.63 % .!!!!.
10000 4  SAWTOTH REVERSE_BA	   0.001590	   0.022539	   0.024979	   0.024443	   0.026110	   0.112355	   0.350433	     90.23 % 
10000 4  _RANDOM REVERSE_BA	   0.001592	   0.098321	   0.091568	   0.093773	   0.091245	   0.112929	   0.584356	    107.38 % .!.
10000 4  PLATEAU REVERSE_BA	   0.001589	   0.004805	   0.005946	   0.005943	   0.005930	   0.004016	   0.044298	     80.80 % 
10000 4  SHUFFLE REVERSE_BA	   0.001587	   0.383902	   0.433406	   0.382499	   0.444517	   0.221576	   0.431509	     88.58 % 
10000 4  STAGGER SORT______	   0.001582	   0.004813	   0.005969	   0.005954	   0.005949	   0.004034	   0.039889	     80.64 % 
10000 4  SAWTOTH SORT______	   0.001587	   0.004829	   0.005276	   0.005279	   0.005268	   0.003784	   0.044434	     91.53 % 
10000 4  _RANDOM SORT______	   0.001589	   0.004793	   0.005276	   0.005277	   0.005278	   0.003763	   0.044395	     90.85 % 
10000 4  PLATEAU SORT______	   0.001587	   0.004813	   0.005952	   0.005940	   0.005931	   0.004020	   0.044341	     80.86 % 
10000 4  SHUFFLE SORT______	   0.001591	   0.004809	   0.005930	   0.005934	   0.005937	   0.004020	   0.040118	     81.09 % 
10000 4  STAGGER DITHER____	   0.001583	   0.082991	   0.043467	   0.037691	   0.039513	   0.071976	   0.127500	    190.93 % .!!!!.
10000 4  SAWTOTH DITHER____	   0.001580	   0.040825	   0.031620	   0.031136	   0.031113	   0.112382	   0.376433	    129.11 % .!!!.
10000 4  _RANDOM DITHER____	   0.001591	   0.136767	   0.136389	   0.134448	   0.136792	   0.112655	   0.663072	    100.28 % ..
10000 4  PLATEAU DITHER____	   0.001588	   0.028749	   0.024451	   0.025235	   0.025028	   0.112417	   0.354191	    117.58 % .!!.
10000 4  SHUFFLE DITHER____	   0.001588	   0.423584	   0.409110	   0.362050	   0.418683	   0.285177	   0.459086	    103.54 % ..
10000 16  STAGGER IDENT_____	   0.001585	   0.154269	   0.547170	   0.489759	   0.566761	   0.191281	   0.178686	     28.19 % 
10000 16  SAWTOTH IDENT_____	   0.001590	   0.078585	   0.116564	   0.111181	   0.118575	   0.112458	   0.347504	     67.42 % 
10000 16  _RANDOM IDENT_____	   0.001590	   0.223561	   0.220853	   0.225390	   0.222433	   0.112941	   0.760101	    101.23 % ..
10000 16  PLATEAU IDENT_____	   0.001585	   0.004810	   0.005939	   0.005946	   0.005940	   0.004026	   0.044350	     81.00 % 
10000 16  SHUFFLE IDENT_____	   0.001585	   0.256951	   0.177947	   0.150068	   0.187459	   0.227373	   0.276743	    144.40 % .!!!.
10000 16  STAGGER REVERSE___	   0.001590	   0.166097	   0.554717	   0.499459	   0.574350	   0.203896	   0.284738	     29.94 % 
10000 16  SAWTOTH REVERSE___	   0.001583	   0.091627	   0.046870	   0.044720	   0.046457	   0.112655	   0.395650	    195.49 % .!!!!.
10000 16  _RANDOM REVERSE___	   0.001589	   0.228430	   0.233587	   0.227008	   0.233705	   0.112869	   0.758631	     97.79 % 
10000 16  PLATEAU REVERSE___	   0.001588	   0.012443	   0.003291	   0.003298	   0.003282	   0.002987	   0.044433	    378.04 % .!!!!!.
10000 16  SHUFFLE REVERSE___	   0.001587	   0.219612	   0.234769	   0.189697	   0.240767	   0.229181	   0.365821	     93.54 % 
10000 16  STAGGER REVERSE_FR	   0.001589	   0.155692	   0.559359	   0.498715	   0.578090	   0.202303	   0.228908	     27.83 % 
10000 16  SAWTOTH REVERSE_FR	   0.001590	   0.109534	   0.074657	   0.068177	   0.075927	   0.112707	   0.381313	    146.72 % .!!!.
10000 16  _RANDOM REVERSE_FR	   0.001585	   0.230207	   0.232754	   0.230066	   0.235503	   0.112876	   0.759296	     98.91 % 
10000 16  PLATEAU REVERSE_FR	   0.001588	   0.034181	   0.003311	   0.003327	   0.003305	   0.002966	   0.044457	   1032.38 % .!!!!!.
10000 16  SHUFFLE REVERSE_FR	   0.001584	   0.261515	   0.191719	   0.145119	   0.207435	   0.227820	$   0.315102	    136.41 % .!!!.
10000 16  STAGGER REVERSE_BA	   0.001582	   0.158217	   0.556962	   0.494261	   0.578120	   0.199258	   0.229541	     28.41 % 
10000 16  SAWTOTH REVERSE_BA	   0.001588	   0.101342	   0.109100	   0.102276	   0.110879	   0.112454	   0.380236	     92.89 % 
10000 16  _RANDOM REVERSE_BA	   0.001590	   0.227213	   0.225298	   0.214284	   0.223054	   0.112895	   0.759212	    100.85 % ..
10000 16  PLATEAU REVERSE_BA	   0.001585	   0.004814	   0.005934	   0.005946	   0.005943	   0.004026	   0.044354	     81.13 % 
10000 16  SHUFFLE REVERSE_BA	   0.001590	   0.227827	   0.229699	   0.194866	   0.237915	   0.229038	   0.309982	     99.19 % 
10000 16  STAGGER SORT______	   0.001585	   0.004808	   0.005947	   0.005947	   0.005934	   0.004022	   0.039912	     80.84 % 
10000 16  SAWTOTH SORT______	   0.001584	   0.004844	   0.005795	   0.005790	   0.005789	   0.003967	   0.044549	     83.58 % 
10000 16  _RANDOM SORT______	   0.001585	   0.004829	   0.005794	   0.005805	   0.005786	   0.003964	   0.044567	     83.34 % 
10000 16  PLATEAU SORT______	   0.001590	   0.004804	   0.005940	   0.005935	   0.005939	   0.004015	   0.044256	     80.87 % 
10000 16  SHUFFLE SORT______	   0.001589	   0.004802	   0.005942	   0.005939	   0.005933	   0.004024	   0.039839	     80.80 % 
10000 16  STAGGER DITHER____	   0.001585	   0.154326	   0.530763	   0.479178	   0.553633	   0.191852	   0.179426	     29.08 % 
10000 16  SAWTOTH DITHER____	   0.001585	   0.164925	   0.166200	   0.165038	   0.172237	   0.112440	   0.482558	     99.23 % 
10000 16  _RANDOM DITHER____	   0.001588	   0.236074	   0.246203	   0.245732	   0.255519	   0.112929	   0.778790	     95.89 % 
10000 16  PLATEAU DITHER____	   0.001583	   0.028636	   0.026023	   0.026866	   0.028254	   0.112379	   0.351210	    110.04 % .!!.
10000 16  SHUFFLE DITHER____	   0.001583	   0.289742	   0.217088	   0.182846	   0.224842	   0.237351	   0.302933	    133.47 % .!!!.
10000 64  STAGGER IDENT_____	   0.001590	   0.231171	   0.607391	   0.565143	   0.625294	   0.159058	   0.232673	     38.06 % 
10000 64  SAWTOTH IDENT_____	   0.001584	   0.225728	   0.241577	   0.217561	   0.263933	   0.113165	   0.284683	     93.44 % 
10000 64  _RANDOM IDENT_____	   0.001586	   0.389134	   0.392932	   0.371923	   0.393064	   0.113301	   0.898539	     99.03 % 
10000 64  PLATEAU IDENT_____	   0.001588	   0.004811	   0.005937	   0.005941	   0.005937	   0.004020	   0.044333	     81.04 % 
10000 64  SHUFFLE IDENT_____	   0.001588	   0.205339	   0.108486	   0.091408	   0.119541	   0.228488	   0.205598	    189.28 % .!!!!.
10000 64  STAGGER REVERSE___	   0.001589	   0.240503	   0.619134	   0.566473	   0.632167	   0.161017	   0.355021	     38.85 % 
10000 64  SAWTOTH REVERSE___	   0.001587	   0.234895	   0.231045	   0.207674	   0.258814	   0.113978	   0.392518	    101.67 % ..
10000 64  _RANDOM REVERSE___	   0.001588	   0.383072	   0.388071	   0.370062	   0.390556	   0.113328	   0.898355	     98.71 % 
10000 64  PLATEAU REVERSE___	   0.001587	   0.012425	   0.003397	   0.003405	   0.003393	   0.003056	   0.044845	    365.81 % .!!!!!.
10000 64  SHUFFLE REVERSE___	   0.001590	   0.204937	   0.144021	   0.118171	   0.153923	   0.227706	   0.298798	    142.30 % .!!!.
10000 64  STAGGER REVERSE_FR	   0.001589	   0.234876	   0.656402	   0.581265	   0.673037	   0.161419	   0.289779	     35.78 % 
10000 64  SAWTOTH REVERSE_FR	   0.001590	   0.256920	   0.291999	   0.228678	   0.339982	   0.113955	   0.358036	     87.99 % 
10000 64  _RANDOM REVERSE_FR	   0.001588	   0.387189	   0.396077	   0.376392	   0.400613	   0.113347	   0.898480	     97.76 % 
10000 64  PLATEAU REVERSE_FR	   0.001589	   0.034104	   0.003421	   0.003427	   0.003409	   0.003012	   0.044781	    996.95 % .!!!!!.
10000 64  SHUFFLE REVERSE_FR	   0.001589	   0.224778	   0.141572	   0.108769	   0.155196	   0.225479	   0.247484	    158.77 % .!!!.
10000 64  STAGGER REVERSE_BA	   0.001585	   0.235844	   0.632381	   0.572996	   0.656279	   0.160297	   0.291176	     37.29 % 
10000 64  SAWTOTH REVERSE_BA	   0.001585	   0.207006	   0.216344	   0.203596	   0.225637	   0.113245	   0.357973	     95.68 % 
10000 64  _RANDOM REVERSE_BA	   0.001591	   0.377998	   0.393983	   0.365693	   0.393117	   0.113305	   0.898827	     95.94 % 
10000 64  PLATEAU REVERSE_BA	   0.001590	   0.004810	   0.005944	   0.005945	   0.005937	   0.004020	   0.044266	     80.93 % 
10000 64  SHUFFLE REVERSE_BA	   0.001583	   0.175591	   0.142548	   0.115732	   0.156833	   0.227482	   0.247116	    123.18 % .!!!.
10000 64  STAGGER SORT______	   0.001591	   0.004797	   0.005960	   0.005951	   0.005941	   0.004029	   0.039976	     80.49 % 
10000 64  SAWTOTH SORT______	   0.001586	   0.004800	   0.005910	   0.005919	   0.005905	   0.004014	   0.043124	     81.22 % 
10000 64  _RANDOM SORT______	   0.001589	   0.004809	   0.005924	   0.005921	   0.005903	   0.004006	   0.044035	     81.18 % 
10000 64  PLATEAU SORT______	   0.001589	   0.004806	   0.005946	   0.005946	   0.005934	   0.004019	   0.044355	     80.83 % 
10000 64  SHUFFLE SORT______	   0.001585	   0.004815	   0.005948	   0.005962	   0.005944	   0.004028	   0.039893	     80.95 % 
10000 64  STAGGER DITHER____	   0.001587	   0.231152	   0.607192	   0.564642	   0.625010	   0.159531	   0.232769	     38.07 % 
10000 64  SAWTOTH DITHER____	   0.001589	   0.279787	   0.333952	   0.285353	   0.342122	   0.112928	   0.380920	     83.78 % 
10000 64  _RANDOM DITHER____	   0.001583	   0.391952	   0.407499	   0.390502	   0.406831	   0.113366	   0.900660	     96.18 % 
10000 64  PLATEAU DITHER____	   0.001590	   0.029215	   0.026134	   0.026934	   0.028233	   0.112600	   0.352151	    111.79 % .!!.
10000 64  SHUFFLE DITHER____	   0.001587	   0.236637	   0.138313	   0.113002	   0.146655	   0.229259	   0.223123	    171.09 % .!!!!.
10000 256  STAGGER IDENT_____	   0.001585	   0.675976	   0.672057	   0.619599	   0.686895	   0.192900	   0.288103	    100.58 % ..
10000 256  SAWTOTH IDENT_____	   0.001584	   0.188786	   0.443994	   0.371525	   0.457492	   0.114643	   0.219042	     42.52 % 
10000 256  _RANDOM IDENT_____	   0.001587	   0.533795	   0.588570	   0.552777	   0.580695	   0.114174	   1.009059	     90.69 % 
10000 256  PLATEAU IDENT_____	   0.001589	   0.004821	   0.005949	   0.005942	   0.005930	   0.004018	   0.044276	     81.04 % 
10000 256  SHUFFLE IDENT_____	   0.001588	   0.157741	   0.088755	   0.069245	   0.095218	   0.226542	   0.153784	    177.73 % .!!!!.
10000 256  STAGGER REVERSE___	   0.001580	   0.655876	   0.684207	   0.628597	   0.694662	   0.199656	   0.389107	     95.86 % 
10000 256  SAWTOTH REVERSE___	   0.001584	   0.200854	   0.463686	   0.370247	   0.478192	   0.117340	   0.341546	     43.32 % 
10000 256  _RANDOM REVERSE___	   0.001589	   0.524257	   0.590554	   0.552688	   0.584239	   0.114197	   1.007890	     88.77 % 
10000 256  PLATEAU REVERSE___	   0.001586	   0.012473	   0.003831	   0.003836	   0.003809	   0.003313	   0.046335	    325.55 % .!!!!!.
10000 256  SHUFFLE REVERSE___	   0.001582	   0.152859	   0.136054	   0.111845	   0.145439	   0.222190	   0.256718	    112.35 % .!!.
10000 256  STAGGER REVERSE_FR	   0.001586	   0.675486	   0.680771	   0.620637	   0.707185	   0.199239	   0.352503	     99.22 % 
10000 256  SAWTOTH REVERSE_FR	   0.001584	   0.199711	   0.439756	   0.368129	   0.454105	   0.117482	   0.274640	     45.41 % 
10000 256  _RANDOM REVERSE_FR	   0.001589	   0.533413	   0.598930	   0.564064	   0.591944	   0.114151	   1.009097	     89.06 % 
10000 256  PLATEAU REVERSE_FR	   0.001589	   0.034083	   0.003832	   0.003846	   0.003821	   0.003273	   0.046300	    889.52 % .!!!!!.
10000 256  SHUFFLE REVERSE_FR	   0.001586	   0.160278	   0.137188	   0.102714	   0.149036	   0.226328	   0.205037	    116.83 % .!!.
10000 256  STAGGER REVERSE_BA	   0.001589	   0.670720	   0.693409	   0.629008	   0.702514	   0.198781	   0.352810	     96.73 % 
10000 256  SAWTOTH REVERSE_BA	   0.001585	   0.201374	   0.398148	   0.343511	   0.411061	   0.114645	   0.275504	     50.58 % 
10000 256  _RANDOM REVERSE_BA	   0.001586	   0.526215	   0.598880	   0.552941	   0.592695	   0.114130	   1.007791	     87.87 % 
10000 256  PLATEAU REVERSE_BA	   0.001584	   0.004813	   0.005955	   0.005947	   0.005941	   0.004029	   0.044273	     80.82 % 
10000 256  SHUFFLE REVERSE_BA	   0.001589	   0.166469	   0.116056	   0.088084	   0.122792	   0.223060	   0.204198	    143.44 % .!!!.
10000 256  STAGGER SORT______	   0.001588	   0.004813	   0.005950	   0.005937	   0.005936	   0.004030	   0.039878	     80.89 % 
10000 256  SAWTOTH SORT______	   0.001586	   0.004792	   0.005944	   0.005940	   0.005937	   0.004028	   0.041181	     80.61 % 
10000 256  _RANDOM SORT______	   0.001584	   0.004816	   0.005956	   0.005955	   0.005942	   0.004010	   0.042686	     80.85 % 
10000 256  PLATEAU SORT______	   0.001592	   0.004804	   0.005945	   0.005935	   0.005938	   0.004016	   0.044195	     80.80 % 
10000 256  SHUFFLE SORT______	   0.001591	   0.004812	   0.005940	   0.005944	   0.005934	   0.004018	   0.039948	     81.01 % 
10000 256  STAGGER DITHER____	   0.001587	   0.671247	   0.684312	   0.628129	   0.695566	   0.192580	   0.295463	     98.09 % 
10000 256  SAWTOTH DITHER____	   0.001587	   0.357039	   0.471505	   0.411283	   0.477577	   0.113819	   0.279954	     75.72 % 
10000 256  _RANDOM DITHER____	   0.001589	   0.534619	   0.595336	   0.554970	   0.585780	   0.115165	   1.009756	     89.80 % 
10000 256  PLATEAU DITHER____	   0.001586	   0.030880	   0.029180	   0.027444	   0.032199	   0.113304	   0.349690	    105.83 % .!.
10000 256  SHUFFLE DITHER____	   0.001587	   0.191534	   0.100873	   0.079827	   0.106288	   0.224919	   0.181231	    189.88 % .!!!!.
10000 1024  STAGGER IDENT_____	   0.001589	   0.503261	   0.612628	   0.578803	   0.615534	   0.158085	   0.360599	     82.15 % 
10000 1024  SAWTOTH IDENT_____	   0.001585	   0.113602	   0.061539	   0.053199	   0.056529	   0.098758	   0.155648	    184.60 % .!!!!.
10000 1024  _RANDOM IDENT_____	   0.001587	   0.734408	   0.741267	   0.693177	   0.750050	   0.169448	   1.095857	     99.07 % 
10000 1024  PLATEAU IDENT_____	   0.001586	   0.004813	   0.005952	   0.005937	   0.005936	   0.004030	   0.043950	     80.88 % 
10000 1024  SHUFFLE IDENT_____	   0.001585	!  0.065107	!  0.041278	!  0.032727	!  0.043655	!  0.106720	   0.072376	    157.73 % .!!!.
10000 1024  STAGGER REVERSE___	   0.001585	   0.507143	   0.615569	   0.575939	   0.627340	   0.157401	   0.383703	     82.39 % 
10000 1024  SAWTOTH REVERSE___	   0.001584	   0.121677	   0.071400	   0.062371	   0.065712	   0.105015	   0.264744	    170.42 % .!!!!.
10000 1024  _RANDOM REVERSE___	   0.001588	   0.722623	   0.743648	   0.696008	   0.753606	   0.169879	   1.096393	     97.17 % 
10000 1024  PLATEAU REVERSE___	   0.001586	   0.012377	   0.005476	   0.005491	   0.005478	   0.004335	   0.052168	    226.01 % .!!!!!.
10000 1024  SHUFFLE REVERSE___	   0.001588	   0.068421	!  0.096931	!  0.081039	!  0.101220	!  0.115259	   0.161084	     70.59 % 
10000 1024  STAGGER REVERSE_FR	   0.001588	   0.518060	   0.628564	   0.578336	   0.630079	   0.157698	   0.379812	     82.42 % 
10000 1024  SAWTOTH REVERSE_FR	   0.001590	   0.117479	   0.068950	   0.059563	   0.063310	   0.102269	   0.209103	    170.38 % .!!!!.
10000 1024  _RANDOM REVERSE_FR	   0.001587	   0.728153	   0.746499	   0.694819	   0.751581	   0.170104	   1.095703	     97.54 % 
10000 1024  PLATEAU REVERSE_FR	   0.001591	   0.034069	   0.005502	   0.005505	   0.005486	   0.004292	   0.052278	    619.16 % .!!!!!.
10000 1024  SHUFFLE REVERSE_FR	   0.001585	!  0.066782	!  0.077458	!  0.060616	!  0.082469	!  0.117136	   0.116075	     86.22 % 
10000 1024  STAGGER REVERSE_BA	   0.001588	   0.505744	   0.621982	   0.587349	   0.627726	   0.157694	   0.372618	     81.31 % 
10000 1024  SAWTOTH REVERSE_BA	   0.001583	   0.123536	   0.068280	   0.059189	   0.062763	   0.104947	   0.209640	    180.93 % .!!!!.
10000 1024  _RANDOM REVERSE_BA	   0.001589	   0.724287	   0.743901	   0.694287	   0.749900	   0.169792	   1.095907	     97.36 % 
10000 1024  PLATEAU REVERSE_BA	   0.001586	   0.004810	   0.005943	   0.005944	   0.005935	   0.004021	   0.043954	     80.94 % 
10000 1024  SHUFFLE REVERSE_BA	   0.001589	   0.081226	!  0.081533	!  0.068058	!  0.086088	!  0.120133	   0.116150	     99.62 % 
10000 1024  STAGGER SORT______	   0.001591	   0.004807	   0.005950	   0.005952	   0.005946	   0.004028	   0.041839	     80.79 % 
10000 1024  SAWTOTH SORT______	   0.001586	   0.004811	   0.005954	   0.005962	   0.005957	   0.004023	   0.039993	     80.80 % 
10000 1024  _RANDOM SORT______	   0.001585	   0.004799	   0.005959	   0.005971	   0.005965	   0.004019	   0.039846	     80.54 % 
10000 1024  PLATEAU SORT______	   0.001590	   0.004799	   0.005948	   0.005937	   0.005938	   0.004018	   0.043881	     80.68 % 
10000 1024  SHUFFLE SORT______	   0.001589	   0.004802	   0.005935	   0.005950	   0.005941	   0.004017	   0.039820	     80.91 % 
10000 1024  STAGGER DITHER____	   0.001589	   0.502772	   0.612159	   0.578018	   0.615319	   0.158526	   0.360110	     82.13 % 
10000 1024  SAWTOTH DITHER____	   0.001589	   0.456744	   0.580537	   0.495843	   0.588926	   0.138440	   0.231770	     78.68 % 
10000 1024  _RANDOM DITHER____	   0.001592	   0.728135	   0.735841	   0.692794	   0.743709	   0.169943	   1.094976	     98.95 % 
10000 1024  PLATEAU DITHER____	   0.001590	   0.035537	   0.031916	   0.031747	   0.034009	   0.116056	   0.339589	    111.34 % .!!.
10000 1024  SHUFFLE DITHER____	   0.001583	   0.099918	   0.076871	$   0.060524	   0.081676	   0.191560	   0.150940	    129.98 % .!!!.
10000 4096  STAGGER IDENT_____	   0.001590	   0.725714	   0.724744	   0.665063	   0.734434	   0.187489	   0.397245	    100.13 % ..
10000 4096  SAWTOTH IDENT_____	   0.001583	   0.051470	   0.030751	   0.027683	   0.027771	   0.045238	   0.102710	    167.38 % .!!!!.
10000 4096  _RANDOM IDENT_____	   0.001590	   0.791180	   0.760456	   0.704578	   0.774184	   0.201370	   1.274187	    104.04 % ..
10000 4096  PLATEAU IDENT_____	   0.001587	   0.004805	   0.005946	   0.005948	   0.005934	   0.004016	   0.042685	     80.81 % 
10000 4096  SHUFFLE IDENT_____	   0.001584	!  0.027755	!  0.013857	!  0.012718	!  0.013452	!  0.024216	!  0.059436	    200.29 % .!!!!!.
10000 4096  STAGGER REVERSE___	   0.001591	   0.709519	   0.724653	   0.666048	   0.730677	   0.188878	   0.399809	     97.91 % 
10000 4096  SAWTOTH REVERSE___	   0.001584	   0.057272	   0.044786	   0.040292	   0.041811	   0.050718	   0.203850	    127.88 % .!!!.
10000 4096  _RANDOM REVERSE___	   0.001589	   0.783129	   0.749986	   0.695230	   0.762331	   0.201402	   1.275782	    104.42 % ..
10000 4096  PLATEAU REVERSE___	   0.001589	   0.012170	   0.012050	   0.012055	   0.011928	   0.008383	   0.077158	    100.99 % ..
10000 4096  SHUFFLE REVERSE___	   0.001585	!  0.032449	!  0.025348	   0.023570	   0.023935	!  0.029229	   0.146808	    128.01 % .!!!.
10000 4096  STAGGER REVERSE_FR	   0.001585	   0.723421	   0.741216	   0.669250	   0.750324	   0.187722	   0.422947	     97.60 % 
10000 4096  SAWTOTH REVERSE_FR	   0.001590	   0.060283	   0.040244	   0.035517	   0.036526	   0.053348	   0.150814	    149.79 % .!!!.
10000 4096  _RANDOM REVERSE_FR	   0.001591	   0.790135	   0.760278	   0.701667	   0.769650	   0.201254	   1.275960	    103.93 % ..
10000 4096  PLATEAU REVERSE_FR	   0.001587	   0.033700	   0.009186	   0.009134	   0.009181	   0.006552	   0.077150	    366.85 % .!!!!!.
10000 4096  SHUFFLE REVERSE_FR	   0.001587	!  0.031842	!  0.019918	!  0.018247	!  0.018999	!  0.047833	   0.102483	    159.87 % .!!!.
10000 4096  STAGGER REVERSE_BA	   0.001587	   0.719695	   0.703109	   0.650508	   0.711913	   0.188161	   0.426030	    102.36 % ..
10000 4096  SAWTOTH REVERSE_BA	   0.001588	   0.060798	   0.042080	   0.037507	   0.039063	   0.053480	   0.151004	    144.48 % .!!!.
10000 4096  _RANDOM REVERSE_BA	   0.001588	   0.787564	   0.754240	   0.698199	   0.766831	   0.201407	   1.273960	    104.42 % ..
10000 4096  PLATEAU REVERSE_BA	   0.001583	   0.004808	   0.005945	   0.005953	   0.005939	   0.004022	   0.042716	     80.87 % 
10000 4096  SHUFFLE REVERSE_BA	   0.001589	!  0.056300	   0.033867	   0.029716	   0.031746	!  0.049692	   0.102312	    166.24 % .!!!!.
10000 4096  STAGGER SORT______	   0.001590	   0.004807	   0.005944	   0.005945	   0.005932	   0.004023	   0.039896	     80.87 % 
10000 4096  SAWTOTH SORT______	   0.001589	   0.004806	   0.005963	   0.005959	   0.005959	   0.004036	   0.039870	     80.60 % 
10000 4096  _RANDOM SORT______	   0.001587	   0.004785	   0.005940	   0.005949	   0.005938	   0.004026	   0.040008	     80.56 % 
10000 4096  PLATEAU SORT______	   0.001590	   0.004800	   0.005939	   0.005938	   0.005932	   0.004020	   0.042704	     80.83 % 
10000 4096  SHUFFLE SORT______	   0.001586	   0.004810	   0.005937	   0.005942	   0.005944	   0.004021	   0.039871	     81.02 % 
10000 4096  STAGGER DITHER____	   0.001585	   0.722081	   0.719542	   0.660107	   0.729592	   0.187582	   0.409119	    100.35 % ..
10000 4096  SAWTOTH DITHER____	   0.001586	   0.403433	   0.551971	   0.430904	   0.562794	   0.167741	   0.212184	     73.09 % 
10000 4096  _RANDOM DITHER____	   0.001587	   0.787349	   0.758430	   0.701254	   0.769133	   0.201493	   1.275065	    103.81 % ..
10000 4096  PLATEAU DITHER____	   0.001587	   0.057102	   0.055281	   0.048690	   0.057382	   0.129990	   0.281580	    103.29 % ..
10000 4096  SHUFFLE DITHER____	   0.001590	   0.084845	   0.073735	$   0.056873	   0.077189	   0.179227	   0.145597	    115.07 % .!!.
10000 16384  STAGGER IDENT_____	   0.001590	   0.711593	   0.718109	   0.660670	   0.721532	   0.159407	   0.394570	     99.09 % 
10000 16384  SAWTOTH IDENT_____	   0.001587	   0.004809	   0.005937	   0.005947	   0.005942	   0.004019	   0.039866	     81.01 % 
10000 16384  _RANDOM IDENT_____	   0.001586	   0.789334	   0.765600	   0.704344	   0.778188	   0.302817	   1.278078	    103.10 % ..
10000 16384  PLATEAU IDENT_____	   0.001588	   0.004810	   0.005940	   0.005938	   0.005938	   0.004024	   0.039903	     80.98 % 
10000 16384  SHUFFLE IDENT_____	   0.001589	!  0.023157	!  0.014038	!  0.012930	!  0.013638	!  0.020383	!  0.054918	    164.95 % .!!!!.
10000 16384  STAGGER REVERSE___	   0.001587	   0.709097	   0.697069	   0.643926	   0.702135	   0.159465	   0.386134	    101.73 % ..
10000 16384  SAWTOTH REVERSE___	   0.001587	   0.011868	   0.015396	   0.015320	   0.015356	   0.010457	   0.128301	     77.09 % 
10000 16384  _RANDOM REVERSE___	   0.001587	   0.787910	   0.756317	   0.703924	   0.769659	   0.302776	   1.277483	    104.18 % ..
10000 16384  PLATEAU REVERSE___	   0.001590	   0.011855	   0.015388	   0.015324	   0.015350	   0.010451	   0.128223	     77.04 % 
10000 16384  SHUFFLE REVERSE___	   0.001589	!  0.028420	!  0.025078	!  0.023205	!  0.023619	!  0.025619	   0.144369	    113.33 % .!!.
10000 16384  STAGGER REVERSE_FR	   0.001588	   0.718060	   0.724650	   0.663968	   0.723399	   0.159392	   0.425077	     99.09 % 
10000 16384  SAWTOTH REVERSE_FR	   0.001586	   0.008314	   0.010681	   0.010702	   0.010682	   0.030005	   0.082356	     77.83 % 
10000 16384  _RANDOM REVERSE_FR	   0.001589	   0.793986	   0.764907	   0.707451	   0.776572	   0.302825	   1.276394	    103.80 % ..
10000 16384  PLATEAU REVERSE_FR	   0.001587	   0.008317	   0.010698	   0.010698	   0.010683	   0.029996	   0.082437	     77.74 % 
10000 16384  SHUFFLE REVERSE_FR	   0.001587	!  0.026935	!  0.019935	!  0.018243	!  0.019072	!  0.042678	   0.098121	    135.11 % .!!!.
10000 16384  STAGGER REVERSE_BA	   0.001587	   0.708737	   0.716461	   0.652320	   0.717369	   0.158879	   0.424093	     98.92 % 
10000 16384  SAWTOTH REVERSE_BA	   0.001587	   0.037598	   0.029363	   0.026126	   0.027891	   0.032983	   0.082480	    128.05 % .!!!.
10000 16384  _RANDOM REVERSE_BA	   0.001589	   0.788187	   0.752111	   0.699424	   0.762453	   0.302598	   1.275613	    104.80 % ..
10000 16384  PLATEAU REVERSE_BA	   0.001590	   0.037631	   0.029101	   0.025974	   0.027885	   0.032992	   0.082386	    129.31 % .!!!.
10000 16384  SHUFFLE REVERSE_BA	   0.001585	   0.049129	   0.031013	   0.027469	   0.029434	   0.043237	   0.098268	    158.41 % .!!!.
10000 16384  STAGGER SORT______	   0.001586	   0.004800	   0.005960	   0.005955	   0.005948	   0.004043	   0.040011	     80.53 % 
10000 16384  SAWTOTH SORT______	   0.001588	   0.004808	   0.005940	   0.005937	   0.005939	   0.004016	   0.039873	     80.94 % 
