
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_18_11_21	DPQ_11	RADIX	MARLIN	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

2000 4  SHUFFLE REVERSE_FR	   0.000170	   0.027094	   0.026562	   0.027591	   0.036152	   0.039862	   0.046565	    102.00 % ..
2000 4  STAGGER REVERSE_BA	   0.000171	   0.029629	   0.030000	   0.030592	   0.018041	   0.017027	   0.030898	     98.76 % 
2000 4  SAWTOTH REVERSE_BA	   0.000170	   0.004647	   0.004940	   0.004729	   0.006431	   0.024541	   0.046582	     94.07 % 
2000 4  _RANDOM REVERSE_BA	   0.000171	$!  0.009347	   0.004827	   0.004432	!  0.010514	   0.024578	   0.065630	    193.65 % .!!!!.
2000 4  PLATEAU REVERSE_BA	   0.000171	   0.001373	   0.001608	   0.001614	   0.001198	   0.000907	   0.009295	     85.35 % 
2000 4  SHUFFLE REVERSE_BA	   0.000171	   0.047849	   0.042420	   0.049539	   0.029437	   0.039362	   0.046511	    112.80 % .!!.
2000 4  STAGGER SORT______	   0.000172	   0.007653	   0.008000	   0.006423	   0.001203	   0.000914	   0.008418	     95.66 % 
2000 4  SAWTOTH SORT______	   0.000171	   0.005104	   0.004532	   0.004548	   0.001073	   0.000856	   0.009276	    112.61 % .!!.
2000 4  _RANDOM SORT______	   0.000171	   0.004509	   0.004116	   0.004138	   0.001079	   0.000854	   0.009284	    109.54 % .!.
2000 4  PLATEAU SORT______	   0.000171	   0.001379	   0.001617	   0.001612	   0.001199	   0.000913	   0.009284	     85.29 % 
2000 4  SHUFFLE SORT______	   0.000171	   0.007450	   0.007910	   0.006382	   0.001199	   0.000912	   0.008383	     94.19 % 
2000 4  STAGGER DITHER____	   0.000170	   0.033279	   0.032603	   0.033413	   0.016902	   0.015931	   0.025323	    102.07 % ..
2000 4  SAWTOTH DITHER____	   0.000171	   0.006225	   0.006426	   0.006140	   0.010288	   0.024690	   0.046698	     96.86 % 
2000 4  _RANDOM DITHER____	   0.000171	   0.006391	   0.006851	   0.006334	   0.011339	   0.024392	   0.079319	     93.29 % 
2000 4  PLATEAU DITHER____	   0.000170	   0.005359	   0.005491	   0.005273	   0.007152	   0.024354	   0.044973	     97.61 % 
2000 4  SHUFFLE DITHER____	   0.000171	   0.030907	$   0.031236	   0.034514	   0.034372	   0.042563	   0.044718	     98.95 % 
2000 16  STAGGER IDENT_____	   0.000171	   0.044222	   0.044171	   0.046156	   0.029651	   0.035732	   0.033508	    100.12 % ..
2000 16  SAWTOTH IDENT_____	   0.000170	   0.012353	   0.011882	   0.011773	   0.013091	   0.024594	   0.044864	    103.96 % ..
2000 16  _RANDOM IDENT_____	   0.000171	   0.015956	   0.016373	$!  0.019167	   0.023315	   0.024626	   0.098308	     97.45 % 
2000 16  PLATEAU IDENT_____	   0.000171	   0.001503	   0.001638	   0.001634	   0.001200	   0.000917	   0.009289	     91.79 % 
2000 16  SHUFFLE IDENT_____	   0.000170	   0.016326	   0.017558	   0.017269	   0.020642	   0.039496	   0.036575	     92.98 % 
2000 16  STAGGER REVERSE___	   0.000170	   0.043580	   0.044836	   0.048333	   0.031021	   0.036960	   0.044225	     97.20 % 
2000 16  SAWTOTH REVERSE___	   0.000171	   0.010428	   0.010425	   0.009960	   0.012964	   0.024977	   0.051412	    100.03 % ..
2000 16  _RANDOM REVERSE___	   0.000171	   0.017616	$   0.016665	   0.018063	   0.019954	   0.024726	   0.098853	    105.71 % .!.
2000 16  PLATEAU REVERSE___	   0.000171	   0.001537	   0.001668	   0.001683	   0.001777	   0.000741	   0.009355	     92.18 % 
2000 16  SHUFFLE REVERSE___	   0.000171	   0.020859	   0.020630	   0.020931	   0.022141	   0.040902	   0.045826	    101.11 % ..
2000 16  STAGGER REVERSE_FR	   0.000171	   0.045855	$   0.049943	   0.049059	   0.030185	   0.036407	   0.038705	     91.82 % 
2000 16  SAWTOTH REVERSE_FR	   0.000171	   0.013579	   0.014082	$!  0.020985	   0.012510	   0.024539	   0.048430	     96.43 % 
2000 16  _RANDOM REVERSE_FR	   0.000171	   0.016468	   0.014768	$!  0.016677	   0.019878	   0.024273	   0.098507	    111.51 % .!!.
2000 16  PLATEAU REVERSE_FR	   0.000170	   0.001565	   0.001681	   0.001686	   0.006812	   0.000746	   0.009384	     93.09 % 
2000 16  SHUFFLE REVERSE_FR	   0.000170	   0.018079	   0.018153	   0.018296	   0.023144	   0.039767	   0.040695	     99.59 % 
2000 16  STAGGER REVERSE_BA	   0.000170	   0.046182	   0.048057	   0.048148	   0.030549	   0.036142	   0.038935	     96.10 % 
2000 16  SAWTOTH REVERSE_BA	   0.000170	   0.010218	   0.009960	   0.009989	   0.011740	   0.024586	   0.048343	    102.59 % ..
2000 16  _RANDOM REVERSE_BA	   0.000171	   0.015823	   0.013388	$   0.014055	   0.018915	   0.024690	   0.098595	    118.18 % .!!.
2000 16  PLATEAU REVERSE_BA	   0.000170	   0.001521	   0.001638	   0.001639	   0.001207	   0.000910	   0.009307	     92.88 % 
2000 16  SHUFFLE REVERSE_BA	   0.000171	   0.021071	   0.021420	   0.021733	   0.020158	   0.040397	   0.040565	     98.37 % 
2000 16  STAGGER SORT______	   0.000171	   0.007493	   0.007932	   0.006411	   0.001194	   0.000910	   0.008396	     94.46 % 
2000 16  SAWTOTH SORT______	   0.000171	   0.009163	   0.008038	   0.008081	   0.001168	   0.000925	   0.009230	    113.99 % .!!.
2000 16  _RANDOM SORT______	   0.000171	   0.008314	   0.007287	   0.007463	   0.001169	   0.000919	   0.009308	    114.11 % .!!.
2000 16  PLATEAU SORT______	   0.000171	   0.001502	   0.001634	   0.001637	   0.001200	   0.000911	   0.009290	     91.92 % 
2000 16  SHUFFLE SORT______	   0.000171	   0.007494	   0.007878	   0.006386	   0.001204	   0.000916	   0.008409	     95.12 % 
2000 16  STAGGER DITHER____	   0.000170	   0.045194	   0.044230	$   0.047114	   0.029839	   0.035602	   0.033363	    102.18 % ..
2000 16  SAWTOTH DITHER____	   0.000170	   0.014041	   0.016491	$   0.015443	   0.015026	   0.024438	   0.050354	     85.15 % 
2000 16  _RANDOM DITHER____	   0.000171	   0.018888	   0.017853	$!  0.027911	   0.021477	   0.024660	   0.101156	    105.79 % .!.
2000 16  PLATEAU DITHER____	   0.000170	   0.005619	   0.005812	   0.005288	   0.007332	   0.024703	   0.045770	     96.68 % 
2000 16  SHUFFLE DITHER____	   0.000170	   0.017115	   0.017754	   0.017409	   0.020716	   0.040937	   0.037744	     96.40 % 
2000 64  STAGGER IDENT_____	   0.000171	   0.060343	   0.061835	   0.061643	   0.043869	   0.031592	   0.041081	     97.59 % 
2000 64  SAWTOTH IDENT_____	   0.000171	   0.027238	   0.022402	   0.024607	   0.031393	   0.024811	   0.037795	    121.59 % .!!!.
2000 64  _RANDOM IDENT_____	   0.000171	   0.050115	   0.053648	   0.054567	   0.040740	   0.023824	   0.122934	     93.42 % 
2000 64  PLATEAU IDENT_____	   0.000170	   0.002316	   0.001673	   0.001737	   0.001209	   0.000907	   0.009371	    138.44 % .!!!.
2000 64  SHUFFLE IDENT_____	   0.000170	   0.012492	   0.012846	   0.011728	   0.028571	   0.040430	   0.029688	     97.24 % 
2000 64  STAGGER REVERSE___	   0.000171	   0.059202	   0.062041	   0.059981	   0.044572	   0.031920	   0.049803	     95.42 % 
2000 64  SAWTOTH REVERSE___	   0.000170	   0.028080	   0.026396	   0.026555	   0.032653	   0.025576	   0.047707	    106.38 % .!.
2000 64  _RANDOM REVERSE___	   0.000171	   0.047501	$   0.051830	   0.052493	   0.041490	   0.024735	   0.121710	     91.65 % 
2000 64  PLATEAU REVERSE___	   0.000171	   0.002434	   0.001885	   0.001977	   0.001798	   0.000801	   0.009549	    129.15 % .!!!.
2000 64  SHUFFLE REVERSE___	   0.000171	   0.014789	   0.014384	   0.014676	   0.028346	   0.040979	   0.039698	    102.82 % ..
2000 64  STAGGER REVERSE_FR	   0.000171	   0.058601	   0.061776	   0.061783	   0.044489	   0.031927	   0.045548	     94.86 % 
2000 64  SAWTOTH REVERSE_FR	   0.000171	$   0.030477	   0.029843	   0.028379	   0.036355	   0.025388	   0.043351	    102.13 % ..
2000 64  _RANDOM REVERSE_FR	   0.000171	   0.049183	   0.051057	$   0.053031	   0.041523	   0.024689	   0.121646	     96.33 % 
2000 64  PLATEAU REVERSE_FR	   0.000171	   0.002421	   0.001830	   0.001848	   0.006794	   0.000811	   0.009561	    132.29 % .!!!.
2000 64  SHUFFLE REVERSE_FR	   0.000171	   0.015805	   0.016502	   0.015561	   0.029992	   0.041181	   0.034657	     95.78 % 
2000 64  STAGGER REVERSE_BA	   0.000170	   0.060567	   0.062637	   0.062339	   0.044711	   0.031889	   0.045707	     96.69 % 
2000 64  SAWTOTH REVERSE_BA	   0.000170	   0.028603	   0.028076	   0.028248	   0.037025	   0.024949	   0.041982	    101.88 % ..
2000 64  _RANDOM REVERSE_BA	   0.000170	   0.048928	   0.053992	   0.056034	   0.041131	   0.024340	   0.121493	     90.62 % 
2000 64  PLATEAU REVERSE_BA	   0.000171	   0.002303	   0.001692	   0.001737	   0.001214	   0.000918	   0.009348	    136.09 % .!!!.
2000 64  SHUFFLE REVERSE_BA	   0.000171	   0.016334	   0.017269	   0.016307	   0.030205	   0.040325	   0.034981	     94.59 % 
2000 64  STAGGER SORT______	   0.000172	   0.007614	   0.007991	   0.006430	   0.001202	   0.000907	   0.008423	     95.27 % 
2000 64  SAWTOTH SORT______	   0.000172	   0.008830	   0.008717	   0.008238	   0.001194	   0.000915	   0.008760	    101.29 % ..
2000 64  _RANDOM SORT______	   0.000171	   0.009494	   0.008957	   0.008137	   0.001196	   0.000908	   0.008947	    105.99 % .!.
2000 64  PLATEAU SORT______	   0.000171	   0.002275	   0.001701	   0.001745	   0.001201	   0.000909	   0.009261	    133.75 % .!!!.
2000 64  SHUFFLE SORT______	   0.000172	   0.007496	   0.007897	   0.006383	   0.001197	   0.000916	   0.008400	     94.92 % 
2000 64  STAGGER DITHER____	   0.000171	   0.060948	   0.061795	   0.061261	   0.043944	   0.031611	   0.040536	     98.63 % 
2000 64  SAWTOTH DITHER____	   0.000170	   0.036604	   0.037811	   0.035850	   0.020919	   0.024566	   0.041722	     96.81 % 
2000 64  _RANDOM DITHER____	   0.000171	   0.047970	   0.049005	   0.050859	   0.042396	   0.024633	   0.121800	     97.89 % 
2000 64  PLATEAU DITHER____	   0.000170	   0.006455	   0.005806	   0.005459	   0.007715	   0.024705	   0.044741	    111.19 % .!!.
2000 64  SHUFFLE DITHER____	   0.000171	   0.013959	   0.014202	   0.012947	   0.018444	   0.040237	   0.031561	     98.29 % 
2000 256  STAGGER IDENT_____	   0.000170	   0.063211	   0.062737	   0.064692	   0.071431	   0.034497	   0.047241	    100.76 % ..
2000 256  SAWTOTH IDENT_____	   0.000171	   0.030878	   0.032127	   0.033037	   0.018949	   0.017536	   0.028682	     96.11 % 
2000 256  _RANDOM IDENT_____	   0.000171	   0.073454	   0.075298	   0.075165	   0.081256	   0.025136	   0.136347	     97.55 % 
2000 256  PLATEAU IDENT_____	   0.000170	   0.002417	   0.002180	   0.002205	   0.001201	   0.000908	   0.009183	    110.91 % .!!.
2000 256  SHUFFLE IDENT_____	   0.000171	   0.010530	   0.010917	   0.009820	   0.021478	   0.019647	   0.023583	     96.46 % 
2000 256  STAGGER REVERSE___	   0.000171	   0.062358	   0.062060	   0.065639	   0.069281	   0.034730	   0.050251	    100.48 % ..
2000 256  SAWTOTH REVERSE___	   0.000171	   0.032608	   0.034885	$   0.035658	   0.019927	   0.019036	   0.039454	     93.47 % 
2000 256  _RANDOM REVERSE___	   0.000171	   0.072466	   0.074424	   0.073986	   0.080071	   0.025351	   0.136405	     97.37 % 
2000 256  PLATEAU REVERSE___	   0.000171	   0.003098	   0.003046	   0.003023	   0.001830	   0.001054	   0.010528	    101.70 % ..
2000 256  SHUFFLE REVERSE___	   0.000171	   0.013378	   0.012771	   0.012391	   0.019391	   0.018428	   0.033696	    104.76 % ..
2000 256  STAGGER REVERSE_FR	   0.000170	   0.063792	   0.064016	   0.066589	   0.072261	   0.034918	   0.049187	     99.65 % 
2000 256  SAWTOTH REVERSE_FR	   0.000170	   0.036662	   0.038024	   0.039060	   0.023468	   0.022537	   0.034147	     96.42 % 
2000 256  _RANDOM REVERSE_FR	   0.000170	   0.073098	   0.076525	   0.074635	   0.080554	   0.025272	   0.136858	     95.52 % 
2000 256  PLATEAU REVERSE_FR	   0.000171	   0.006149	   0.005236	   0.005181	   0.006857	   0.001077	   0.010516	    117.45 % .!!.
2000 256  SHUFFLE REVERSE_FR	   0.000171	   0.014279	   0.014923	   0.014023	   0.022088	   0.019252	   0.028589	     95.68 % 
2000 256  STAGGER REVERSE_BA	   0.000171	   0.065807	   0.065052	   0.067925	   0.071866	   0.034718	   0.047706	    101.16 % ..
2000 256  SAWTOTH REVERSE_BA	   0.000170	   0.033523	   0.034767	   0.035627	   0.025368	   0.023837	   0.034280	     96.42 % 
2000 256  _RANDOM REVERSE_BA	   0.000171	   0.071461	   0.073231	   0.073840	   0.080896	   0.025044	   0.136406	     97.58 % 
2000 256  PLATEAU REVERSE_BA	   0.000171	   0.002415	   0.002150	   0.002194	   0.001205	   0.000915	   0.009167	    112.35 % .!!.
2000 256  SHUFFLE REVERSE_BA	   0.000171	   0.014347	   0.014585	   0.013291	   0.021604	   0.020603	   0.029040	     98.37 % 
2000 256  STAGGER SORT______	   0.000171	   0.007503	   0.007912	   0.006382	   0.001195	   0.000919	   0.008434	     94.83 % 
2000 256  SAWTOTH SORT______	   0.000171	   0.008312	   0.008300	   0.006582	   0.001203	   0.000912	   0.008370	    100.15 % ..
2000 256  _RANDOM SORT______	   0.000172	   0.008106	   0.007832	   0.006804	   0.001196	   0.000915	   0.008392	    103.50 % ..
2000 256  PLATEAU SORT______	   0.000170	   0.002441	   0.002161	   0.002190	   0.001199	   0.000911	   0.009157	    112.97 % .!!.
2000 256  SHUFFLE SORT______	   0.000172	   0.007462	   0.007896	   0.006379	   0.001207	   0.000918	   0.008420	     94.51 % 
2000 256  STAGGER DITHER____	   0.000170	   0.062989	   0.060395	   0.064289	   0.072471	   0.034099	   0.047309	    104.30 % ..
2000 256  SAWTOTH DITHER____	   0.000170	   0.039353	   0.041797	   0.043649	   0.046066	   0.025320	   0.035876	     94.15 % 
2000 256  _RANDOM DITHER____	   0.000171	   0.070093	   0.072962	   0.072776	   0.080733	   0.025249	   0.135960	     96.07 % 
2000 256  PLATEAU DITHER____	   0.000171	   0.006577	   0.006451	   0.006134	   0.008397	   0.025158	   0.044210	    101.95 % ..
2000 256  SHUFFLE DITHER____	   0.000171	   0.011793	   0.012345	   0.010972	   0.016630	   0.039687	   0.027595	     95.53 % 
2000 1024  STAGGER IDENT_____	   0.000171	   0.045769	   0.047396	   0.046261	   0.028035	   0.030736	   0.045204	     96.57 % 
2000 1024  SAWTOTH IDENT_____	   0.000171	   0.034158	   0.034584	   0.034159	   0.007429	   0.006660	   0.016437	     98.77 % 
2000 1024  _RANDOM IDENT_____	   0.000171	   0.073911	   0.076200	   0.075543	   0.087622	   0.029917	   0.140469	     97.00 % 
2000 1024  PLATEAU IDENT_____	   0.000171	   0.007355	   0.006641	   0.006255	   0.001205	   0.000913	   0.008920	    110.76 % .!!.
2000 1024  SHUFFLE IDENT_____	   0.000171	   0.009438	   0.009532	   0.008087	!  0.010594	!  0.008833	!  0.016498	     99.01 % 
2000 1024  STAGGER REVERSE___	   0.000171	   0.044348	   0.045445	   0.043408	$   0.029550	   0.030340	   0.049048	     97.59 % 
2000 1024  SAWTOTH REVERSE___	   0.000171	$   0.036958	   0.038166	   0.037387	   0.008468	   0.007959	   0.027847	     96.83 % 
2000 1024  _RANDOM REVERSE___	   0.000170	   0.075291	   0.075433	   0.075594	   0.087219	   0.030146	   0.139869	     99.81 % 
2000 1024  PLATEAU REVERSE___	   0.000170	   0.009025	   0.009328	   0.008850	   0.001999	   0.002049	   0.014466	     96.76 % 
2000 1024  SHUFFLE REVERSE___	   0.000171	   0.012132	   0.011248	   0.010911	!  0.010286	!  0.009843	   0.028664	    107.86 % .!.
2000 1024  STAGGER REVERSE_FR	   0.000170	   0.049051	   0.049189	   0.047827	   0.028556	   0.030636	   0.047156	     99.72 % 
2000 1024  SAWTOTH REVERSE_FR	   0.000171	   0.034107	   0.035125	   0.034107	   0.007971	   0.010298	   0.022414	     97.10 % 
2000 1024  _RANDOM REVERSE_FR	   0.000171	   0.074406	   0.075254	   0.075440	   0.087719	   0.029910	   0.140621	     98.87 % 
2000 1024  PLATEAU REVERSE_FR	   0.000171	   0.013107	   0.012409	   0.012371	   0.001696	   0.006559	   0.014193	    105.62 % .!.
2000 1024  SHUFFLE REVERSE_FR	   0.000170	   0.014036	   0.014483	   0.013308	!  0.010464	!  0.013421	!  0.023212	     96.92 % 
2000 1024  STAGGER REVERSE_BA	   0.000171	   0.043709	   0.045681	   0.044791	   0.029509	   0.030169	   0.047790	     95.68 % 
2000 1024  SAWTOTH REVERSE_BA	   0.000171	   0.033447	   0.034563	   0.033497	   0.008001	   0.012398	   0.022299	     96.77 % 
2000 1024  _RANDOM REVERSE_BA	   0.000171	   0.074623	   0.074398	   0.077140	   0.087948	   0.029601	   0.140435	    100.30 % ..
2000 1024  PLATEAU REVERSE_BA	   0.000171	   0.007424	   0.006660	   0.006356	   0.006383	   0.005616	   0.008924	    111.47 % .!!.
2000 1024  SHUFFLE REVERSE_BA	   0.000171	   0.013423	   0.013806	   0.012560	!  0.014015	!  0.012365	!  0.022981	     97.23 % 
2000 1024  STAGGER SORT______	   0.000172	   0.009154	   0.008929	   0.008323	   0.001196	   0.000918	   0.008664	    102.52 % ..
2000 1024  SAWTOTH SORT______	   0.000172	   0.007740	   0.007947	   0.006475	   0.001197	   0.000922	   0.008372	     97.40 % 
2000 1024  _RANDOM SORT______	   0.000172	   0.008096	   0.008052	   0.006670	   0.001200	   0.000919	   0.008465	    100.55 % ..
2000 1024  PLATEAU SORT______	   0.000171	   0.007324	   0.006644	   0.006263	   0.001204	   0.000910	   0.008924	    110.24 % .!!.
2000 1024  SHUFFLE SORT______	   0.000171	   0.007533	   0.007911	   0.006368	   0.001209	   0.000916	   0.008426	     95.21 % 
2000 1024  STAGGER DITHER____	   0.000170	   0.045565	   0.047227	   0.046119	   0.028570	   0.030789	   0.045117	     96.48 % 
2000 1024  SAWTOTH DITHER____	   0.000172	   0.036347	   0.037256	   0.037002	   0.023486	   0.029412	   0.032947	     97.56 % 
2000 1024  _RANDOM DITHER____	   0.000171	   0.074728	$   0.075352	   0.075621	   0.088229	   0.030312	   0.140055	     99.17 % 
2000 1024  PLATEAU DITHER____	   0.000170	   0.010396	   0.009822	   0.009006	   0.011418	   0.027573	   0.037751	    105.84 % .!.
2000 1024  SHUFFLE DITHER____	   0.000170	   0.010920	   0.010522	   0.009587	   0.014500	   0.038624	   0.026253	    103.79 % ..
lreps: 9 with reps: 7

5000 1  STAGGER IDENT_____	   0.000734	   0.012803	   0.012059	   0.013474	   0.020135	   0.017632	   0.029568	    106.17 % .!.
5000 1  SAWTOTH IDENT_____	   0.000751	   0.002284	   0.001301	   0.001870	   0.001734	   0.002480	   0.021635	    175.56 % .!!!!.
5000 1  _RANDOM IDENT_____	   0.000742	   0.002271	   0.001326	   0.001891	   0.001729	   0.002471	   0.021695	    171.19 % .!!!!.
5000 1  PLATEAU IDENT_____	   0.000763	   0.002660	   0.001575	   0.003021	   0.003161	   0.002284	   0.021642	    168.91 % .!!!!.
5000 1  SHUFFLE IDENT_____	   0.000734	   0.002674	   0.001611	   0.003095	   0.003132	   0.002387	   0.019631	    166.05 % .!!!!.
5000 1  STAGGER REVERSE___	   0.000732	   0.016602	   0.015258	   0.016330	   0.022724	   0.020664	   0.060311	    108.80 % .!.
5000 1  SAWTOTH REVERSE___	   0.000763	   0.002273	   0.001215	   0.001887	   0.001651	   0.002463	   0.021603	    187.07 % .!!!!.
5000 1  _RANDOM REVERSE___	   0.000763	   0.002198	   0.001256	   0.001781	   0.001695	   0.002450	   0.021700	    174.94 % .!!!!.
5000 1  PLATEAU REVERSE___	   0.000731	   0.002312	   0.001260	   0.001861	   0.004656	   0.001693	   0.021643	    183.46 % .!!!!.
5000 1  SHUFFLE REVERSE___	   0.000753	   0.006377	   0.004568	   0.005960	   0.005703	   0.005644	   0.049475	    139.61 % .!!!.
5000 1  STAGGER REVERSE_FR	   0.000739	   0.014218	   0.013611	   0.014834	   0.021402	   0.019190	   0.044277	    104.45 % ..
5000 1  SAWTOTH REVERSE_FR	   0.000764	   0.002255	   0.001262	   0.001866	   0.001651	   0.002404	   0.021658	    178.68 % .!!!!.
5000 1  _RANDOM REVERSE_FR	   0.000740	   0.002193	   0.001207	   0.001898	   0.001729	   0.002474	   0.021713	    181.65 % .!!!!.
5000 1  PLATEAU REVERSE_FR	   0.000752	   0.002265	   0.001346	   0.001852	   0.018050	   0.001725	   0.021828	    168.23 % .!!!!.
5000 1  SHUFFLE REVERSE_FR	   0.000726	   0.004692	   0.003148	   0.004574	   0.004538	   0.017122	   0.034630	    149.04 % .!!!.
5000 1  STAGGER REVERSE_BA	   0.000767	   0.014399	   0.013624	   0.014872	   0.021392	   0.019149	   0.043917	    105.69 % .!.
5000 1  SAWTOTH REVERSE_BA	   0.000730	   0.002246	   0.001263	   0.001812	   0.001746	   0.002506	   0.021656	    177.88 % .!!!!.
5000 1  _RANDOM REVERSE_BA	   0.000758	   0.002246	   0.001294	   0.001790	   0.001686	   0.002452	   0.021668	    173.55 % .!!!!.
5000 1  PLATEAU REVERSE_BA	   0.000739	   0.002626	   0.001623	   0.003023	   0.003184	   0.002371	   0.021836	    161.78 % .!!!!.
5000 1  SHUFFLE REVERSE_BA	   0.000748	   0.014790	   0.013080	   0.014363	   0.021299	   0.019203	   0.033736	    113.07 % .!!.
5000 1  STAGGER SORT______	   0.000735	   0.002724	   0.001626	   0.003061	   0.003182	   0.002377	   0.019773	    167.55 % .!!!!.
5000 1  SAWTOTH SORT______	   0.000732	   0.002298	   0.001322	   0.001837	   0.001733	   0.002482	   0.021628	    173.85 % .!!!!.
5000 1  _RANDOM SORT______	   0.000768	   0.002264	   0.001275	   0.001799	   0.001631	   0.002430	   0.021731	    177.66 % .!!!!.
5000 1  PLATEAU SORT______	   0.000757	   0.002650	   0.001576	   0.003050	   0.003152	   0.002307	   0.021795	    168.09 % .!!!!.
5000 1  SHUFFLE SORT______	   0.000729	   0.002706	   0.001646	   0.003080	   0.003178	   0.002377	   0.019445	    164.45 % .!!!!.
5000 1  STAGGER DITHER____	   0.000761	   0.165436	   0.163457	   0.159096	   0.131733	   0.090510	   0.061782	    101.21 % ..
5000 1  SAWTOTH DITHER____	   0.000729	   0.015232	   0.015695	   0.014110	   0.017632	   0.060469	   0.132193	     97.05 % 
5000 1  _RANDOM DITHER____	   0.000739	   0.015276	   0.015885	   0.014441	   0.017604	   0.060364	   0.130775	     96.17 % 
5000 1  PLATEAU DITHER____	   0.000745	   0.014920	   0.015674	   0.014014	   0.017566	   0.060489	   0.130767	     95.19 % 
5000 1  SHUFFLE DITHER____	   0.000741	   0.026553	   0.027036	   0.024609	   0.039393	   0.082469	   0.060432	     98.21 % 
5000 4  STAGGER IDENT_____	   0.000761	   0.162516	   0.160378	   0.158111	   0.045014	   0.041501	   0.063544	    101.33 % ..
5000 4  SAWTOTH IDENT_____	   0.000739	   0.012259	   0.012891	   0.012645	   0.017986	   0.060444	   0.130448	     95.10 % 
5000 4  _RANDOM IDENT_____	   0.000734	   0.027911	   0.029024	   0.029153	   0.043857	   0.060397	   0.223883	     96.16 % 
5000 4  PLATEAU IDENT_____	   0.000750	   0.002711	   0.001614	   0.003065	   0.003210	   0.002357	   0.021855	    167.95 % .!!!!.
5000 4  SHUFFLE IDENT_____	   0.000730	   0.136501	   0.139096	   0.133467	   0.167119	   0.103207	   0.148264	     98.13 % 
5000 4  STAGGER REVERSE___	   0.000767	   0.168012	   0.163782	   0.160739	   0.047257	   0.044405	   0.093508	    102.58 % ..
5000 4  SAWTOTH REVERSE___	   0.000759	   0.012085	   0.012665	   0.012161	   0.015772	   0.061394	   0.131257	     95.42 % 
5000 4  _RANDOM REVERSE___	   0.000727	   0.028328	   0.029576	   0.029076	   0.036748	   0.061672	   0.224374	     95.78 % 
5000 4  PLATEAU REVERSE___	   0.000760	   0.002221	   0.001223	   0.001829	   0.004649	   0.001687	   0.021657	    181.67 % .!!!!.
5000 4  SHUFFLE REVERSE___	   0.000769	   0.141950	   0.145023	   0.139739	   0.153229	   0.104776	   0.160868	     97.88 % 
5000 4  STAGGER REVERSE_FR	   0.000751	   0.167834	   0.164440	   0.161422	   0.045281	   0.043072	   0.078656	    102.06 % ..
5000 4  SAWTOTH REVERSE_FR	   0.000765	   0.012523	   0.012951	   0.011936	   0.016321	   0.060240	   0.131092	     96.70 % 
5000 4  _RANDOM REVERSE_FR	   0.000744	   0.032831	   0.033832	   0.033358	   0.037057	   0.061264	   0.223629	     97.04 % 
5000 4  PLATEAU REVERSE_FR	   0.000758	   0.002197	   0.001250	   0.001877	   0.018064	   0.001733	   0.021900	    175.78 % .!!!!.
5000 4  SHUFFLE REVERSE_FR	   0.000761	   0.123492	   0.127921	   0.122662	   0.172702	   0.104389	   0.161243	     96.54 % 
5000 4  STAGGER REVERSE_BA	   0.000776	   0.167753	   0.164617	   0.163010	   0.047691	   0.044553	   0.079287	    101.90 % ..
5000 4  SAWTOTH REVERSE_BA	   0.000775	   0.012740	   0.012715	   0.011819	   0.020060	   0.060786	   0.131277	    100.20 % ..
5000 4  _RANDOM REVERSE_BA	   0.000754	   0.027804	   0.028891	   0.028708	   0.042839	   0.060864	   0.225386	     96.24 % 
5000 4  PLATEAU REVERSE_BA	   0.000744	   0.002690	   0.001582	   0.003019	   0.003209	   0.002382	   0.021830	    170.04 % .!!!!.
5000 4  SHUFFLE REVERSE_BA	   0.000733	   0.162250	   0.165294	   0.158771	   0.155502	   0.104683	   0.161844	     98.16 % 
5000 4  STAGGER SORT______	   0.000738	   0.002728	   0.001632	   0.003069	   0.003237	   0.002387	   0.019769	    167.20 % .!!!!.
5000 4  SAWTOTH SORT______	   0.000744	   0.002500	   0.001571	   0.002637	   0.002887	   0.002184	   0.021789	    159.08 % .!!!.
5000 4  _RANDOM SORT______	   0.000726	   0.002601	   0.001540	   0.002689	   0.002879	   0.002202	   0.021824	    168.87 % .!!!!.
5000 4  PLATEAU SORT______	   0.000758	   0.002701	   0.001586	   0.003067	   0.003162	   0.002314	   0.021775	    170.32 % .!!!!.
5000 4  SHUFFLE SORT______	   0.000737	   0.002735	   0.001598	   0.003078	   0.003224	   0.002374	   0.019772	    171.09 % .!!!!.
5000 4  STAGGER DITHER____	   0.000738	   0.163119	   0.159950	   0.156216	   0.044993	   0.041424	   0.063563	    101.98 % ..
5000 4  SAWTOTH DITHER____	   0.000738	   0.016464	   0.017218	   0.015088	   0.025486	   0.061548	   0.141964	     95.62 % 
5000 4  _RANDOM DITHER____	   0.000767	   0.051874	   0.051929	   0.051023	   0.050124	   0.061340	   0.258005	     99.89 % 
5000 4  PLATEAU DITHER____	   0.000746	   0.015275	   0.015785	   0.014299	   0.017643	   0.060842	   0.132029	     96.77 % 
5000 4  SHUFFLE DITHER____	   0.000757	   0.151856	   0.153308	   0.142892	   0.182028	   0.128299	   0.177415	     99.05 % 
