
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2%.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 801 with reps: 17

stats (%): [1305: µ=170.85754 σ=168.74338 rms=339.60092 min=10.387711 max=1193.1663]


Stats per keys:
STAGGER:IDENT_____ stats (%): [45: µ=168.46017 σ=124.0948 rms=292.555 min=20.247679 max=498.6031]
SAWTOTH:IDENT_____ stats (%): [45: µ=144.2225 σ=132.67938 rms=276.9019 min=11.031952 max=656.5678]
_RANDOM:IDENT_____ stats (%): [40: µ=150.94136 σ=117.2118 rms=268.15317 min=21.580685 max=408.71494]
PLATEAU:IDENT_____ stats (%): [45: µ=222.22643 σ=147.35832 rms=369.58475 min=105.9406 max=834.1573]
SHUFFLE:IDENT_____ stats (%): [38: µ=141.28503 σ=165.00584 rms=306.2909 min=14.066496 max=773.23627]
STAGGER:REVERSE___ stats (%): [45: µ=161.85399 σ=107.01673 rms=268.87073 min=21.107784 max=348.83392]
SAWTOTH:REVERSE___ stats (%): [44: µ=141.90373 σ=124.25926 rms=266.163 min=12.134228 max=467.91046]
_RANDOM:REVERSE___ stats (%): [43: µ=147.16109 σ=116.33009 rms=263.49118 min=14.595768 max=407.88467]
PLATEAU:REVERSE___ stats (%): [45: µ=220.40742 σ=115.8278 rms=336.23523 min=100.42143 max=464.44446]
SHUFFLE:REVERSE___ stats (%): [35: µ=130.11673 σ=126.24606 rms=256.3628 min=29.020308 max=467.91046]
STAGGER:REVERSE_FR stats (%): [45: µ=166.28456 σ=114.53537 rms=280.81992 min=21.864212 max=436.11398]
SAWTOTH:REVERSE_FR stats (%): [45: µ=117.0384 σ=86.508644 rms=203.54704 min=11.626653 max=339.685]
_RANDOM:REVERSE_FR stats (%): [42: µ=149.26572 σ=118.271866 rms=267.53757 min=19.09491 max=416.60294]
PLATEAU:REVERSE_FR stats (%): [45: µ=195.36757 σ=117.792 rms=313.15958 min=26.334246 max=539.75446]
SHUFFLE:REVERSE_FR stats (%): [41: µ=84.04378 σ=52.97864 rms=137.02242 min=19.073694 max=229.8968]
STAGGER:REVERSE_BA stats (%): [44: µ=163.56389 σ=119.115204 rms=282.67908 min=21.222109 max=436.2639]
SAWTOTH:REVERSE_BA stats (%): [45: µ=111.24594 σ=80.8209 rms=192.06683 min=11.566681 max=342.77936]
_RANDOM:REVERSE_BA stats (%): [43: µ=148.06026 σ=117.17044 rms=265.2307 min=21.829405 max=406.59903]
PLATEAU:REVERSE_BA stats (%): [45: µ=177.19556 σ=75.97425 rms=253.1698 min=70.74566 max=411.93695]
SHUFFLE:REVERSE_BA stats (%): [38: µ=85.56442 σ=43.505974 rms=129.07039 min=32.456673 max=209.464]
STAGGER:SORT______ stats (%): [45: µ=364.5032 σ=276.06763 rms=640.57086 min=105.9406 max=1108.1725]
SAWTOTH:SORT______ stats (%): [45: µ=350.28088 σ=300.17474 rms=650.4556 min=70.7213 max=1193.1663]
_RANDOM:SORT______ stats (%): [45: µ=358.53387 σ=304.39883 rms=662.93274 min=72.922134 max=1113.1461]
PLATEAU:SORT______ stats (%): [45: µ=223.02571 σ=147.14554 rms=370.17126 min=105.9406 max=827.9018]
SHUFFLE:SORT______ stats (%): [45: µ=347.4031 σ=247.26912 rms=594.67224 min=105.9406 max=782.65765]
STAGGER:DITHER____ stats (%): [44: µ=141.28592 σ=102.871506 rms=244.15742 min=18.667372 max=348.08112]
SAWTOTH:DITHER____ stats (%): [45: µ=85.00826 σ=83.76049 rms=168.76875 min=12.409972 max=301.7807]
_RANDOM:DITHER____ stats (%): [45: µ=120.19862 σ=120.41804 rms=240.61667 min=12.437674 max=407.71606]
PLATEAU:DITHER____ stats (%): [45: µ=27.431417 σ=8.656232 rms=36.087646 min=12.94964 max=49.500057]
SHUFFLE:DITHER____ stats (%): [43: µ=33.94179 σ=22.277662 rms=56.219456 min=10.387711 max=111.31046]


stats per keys and sizes:
- size = 50
stats (%): [115: µ=86.81555 σ=78.11553 rms=164.93108 min=16.715542 max=467.91046]
STAGGER:IDENT_____ stats (%): [4: µ=52.3203 σ=38.632683 rms=90.95298 min=20.247679 max=101.51515]
SAWTOTH:IDENT_____ stats (%): [4: µ=84.58348 σ=27.479404 rms=112.06288 min=45.548386 max=107.0]
_RANDOM:IDENT_____ stats (%): [4: µ=64.26101 σ=46.813343 rms=111.074356 min=23.463388 max=107.61589]
PLATEAU:IDENT_____ stats (%): [4: µ=106.205444 σ=0.52970296 rms=106.735146 min=105.9406 max=107.0]
SHUFFLE:IDENT_____ stats (%): [3: µ=111.8827 σ=79.23149 rms=191.1142 min=35.20548 max=193.44263]
STAGGER:REVERSE___ stats (%): [4: µ=75.36426 σ=72.86208 rms=148.22633 min=23.022753 max=177.96053]
SAWTOTH:REVERSE___ stats (%): [4: µ=180.21283 σ=194.04887 rms=374.26172 min=42.906574 max=467.91046]
_RANDOM:REVERSE___ stats (%): [4: µ=42.208702 σ=38.53983 rms=80.74853 min=21.584385 max=100.0]
PLATEAU:REVERSE___ stats (%): [4: µ=264.50717 σ=153.30046 rms=417.80762 min=123.07692 max=464.44446]
SHUFFLE:REVERSE___ stats (%): [2: µ=273.59253 σ=274.80704 rms=548.39954 min=79.27461 max=467.91046]
STAGGER:REVERSE_FR stats (%): [4: µ=65.366104 σ=58.516087 rms=123.88219 min=21.864212 max=146.5035]
SAWTOTH:REVERSE_FR stats (%): [4: µ=78.039 σ=25.454498 rms=103.4935 min=44.57978 max=100.9434]
_RANDOM:REVERSE_FR stats (%): [4: µ=42.52905 σ=38.946896 rms=81.475945 min=21.837776 max=100.93458]
PLATEAU:REVERSE_FR stats (%): [4: µ=133.71725 σ=40.51936 rms=174.2366 min=94.3609 max=188.61789]
SHUFFLE:REVERSE_FR stats (%): [3: µ=71.34884 σ=23.65645 rms=95.00529 min=47.096775 max=94.3609]
STAGGER:REVERSE_BA stats (%): [4: µ=61.191486 σ=54.168858 rms=115.360344 min=21.820303 max=137.10248]
SAWTOTH:REVERSE_BA stats (%): [4: µ=75.32289 σ=27.195272 rms=102.518166 min=43.154034 max=101.886795]
_RANDOM:REVERSE_BA stats (%): [4: µ=42.66322 σ=38.866524 rms=81.52975 min=21.829405 max=100.9434]
PLATEAU:REVERSE_BA stats (%): [4: µ=103.65064 σ=6.7119923 rms=110.36263 min=93.66197 max=108.0]
SHUFFLE:REVERSE_BA stats (%): [4: µ=65.11534 σ=21.47419 rms=86.58953 min=44.615383 max=93.66197]
STAGGER:SORT______ stats (%): [4: µ=106.45297 σ=0.5923173 rms=107.04529 min=105.9406 max=107.0]
SAWTOTH:SORT______ stats (%): [4: µ=104.985146 σ=3.3607457 rms=108.345894 min=100.0 max=107.0]
_RANDOM:SORT______ stats (%): [4: µ=105.20147 σ=2.8854568 rms=108.08692 min=100.93458 max=107.0]
PLATEAU:SORT______ stats (%): [4: µ=106.455444 σ=1.029703 rms=107.485146 min=105.9406 max=108.0]
SHUFFLE:SORT______ stats (%): [4: µ=107.21782 σ=0.98950475 rms=108.20733 min=105.9406 max=108.0]
STAGGER:DITHER____ stats (%): [4: µ=37.01458 σ=20.28524 rms=57.29982 min=21.128452 max=64.82504]
SAWTOTH:DITHER____ stats (%): [4: µ=34.911915 σ=15.516094 rms=50.42801 min=20.524017 max=49.23505]
_RANDOM:DITHER____ stats (%): [4: µ=29.80507 σ=12.967063 rms=42.772133 min=22.5328 max=49.23505]
PLATEAU:DITHER____ stats (%): [4: µ=37.81261 σ=13.029283 rms=50.841896 min=20.524017 max=49.095966]
SHUFFLE:DITHER____ stats (%): [3: µ=19.482546 σ=2.723649 rms=22.206194 min=16.715542 max=22.160666]


- size = 100
stats (%): [116: µ=98.16145 σ=71.54179 rms=169.70325 min=11.247347 max=260.83334]
STAGGER:IDENT_____ stats (%): [4: µ=74.280685 σ=62.144157 rms=136.42484 min=21.335045 max=154.46225]
SAWTOTH:IDENT_____ stats (%): [4: µ=107.44748 σ=89.645935 rms=197.09341 min=13.124307 max=226.75]
_RANDOM:IDENT_____ stats (%): [4: µ=55.575626 σ=41.43292 rms=97.008545 min=25.925926 max=114.04958]
PLATEAU:IDENT_____ stats (%): [4: µ=144.12706 σ=31.89041 rms=176.01747 min=119.00826 max=190.0]
SHUFFLE:IDENT_____ stats (%): [2: µ=102.44991 σ=124.99303 rms=227.44295 min=14.066496 max=190.83333]
STAGGER:REVERSE___ stats (%): [4: µ=91.630684 σ=90.33501 rms=181.96568 min=21.107784 max=213.25536]
SAWTOTH:REVERSE___ stats (%): [4: µ=89.20644 σ=62.846336 rms=152.05278 min=12.134228 max=160.08316]
_RANDOM:REVERSE___ stats (%): [4: µ=45.092392 σ=46.882725 rms=91.97512 min=14.595768 max=115.0]
PLATEAU:REVERSE___ stats (%): [4: µ=159.28284 σ=59.653126 rms=218.93596 min=117.35537 max=246.96132]
SHUFFLE:REVERSE___ stats (%): [3: µ=133.68663 σ=93.94352 rms=227.63014 min=79.025925 max=242.16216]
STAGGER:REVERSE_FR stats (%): [4: µ=81.86883 σ=77.016754 rms=158.88557 min=26.318445 max=190.8142]
SAWTOTH:REVERSE_FR stats (%): [4: µ=98.884026 σ=74.10121 rms=172.98523 min=11.626653 max=189.84126]
_RANDOM:REVERSE_FR stats (%): [4: µ=53.385647 σ=41.623264 rms=95.00891 min=26.004229 max=114.04958]
PLATEAU:REVERSE_FR stats (%): [4: µ=161.06165 σ=56.52296 rms=217.58461 min=118.85246 max=242.95775]
SHUFFLE:REVERSE_FR stats (%): [4: µ=76.44827 σ=56.20228 rms=132.65056 min=19.073694 max=152.38095]
STAGGER:REVERSE_BA stats (%): [4: µ=75.65879 σ=73.77648 rms=149.43527 min=21.222109 max=178.55626]
SAWTOTH:REVERSE_BA stats (%): [4: µ=82.51732 σ=47.636196 rms=130.15352 min=12.175593 max=114.04958]
_RANDOM:REVERSE_BA stats (%): [4: µ=54.957714 σ=41.54721 rms=96.50493 min=25.920042 max=114.87603]
PLATEAU:REVERSE_BA stats (%): [4: µ=125.23148 σ=12.050918 rms=137.2824 min=112.59259 max=140.83333]
SHUFFLE:REVERSE_BA stats (%): [4: µ=102.510086 σ=29.618898 rms=132.12898 min=61.217587 max=128.45787]
STAGGER:SORT______ stats (%): [4: µ=190.06198 σ=0.041322313 rms=190.1033 min=190.0 max=190.08264]
SAWTOTH:SORT______ stats (%): [4: µ=181.11436 σ=45.89305 rms=227.00742 min=114.87603 max=220.33899]
_RANDOM:SORT______ stats (%): [4: µ=197.59732 σ=62.74232 rms=260.33963 min=114.04958 max=260.83334]
PLATEAU:SORT______ stats (%): [4: µ=146.71219 σ=29.980421 rms=176.69261 min=121.84874 max=190.0]
SHUFFLE:SORT______ stats (%): [4: µ=191.2325 σ=0.46179566 rms=191.69429 min=190.83333 max=191.66667]
STAGGER:DITHER____ stats (%): [4: µ=40.204224 σ=34.901108 rms=75.10533 min=18.667372 max=92.13837]
SAWTOTH:DITHER____ stats (%): [4: µ=22.34532 σ=7.6578774 rms=30.003197 min=12.409972 max=30.943188]
_RANDOM:DITHER____ stats (%): [4: µ=20.97103 σ=7.030038 rms=28.001066 min=12.437674 max=26.816702]
PLATEAU:DITHER____ stats (%): [4: µ=15.764298 σ=3.554828 rms=19.319126 min=12.94964 max=20.597097]
SHUFFLE:DITHER____ stats (%): [3: µ=13.362685 σ=3.3643389 rms=16.727024 min=11.247347 max=17.242195]


- size = 200
stats (%): [138: µ=136.93138 σ=110.25965 rms=247.19102 min=10.387711 max=443.47827]
STAGGER:IDENT_____ stats (%): [5: µ=106.919365 σ=111.806725 rms=218.72609 min=36.841022 max=298.55832]
SAWTOTH:IDENT_____ stats (%): [5: µ=137.63368 σ=107.05809 rms=244.69177 min=11.031952 max=287.57764]
_RANDOM:IDENT_____ stats (%): [4: µ=74.911545 σ=58.9683 rms=133.87985 min=43.519897 max=163.33333]
PLATEAU:IDENT_____ stats (%): [5: µ=211.49837 σ=54.181484 rms=265.67984 min=165.625 max=286.875]
SHUFFLE:IDENT_____ stats (%): [2: µ=158.11943 σ=184.73953 rms=342.85895 min=27.488855 max=288.75]
STAGGER:REVERSE___ stats (%): [5: µ=99.04012 σ=92.11161 rms=191.15173 min=39.009174 max=249.88913]
SAWTOTH:REVERSE___ stats (%): [5: µ=141.66599 σ=123.60037 rms=265.26636 min=22.849916 max=341.78082]
_RANDOM:REVERSE___ stats (%): [4: µ=74.12563 σ=57.477936 rms=131.60358 min=42.720917 max=160.25641]
PLATEAU:REVERSE___ stats (%): [5: µ=219.42207 σ=72.93946 rms=292.36154 min=168.21191 max=343.6426]
SHUFFLE:REVERSE___ stats (%): [2: µ=187.26877 σ=223.79713 rms=411.0659 min=29.020308 max=345.51724]
STAGGER:REVERSE_FR stats (%): [5: µ=98.937164 σ=95.776764 rms=194.71393 min=41.121494 max=262.84348]
SAWTOTH:REVERSE_FR stats (%): [5: µ=101.813866 σ=52.497314 rms=154.31119 min=25.84317 max=156.96202]
_RANDOM:REVERSE_FR stats (%): [4: µ=71.986374 σ=57.348515 rms=129.33488 min=41.21031 max=157.96178]
PLATEAU:REVERSE_FR stats (%): [5: µ=202.61642 σ=89.28875 rms=291.90518 min=137.9085 max=360.181]
SHUFFLE:REVERSE_FR stats (%): [4: µ=77.92227 σ=45.334175 rms=123.25645 min=31.559464 max=138.35078]
STAGGER:REVERSE_BA stats (%): [5: µ=94.10183 σ=92.90368 rms=187.00551 min=36.3357 max=254.10628]
SAWTOTH:REVERSE_BA stats (%): [5: µ=98.58608 σ=61.035652 rms=159.62173 min=11.566681 max=160.25641]
_RANDOM:REVERSE_BA stats (%): [4: µ=72.67927 σ=56.862785 rms=129.54205 min=43.285805 max=157.96178]
PLATEAU:REVERSE_BA stats (%): [5: µ=183.69917 σ=38.657646 rms=222.35681 min=152.24586 max=250.0]
SHUFFLE:REVERSE_BA stats (%): [4: µ=91.44078 σ=50.774387 rms=142.21516 min=32.456673 max=154.49173]
STAGGER:SORT______ stats (%): [5: µ=302.5398 σ=19.40007 rms=321.93988 min=287.57764 max=324.02597]
SAWTOTH:SORT______ stats (%): [5: µ=297.6152 σ=94.413376 rms=392.02856 min=161.33333 max=425.46585]
_RANDOM:SORT______ stats (%): [5: µ=313.3603 σ=102.82859 rms=416.18887 min=160.25641 max=443.47827]
PLATEAU:SORT______ stats (%): [5: µ=211.625 σ=56.70579 rms=268.33078 min=163.75 max=288.75]
SHUFFLE:SORT______ stats (%): [5: µ=287.78415 σ=1.5876579 rms=289.37183 min=285.09317 max=288.75]
STAGGER:DITHER____ stats (%): [5: µ=57.007275 σ=32.17636 rms=89.18364 min=36.648136 max=113.87316]
SAWTOTH:DITHER____ stats (%): [5: µ=31.220142 σ=11.816216 rms=43.036358 min=17.06943 max=43.547718]
_RANDOM:DITHER____ stats (%): [5: µ=36.997368 σ=11.055168 rms=48.052532 min=20.383537 max=46.538143]
PLATEAU:DITHER____ stats (%): [5: µ=20.128773 σ=3.7424147 rms=23.871187 min=15.394484 max=24.100645]
SHUFFLE:DITHER____ stats (%): [5: µ=16.485851 σ=7.30575 rms=23.791601 min=10.387711 max=28.536062]


- size = 500
stats (%): [145: µ=186.22224 σ=173.95218 rms=360.17444 min=16.141682 max=729.96515]
STAGGER:IDENT_____ stats (%): [5: µ=140.5189 σ=129.82227 rms=270.3412 min=65.813126 max=367.98868]
SAWTOTH:IDENT_____ stats (%): [5: µ=154.01424 σ=145.1624 rms=299.17664 min=16.141682 max=375.79544]
_RANDOM:IDENT_____ stats (%): [4: µ=106.10685 σ=72.14232 rms=178.24918 min=56.152493 max=213.26164]
PLATEAU:IDENT_____ stats (%): [5: µ=308.0066 σ=163.80437 rms=471.81094 min=217.85715 max=598.2079]
SHUFFLE:IDENT_____ stats (%): [5: µ=158.32121 σ=200.11177 rms=358.43298 min=25.472502 max=497.5]
STAGGER:REVERSE___ stats (%): [5: µ=122.34967 σ=97.79125 rms=220.14091 min=61.79415 max=292.87762]
SAWTOTH:REVERSE___ stats (%): [5: µ=145.8398 σ=131.15463 rms=276.99445 min=16.681244 max=339.02438]
_RANDOM:REVERSE___ stats (%): [5: µ=87.26537 σ=73.428246 rms=160.69362 min=18.179535 max=211.42857]
PLATEAU:REVERSE___ stats (%): [5: µ=277.498 σ=53.40328 rms=330.90128 min=246.98795 max=371.96582]
SHUFFLE:REVERSE___ stats (%): [3: µ=151.34456 σ=186.24417 rms=337.5887 min=39.29927 max=366.33664]
STAGGER:REVERSE_FR stats (%): [5: µ=134.95213 σ=110.82802 rms=245.78017 min=64.24022 max=326.27206]
SAWTOTH:REVERSE_FR stats (%): [5: µ=123.93949 σ=98.57722 rms=222.51671 min=16.558683 max=238.34122]
_RANDOM:REVERSE_FR stats (%): [5: µ=87.53958 σ=73.7592 rms=161.29878 min=19.09491 max=212.90323]
PLATEAU:REVERSE_FR stats (%): [5: µ=269.7303 σ=107.08155 rms=376.81183 min=165.55682 max=451.1041]
SHUFFLE:REVERSE_FR stats (%): [4: µ=89.41294 σ=67.906044 rms=157.31898 min=31.352646 max=176.59818]
STAGGER:REVERSE_BA stats (%): [5: µ=137.70395 σ=130.01672 rms=267.72067 min=57.620968 max=366.2331]
SAWTOTH:REVERSE_BA stats (%): [5: µ=115.73708 σ=85.48195 rms=201.21902 min=16.491583 max=211.78572]
_RANDOM:REVERSE_BA stats (%): [5: µ=88.96398 σ=72.43249 rms=161.39647 min=22.363134 max=212.14285]
PLATEAU:REVERSE_BA stats (%): [5: µ=209.16386 σ=61.41917 rms=270.58304 min=106.554184 max=272.14285]
SHUFFLE:REVERSE_BA stats (%): [4: µ=73.59659 σ=44.033916 rms=117.63051 min=36.666935 max=135.86171]
STAGGER:SORT______ stats (%): [5: µ=504.5154 σ=9.207271 rms=513.72266 min=492.19858 max=513.5714]
SAWTOTH:SORT______ stats (%): [5: µ=479.14212 σ=152.24016 rms=631.38226 min=212.14285 max=590.2778]
_RANDOM:SORT______ stats (%): [5: µ=511.71146 σ=187.63638 rms=699.34784 min=212.90323 max=729.96515]
PLATEAU:SORT______ stats (%): [5: µ=305.56256 σ=161.18303 rms=466.7456 min=217.2043 max=591.3978]
SHUFFLE:SORT______ stats (%): [5: µ=499.2171 σ=2.0155613 rms=501.23267 min=496.7857 max=501.43884]
STAGGER:DITHER____ stats (%): [5: µ=79.3673 σ=28.602024 rms=107.96933 min=61.85535 max=130.22096]
SAWTOTH:DITHER____ stats (%): [5: µ=50.18904 σ=26.135878 rms=76.32492 min=19.853035 max=75.68287]
_RANDOM:DITHER____ stats (%): [5: µ=52.16576 σ=28.267208 rms=80.43297 min=19.921429 max=81.49982]
PLATEAU:DITHER____ stats (%): [5: µ=24.499294 σ=4.6370063 rms=29.136301 min=20.149254 max=31.144314]
SHUFFLE:DITHER____ stats (%): [5: µ=26.431053 σ=11.75537 rms=38.186424 min=16.920732 max=45.937702]


- size = 1000
stats (%): [172: µ=224.59245 σ=227.44618 rms=452.03864 min=18.757566 max=1036.8209]
STAGGER:IDENT_____ stats (%): [6: µ=151.9752 σ=140.14928 rms=292.12448 min=71.43177 max=431.76935]
SAWTOTH:IDENT_____ stats (%): [6: µ=211.9985 σ=236.38136 rms=448.37988 min=18.757566 max=656.5678]
_RANDOM:IDENT_____ stats (%): [4: µ=104.61308 σ=104.410835 rms=209.02391 min=21.580685 max=253.10492]
PLATEAU:IDENT_____ stats (%): [6: µ=332.1309 σ=165.1617 rms=497.2926 min=233.2681 max=653.7155]
SHUFFLE:IDENT_____ stats (%): [5: µ=169.98557 σ=247.39592 rms=417.3815 min=35.550297 max=609.5703]
STAGGER:REVERSE___ stats (%): [6: µ=134.93852 σ=104.29388 rms=239.2324 min=70.611015 max=338.44125]
SAWTOTH:REVERSE___ stats (%): [6: µ=171.702 σ=158.55252 rms=330.25452 min=19.234808 max=440.8889]
_RANDOM:REVERSE___ stats (%): [6: µ=131.12732 σ=69.51722 rms=200.64453 min=48.065098 max=253.20512]
PLATEAU:REVERSE___ stats (%): [6: µ=322.08804 σ=58.111828 rms=380.1999 min=291.9708 max=439.64444]
SHUFFLE:REVERSE___ stats (%): [5: µ=135.75597 σ=164.07806 rms=299.83405 min=47.279827 max=428.08987]
STAGGER:REVERSE_FR stats (%): [6: µ=140.92056 σ=113.99395 rms=254.9145 min=72.658424 max=365.2444]
SAWTOTH:REVERSE_FR stats (%): [6: µ=125.541245 σ=85.25263 rms=210.79387 min=20.347618 max=251.38593]
_RANDOM:REVERSE_FR stats (%): [5: µ=125.21704 σ=75.14105 rms=200.3581 min=48.534054 max=250.42372]
PLATEAU:REVERSE_FR stats (%): [6: µ=288.80038 σ=79.430954 rms=368.23135 min=173.99825 max=423.0869]
SHUFFLE:REVERSE_FR stats (%): [5: µ=80.85971 σ=53.31362 rms=134.17332 min=40.14858 max=172.34412]
STAGGER:REVERSE_BA stats (%): [6: µ=138.57672 σ=124.28569 rms=262.86243 min=66.332016 max=386.45078]
SAWTOTH:REVERSE_BA stats (%): [6: µ=114.168755 σ=84.907196 rms=199.07596 min=18.809038 max=252.67667]
_RANDOM:REVERSE_BA stats (%): [5: µ=107.180046 σ=88.55649 rms=195.73654 min=27.102383 max=252.14592]
PLATEAU:REVERSE_BA stats (%): [6: µ=255.85666 σ=86.38881 rms=342.24548 min=147.5708 max=411.93695]
SHUFFLE:REVERSE_BA stats (%): [5: µ=85.73475 σ=39.92226 rms=125.65701 min=47.607887 max=146.79701]
STAGGER:SORT______ stats (%): [6: µ=677.5233 σ=108.75661 rms=786.2799 min=604.8828 max=896.7742]
SAWTOTH:SORT______ stats (%): [6: µ=663.6996 σ=254.6345 rms=918.3341 min=253.09169 max=1025.9557]
_RANDOM:SORT______ stats (%): [6: µ=675.9924 σ=262.46365 rms=938.45605 min=252.77777 max=1036.8209]
PLATEAU:SORT______ stats (%): [6: µ=337.98312 σ=167.73285 rms=505.71597 min=234.44228 max=656.59576]
SHUFFLE:SORT______ stats (%): [6: µ=625.7581 σ=25.613804 rms=651.3719 min=606.0784 max=660.6383]
STAGGER:DITHER____ stats (%): [6: µ=93.70143 σ=29.640331 rms=123.34177 min=74.94527 max=153.08612]
SAWTOTH:DITHER____ stats (%): [6: µ=54.275696 σ=34.626762 rms=88.90246 min=25.448921 max=100.93985]
_RANDOM:DITHER____ stats (%): [6: µ=75.2329 σ=40.260845 rms=115.49375 min=25.94215 max=121.01956]
PLATEAU:DITHER____ stats (%): [6: µ=27.10255 σ=3.9984286 rms=31.100979 min=22.747494 max=32.820698]
SHUFFLE:DITHER____ stats (%): [6: µ=30.203596 σ=9.258137 rms=39.46173 min=22.779726 max=45.016415]


- size = 2000
stats (%): [174: µ=274.3304 σ=267.1528 rms=541.4832 min=20.973875 max=1193.1663]
STAGGER:IDENT_____ stats (%): [6: µ=217.94937 σ=140.01451 rms=357.9639 min=118.666016 max=498.6031]
SAWTOTH:IDENT_____ stats (%): [6: µ=182.1761 σ=171.30043 rms=353.47653 min=21.227356 max=479.78857]
_RANDOM:IDENT_____ stats (%): [5: µ=176.38829 σ=74.61803 rms=251.00632 min=67.55713 max=257.0675]
PLATEAU:IDENT_____ stats (%): [6: µ=385.81137 σ=221.711 rms=607.5224 min=276.40448 max=834.1573]
SHUFFLE:IDENT_____ stats (%): [6: µ=176.11629 σ=293.63626 rms=469.75256 min=29.520014 max=773.23627]
STAGGER:REVERSE___ stats (%): [6: µ=189.36868 σ=82.2306 rms=271.5993 min=117.020744 max=348.83392]
SAWTOTH:REVERSE___ stats (%): [5: µ=173.69792 σ=171.18846 rms=344.88638 min=21.255838 max=432.38953]
_RANDOM:REVERSE___ stats (%): [5: µ=188.5656 σ=82.97033 rms=271.53592 min=72.15965 max=265.9436]
PLATEAU:REVERSE___ stats (%): [6: µ=376.15826 σ=37.682514 rms=413.8408 min=351.8877 max=452.39246]
SHUFFLE:REVERSE___ stats (%): [6: µ=127.851944 σ=163.553 rms=291.40494 min=35.96133 max=459.87405]
STAGGER:REVERSE_FR stats (%): [6: µ=209.19408 σ=113.65959 rms=322.85367 min=122.01747 max=436.11398]
SAWTOTH:REVERSE_FR stats (%): [6: µ=155.3015 σ=109.64258 rms=264.94406 min=20.973875 max=303.84338]
_RANDOM:REVERSE_FR stats (%): [5: µ=196.78215 σ=84.95096 rms=281.7331 min=56.88825 max=266.8127]
PLATEAU:REVERSE_FR stats (%): [6: µ=355.54184 σ=112.391846 rms=467.9337 min=185.25359 max=539.75446]
SHUFFLE:REVERSE_FR stats (%): [6: µ=79.395454 σ=56.18692 rms=135.58238 min=38.06163 max=190.59695]
STAGGER:REVERSE_BA stats (%): [5: µ=208.97769 σ=129.1925 rms=338.1702 min=123.68697 max=436.2639]
SAWTOTH:REVERSE_BA stats (%): [6: µ=138.81647 σ=102.6275 rms=241.44397 min=21.828995 max=273.2662]
_RANDOM:REVERSE_BA stats (%): [6: µ=199.53494 σ=77.131355 rms=276.6663 min=56.77152 max=279.84055]
PLATEAU:REVERSE_BA stats (%): [6: µ=267.1818 σ=78.28327 rms=345.46506 min=119.46788 max=354.84235]
SHUFFLE:REVERSE_BA stats (%): [6: µ=84.6379 σ=43.628666 rms=128.26657 min=40.3637 max=158.8718]
STAGGER:SORT______ stats (%): [6: µ=838.6242 σ=132.1655 rms=970.7897 min=778.1145 max=1108.1725]
SAWTOTH:SORT______ stats (%): [6: µ=800.43994 σ=320.26593 rms=1120.7058 min=271.38086 max=1193.1663]
_RANDOM:SORT______ stats (%): [6: µ=799.00183 σ=312.8287 rms=1111.8306 min=269.38327 max=1113.1461]
PLATEAU:SORT______ stats (%): [6: µ=385.08762 σ=218.96834 rms=604.05597 min=276.99216 max=827.9018]
SHUFFLE:SORT______ stats (%): [6: µ=777.3904 σ=3.6185308 rms=781.0089 min=773.0942 max=782.65765]
STAGGER:DITHER____ stats (%): [5: µ=161.00906 σ=28.27764 rms=189.2867 min=120.83932 max=187.49565]
SAWTOTH:DITHER____ stats (%): [6: µ=92.85685 σ=59.80893 rms=152.66579 min=24.877665 max=163.55336]
_RANDOM:DITHER____ stats (%): [6: µ=129.95511 σ=97.30327 rms=227.25838 min=25.225039 max=242.02628]
PLATEAU:DITHER____ stats (%): [6: µ=27.540775 σ=4.8021946 rms=32.342968 min=23.486864 max=36.66044]
SHUFFLE:DITHER____ stats (%): [6: µ=38.46544 σ=17.281445 rms=55.746883 min=26.074558 max=71.48432]


- size = 5000
stats (%): [208: µ=156.55823 σ=103.30643 rms=259.86465 min=21.897383 max=416.60294]
STAGGER:IDENT_____ stats (%): [7: µ=246.64551 σ=87.77075 rms=334.41626 min=66.39705 max=334.43692]
SAWTOTH:IDENT_____ stats (%): [7: µ=144.72745 σ=117.38089 rms=262.10834 min=22.473347 max=337.4556]
