
--- Bentley Basher ---

Start warm up ...
warmup length: 10010 reps: 25
  End warm up (6000 iterations per sort).


-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)



                                    DPQ_11         DPQ_18_2         DPQ_18_11         RADIX         MARLIN         MERGE_TD         MERGE_BU        [DPQ_11 % DPQ_18_11]

1000 1024  _RANDOM REVERSE_BA  	  0.026314	  0.021813	  0.021502	  0.021728	  0.041340	  0.038561	  0.060013	    122.38 % .!!!.
1000 1024  PLATEAU REVERSE_BA  	  0.005151	  0.009056	  0.009947	  0.004736	  0.007926	  0.013777	  0.017615	     51.79 % 
1000 1024  SHUFFLE REVERSE_BA  	  0.005194	  0.008980	  0.009876	  0.004745	  0.008083	  0.013589	  0.017496	     52.59 % 
1000 1024  STAGGER SORT______  	  0.000697	  0.007098	  0.006747	  0.000831	  0.005139	  0.002509	  0.001933	     10.33 % 
1000 1024  SAWTOTH SORT______  	  0.000836	  0.006227	  0.005907	  0.000839	  0.004918	  0.002483	  0.002014	     14.15 % 
1000 1024  _RANDOM SORT______  	  0.000866	  0.006079	  0.007576	  0.000839	  0.004855	  0.002413	  0.001907	     11.43 % 
1000 1024  PLATEAU SORT______  	  0.000849	  0.006362	  0.006004	  0.000924	  0.004866	  0.002443	  0.001934	     14.14 % 
1000 1024  SHUFFLE SORT______  	  0.000808	  0.006263	  0.006067	  0.000917	  0.004876	  0.004427	  0.001848	     13.32 % 
1000 1024  STAGGER DITHER____  	  0.019119	  0.018383	  0.019523	  0.021189	  0.021954	  0.019458	  0.019599	     97.93 % 
1000 1024  SAWTOTH DITHER____  	  0.009731	  0.008184	  0.008317	  0.021939	  0.016867	  0.013045	  0.010060	    117.00 % .!!.
1000 1024  _RANDOM DITHER____  	  0.024771	  0.028683	  0.027489	  0.021723	  0.040834	  0.038991	  0.060514	     90.11 % 
1000 1024  PLATEAU DITHER____  	  0.009716	  0.008156	  0.008480	  0.020772	  0.016886	  0.013060	  0.009986	    114.58 % .!!.
1000 1024  SHUFFLE DITHER____  	  0.008372	  0.007151	  0.007065	  0.021522	  0.013154	  0.010209	  0.004095	    118.50 % .!!.
10000 1  STAGGER IDENT_____  	  0.046939	  0.031317	  0.027027	  0.040991	  0.077292	  0.051025	  0.071200	    173.68 % .!!!!.
10000 1  SAWTOTH IDENT_____  	  0.004045	  0.004390	  0.003271	  0.006560	  0.059131	  0.024729	  0.017880	    123.69 % .!!!.
10000 1  _RANDOM IDENT_____  	  0.004022	  0.004408	  0.003280	  0.006025	  0.059329	  0.024702	  0.017760	    122.62 % .!!!.
10000 1  PLATEAU IDENT_____  	  0.007064	  0.007989	  0.004059	  0.006255	  0.059344	  0.024862	  0.017142	    174.03 % .!!!!.
10000 1  SHUFFLE IDENT_____  	  0.006266	  0.008654	  0.004034	  0.007037	  0.053402	  0.024863	  0.017834	    155.33 % .!!!.
10000 1  STAGGER REVERSE___  	  0.054504	  0.043735	  0.034786	  0.049193	  0.159902	  0.379296	  0.388769	    156.68 % .!!!.
10000 1  SAWTOTH REVERSE___  	  0.004023	  0.004392	  0.003273	  0.006012	  0.059552	  0.024533	  0.017599	    122.91 % .!!!.
10000 1  _RANDOM REVERSE___  	  0.004028	  0.004389	  0.003296	  0.006015	  0.059922	  0.024789	  0.018151	    122.21 % .!!!.
10000 1  PLATEAU REVERSE___  	  0.011341	  0.004658	  0.004112	  0.004219	  0.060164	  0.069366	  0.051334	    275.79 % .!!!!!.
10000 1  SHUFFLE REVERSE___  	  0.014617	  0.021193	  0.012601	  0.014171	  0.135828	  0.367295	  0.381417	    116.00 % .!!.
10000 1  STAGGER REVERSE_FR  	  0.050687	  0.036311	  0.030942	  0.045077	  0.118324	  0.211973	  0.225032	    163.82 % .!!!!.
10000 1  SAWTOTH REVERSE_FR  	  0.004701	  0.004403	  0.003868	  0.006015	  0.059240	  0.025507	  0.017738	    121.54 % .!!!.
10000 1  _RANDOM REVERSE_FR  	  0.004551	  0.004392	  0.003285	  0.006785	  0.058878	  0.024246	  0.017775	    138.54 % .!!!.
10000 1  PLATEAU REVERSE_FR  	  0.044191	  0.004398	  0.004130	  0.004188	  0.059295	  0.048376	  0.038935	   1070.06 % .!!!!!.
10000 1  SHUFFLE REVERSE_FR  	  0.011674	  0.014274	  0.008013	  0.041511	  0.094530	  0.185586	  0.198778	    145.69 % .!!!.
10000 1  STAGGER REVERSE_BA  	  0.050664	  0.036310	  0.031951	  0.045101	  0.118838	  0.211342	  0.214806	    158.57 % .!!!.
10000 1  SAWTOTH REVERSE_BA  	  0.004038	  0.005213	  0.003255	  0.007414	  0.059545	  0.024463	  0.017898	    124.04 % .!!!.
10000 1  _RANDOM REVERSE_BA  	  0.004033	  0.004393	  0.004150	  0.006374	  0.059101	  0.024334	  0.017855	     97.18 % 
10000 1  PLATEAU REVERSE_BA  	  0.007243	  0.008800	  0.004065	  0.006249	  0.059268	  0.025191	  0.018812	    178.16 % .!!!!.
10000 1  SHUFFLE REVERSE_BA  	  0.050695	  0.037648	  0.033716	  0.044861	  0.095228	  0.185280	  0.211028	    150.36 % .!!!.
10000 1  STAGGER SORT______  	  0.006255	  0.007999	  0.004096	  0.007008	  0.054126	  0.024730	  0.017129	    152.72 % .!!!.
10000 1  SAWTOTH SORT______  	  0.004538	  0.004396	  0.003292	  0.006769	  0.059080	  0.025382	  0.017998	    137.86 % .!!!.
10000 1  _RANDOM SORT______  	  0.004056	  0.004387	  0.003259	  0.006733	  0.058954	  0.024831	  0.017914	    124.45 % .!!!.
10000 1  PLATEAU SORT______  	  0.007146	  0.008938	  0.004029	  0.006864	  0.059272	  0.024539	  0.018410	    177.38 % .!!!!.
10000 1  SHUFFLE SORT______  	  0.006293	  0.008111	  0.004066	  0.006722	  0.053905	  0.024640	  0.017676	    154.79 % .!!!.
10000 1  STAGGER DITHER____  	  0.357607	  0.453164	  0.503015	  0.199534	  0.176815	  0.143016	  0.106455	     71.09 % 
10000 1  SAWTOTH DITHER____  	  0.038865	  0.042765	  0.033187	  0.147650	  0.349223	  0.325106	  0.315898	    117.11 % .!!.
10000 1  _RANDOM DITHER____  	  0.039343	  0.041680	  0.033188	  0.147396	  0.357441	  0.324389	  0.317573	    118.55 % .!!.
10000 1  PLATEAU DITHER____  	  0.038961	  0.042666	  0.033930	  0.148123	  0.351027	  0.325602	  0.317804	    114.83 % .!!.
10000 1  SHUFFLE DITHER____  	  0.094339	  0.077949	  0.081717	  0.180514	  0.174035	  0.139078	  0.053151	    115.45 % .!!.
10000 4  STAGGER IDENT_____  	  0.104735	  0.059314	  0.054023	  0.104662	  0.157985	  0.127929	  0.120840	    193.87 % .!!!!.
10000 4  SAWTOTH IDENT_____  	  0.028696	  0.027999	  0.029518	  0.146786	  0.343813	  0.321466	  0.298921	     97.21 % 
10000 4  _RANDOM IDENT_____  	  0.116565	  0.115843	  0.119251	  0.148408	  0.616422	  0.513056	  0.482359	     97.75 % 
10000 4  PLATEAU IDENT_____  	  0.006877	  0.008846	  0.004071	  0.006809	  0.059066	  0.024745	  0.017749	    168.94 % .!!!!.
10000 4  SHUFFLE IDENT_____  	  0.416370	  0.345750	  0.341189	  0.271776	  0.406453	  0.362633	  0.332908	    122.03 % .!!!.
10000 4  STAGGER REVERSE___  	  0.112655	  0.071869	  0.062374	  0.103446	  0.240477	  0.391780	  0.398460	    180.61 % .!!!!.
10000 4  SAWTOTH REVERSE___  	  0.032880	  0.034394	  0.029999	  0.147764	  0.347910	  0.325123	  0.320688	    109.60 % .!.
10000 4  _RANDOM REVERSE___  	  0.107479	  0.115560	  0.119088	  0.148003	  0.631003	  0.511840	  0.483084	     90.25 % 
10000 4  PLATEAU REVERSE___  	  0.012050	  0.004420	  0.003376	  0.004219	  0.059394	  0.072788	  0.050844	    356.88 % .!!!!!.
10000 4  SHUFFLE REVERSE___  	  0.388284	  0.357905	  0.345927	  0.270656	  0.440171	  0.450559	  0.446606	    112.24 % .!!.
10000 4  STAGGER REVERSE_FR  	  0.108988	  0.073397	  0.066621	  0.099698	  0.198645	  0.256382	  0.260122	    163.59 % .!!!!.
10000 4  SAWTOTH REVERSE_FR  	  0.032902	  0.028577	  0.028795	  0.148379	  0.346553	  0.331055	  0.309858	    114.26 % .!!.
10000 4  _RANDOM REVERSE_FR  	  0.110842	  0.136951	  0.146135	  0.148211	  0.618948	  0.511964	  0.482719	     75.85 % 
10000 4  PLATEAU REVERSE_FR  	  0.042928	  0.004411	  0.003336	  0.004637	  0.059253	  0.049346	  0.038996	   1286.76 % .!!!!!.
10000 4  SHUFFLE REVERSE_FR  	  0.441517	  0.272534	  0.304883	  0.272718	  0.444842	  0.420146	  0.396035	    144.82 % .!!!.
10000 4  STAGGER REVERSE_BA  	  0.111981	  0.072197	  0.066735	  0.102385	  0.198410	  0.257027	  0.262272	    167.80 % .!!!!.
10000 4  SAWTOTH REVERSE_BA  	  0.029932	  0.039367	  0.031013	  0.147924	  0.347370	  0.324018	  0.309666	     96.52 % 
10000 4  _RANDOM REVERSE_BA  	  0.134118	  0.112523	  0.119066	  0.148440	  0.624282	  0.514466	  0.483110	    112.64 % .!!.
10000 4  PLATEAU REVERSE_BA  	  0.006274	  0.008508	  0.004075	  0.006241	  0.059310	  0.024597	  0.017747	    153.97 % .!!!.
10000 4  SHUFFLE REVERSE_BA  	  0.425612	  0.428850	  0.428542	  0.271669	  0.444266	  0.424372	  0.395453	     99.32 % 
10000 4  STAGGER SORT______  	  0.006236	  0.007993	  0.004077	  0.006898	  0.053832	  0.024848	  0.017724	    152.96 % .!!!.
10000 4  SAWTOTH SORT______  	  0.005748	  0.007751	  0.004466	  0.005751	  0.059054	  0.026091	  0.018368	    128.71 % .!!!.
10000 4  _RANDOM SORT______  	  0.006358	  0.007138	  0.004869	  0.005739	  0.059414	  0.024820	  0.018095	    130.57 % .!!!.
10000 4  PLATEAU SORT______  	  0.006269	  0.009350	  0.004641	  0.006262	  0.059510	  0.024941	  0.017899	    135.09 % .!!!.
10000 4  SHUFFLE SORT______  	  0.006276	  0.007980	  0.004053	  0.007746	  0.053868	  0.024041	  0.017639	    154.85 % .!!!.
10000 4  STAGGER DITHER____  	  0.105375	  0.059397	  0.054737	  0.095181	  0.159340	  0.128468	  0.119345	    192.51 % .!!!!.
10000 4  SAWTOTH DITHER____  	  0.057464	  0.047266	  0.041457	  0.149656	  0.372209	  0.361869	  0.323021	    138.61 % .!!!.
10000 4  _RANDOM DITHER____  	  0.171584	  0.170099	  0.180436	  0.147732	  0.684366	  0.575892	  0.538484	     95.09 % 
10000 4  PLATEAU DITHER____  	  0.040067	  0.038003	  0.032296	  0.147678	  0.350802	  0.326092	  0.315769	    124.06 % .!!!.
10000 4  SHUFFLE DITHER____  	  0.443596	  0.390606	  0.374830	  0.341640	  0.469133	  0.409794	  0.370306	    118.35 % .!!.
10000 16  STAGGER IDENT_____  	  0.180008	  0.525215	  0.513579	  0.212351	  0.210827	  0.182392	  0.174173	     35.05 % 
10000 16  SAWTOTH IDENT_____  	  0.098305	  0.141075	  0.141283	  0.147605	  0.342030	  0.333960	  0.303912	     69.58 % 
10000 16  _RANDOM IDENT_____  	  0.257460	  0.257966	  0.260880	  0.175954	  0.786973	  0.653720	  0.620685	     98.69 % 
10000 16  PLATEAU IDENT_____  	  0.006789	  0.008820	  0.004055	  0.006261	  0.059272	  0.024844	  0.018140	    167.43 % .!!!!.
10000 16  SHUFFLE IDENT_____  	  0.282333	  0.190244	  0.211767	  0.272262	  0.296687	  0.270528	  0.244324	    133.32 % .!!!.
10000 16  STAGGER REVERSE___  	  0.188928	  0.534204	  0.512898	  0.219886	  0.293152	  0.394255	  0.406279	     36.84 % 
10000 16  SAWTOTH REVERSE___  	  0.114491	  0.083997	  0.059399	  0.148080	  0.383173	  0.365745	  0.355913	    192.75 % .!!!!.
10000 16  _RANDOM REVERSE___  	  0.244237	  0.261884	  0.266522	  0.148258	  0.776097	  0.652546	  0.620891	     91.64 % 
10000 16  PLATEAU REVERSE___  	  0.011693	  0.004461	  0.003366	  0.004253	  0.059506	  0.073942	  0.051242	    347.36 % .!!!!!.
10000 16  SHUFFLE REVERSE___  	  0.261573	  0.222552	  0.209508	  0.272788	  0.364608	  0.392842	  0.405146	    124.85 % .!!!.
10000 16  STAGGER REVERSE_FR  	  0.181301	  0.539481	  0.522518	  0.217164	  0.251261	  0.287625	  0.294838	     34.70 % 
10000 16  SAWTOTH REVERSE_FR  	  0.132909	  0.102938	  0.094200	  0.148040	  0.377464	  0.368293	  0.330479	    141.09 % .!!!.
10000 16  _RANDOM REVERSE_FR  	  0.261829	  0.247760	  0.250891	  0.148511	  0.790028	  0.652475	  0.621254	    104.36 % ..
10000 16  PLATEAU REVERSE_FR  	  0.042807	  0.005316	  0.003358	  0.004227	  0.059141	  0.050463	  0.040849	   1274.89 % .!!!!!.
10000 16  SHUFFLE REVERSE_FR  	  0.290042	  0.179327	  0.200604	  0.277342	  0.336720	  0.341066	  0.332324	    144.58 % .!!!.
10000 16  STAGGER REVERSE_BA  	  0.183966	  0.536631	  0.519784	  0.215278	  0.252124	  0.288724	  0.293247	     35.39 % 
10000 16  SAWTOTH REVERSE_BA  	  0.122337	  0.137616	  0.129100	  0.148254	  0.376630	  0.369551	  0.330372	     94.76 % 
10000 16  _RANDOM REVERSE_BA  	  0.256312	  0.263909	  0.267485	  0.148176	  0.776427	  0.653338	  0.620450	     95.82 % 
10000 16  PLATEAU REVERSE_BA  	  0.007121	  0.008712	  0.004064	  0.006248	  0.059040	  0.024838	  0.017629	    175.20 % .!!!!.
10000 16  SHUFFLE REVERSE_BA  	  0.265546	  0.231039	  0.229636	  0.274236	  0.340414	  0.342416	  0.330593	    115.64 % .!!.
10000 16  STAGGER SORT______  	  0.006265	  0.008494	  0.004071	  0.007592	  0.054172	  0.024655	  0.017947	    153.89 % .!!!.
10000 16  SAWTOTH SORT______  	  0.006148	  0.007947	  0.004045	  0.007029	  0.059376	  0.025260	  0.017806	    151.99 % .!!!.
10000 16  _RANDOM SORT______  	  0.006167	  0.008704	  0.004054	  0.006142	  0.059321	  0.025388	  0.017968	    152.12 % .!!!.
10000 16  PLATEAU SORT______  	  0.006290	  0.008000	  0.004625	  0.006255	  0.059216	  0.024920	  0.017964	    136.01 % .!!!.
10000 16  SHUFFLE SORT______  	  0.007010	  0.008009	  0.004078	  0.006270	  0.053639	  0.024808	  0.017808	    171.91 % .!!!!.
10000 16  STAGGER DITHER____  	  0.182993	  0.521215	  0.498167	  0.212667	  0.211331	  0.190537	  0.174511	     36.73 % 
10000 16  SAWTOTH DITHER____  	  0.189506	  0.190512	  0.195290	  0.147671	  0.500726	  0.471071	  0.319496	     97.04 % 
10000 16  _RANDOM DITHER____  	  0.269637	  0.266069	  0.287549	  0.147716	  0.806616	  0.669985	  0.638560	     93.77 % 
10000 16  PLATEAU DITHER____  	  0.040326	  0.042252	  0.034225	  0.147383	  0.349338	  0.326058	  0.317972	    117.83 % .!!.
10000 16  SHUFFLE DITHER____  	  0.309481	  0.223991	  0.230646	  0.288500	  0.326778	  0.292726	  0.260780	    134.18 % .!!!.
10000 64  STAGGER IDENT_____  	  0.254393	  0.602615	  0.575187	  0.194635	  0.267431	  0.241129	  0.233899	     44.23 % 
10000 64  SAWTOTH IDENT_____  	  0.256697	  0.253076	  0.254914	  0.148662	  0.305565	  0.291248	  0.255716	    100.70 % ..
10000 64  _RANDOM IDENT_____  	  0.393157	  0.393794	  0.388075	  0.148336	  0.932259	  0.781097	  0.764500	    101.31 % ..
10000 64  PLATEAU IDENT_____  	  0.007089	  0.008721	  0.004747	  0.007138	  0.059324	  0.024245	  0.018299	    149.33 % .!!!.
10000 64  SHUFFLE IDENT_____  	  0.254962	  0.102786	  0.131700	  0.275946	  0.234929	  0.208890	  0.198891	    193.59 % .!!!!.
10000 64  STAGGER REVERSE___  	  0.263639	  0.604796	  0.577982	  0.196302	  0.346829	  0.403122	  0.417043	     45.61 % 
10000 64  SAWTOTH REVERSE___  	  0.267395	  0.240840	  0.242143	  0.149442	  0.383213	  0.408338	  0.404123	    110.43 % .!!.
10000 64  _RANDOM REVERSE___  	  0.393975	  0.398192	  0.386814	  0.148428	  0.927859	  0.782019	  0.761578	    101.85 % ..
10000 64  PLATEAU REVERSE___  	  0.012701	  0.004601	  0.003483	  0.004341	  0.060228	  0.075024	  0.055104	    364.63 % .!!!!!.
10000 64  SHUFFLE REVERSE___  	  0.247194	  0.158426	  0.161849	  0.278113	  0.309987	  0.375766	  0.393321	    152.73 % .!!!.
10000 64  STAGGER REVERSE_FR  	  0.267145	  0.617350	  0.607940	  0.197448	  0.309947	  0.322149	  0.332740	     43.94 % 
10000 64  SAWTOTH REVERSE_FR  	  0.272069	  0.288415	  0.282546	  0.149737	  0.355767	  0.355769	  0.328096	     96.29 % 
10000 64  _RANDOM REVERSE_FR  	  0.386301	  0.405121	  0.397137	  0.148594	  0.924719	  0.789958	  0.762933	     97.27 % 
10000 64  PLATEAU REVERSE_FR  	  0.043000	  0.004580	  0.004039	  0.004977	  0.059637	  0.051346	  0.041939	   1064.51 % .!!!!!.
10000 64  SHUFFLE REVERSE_FR  	  0.258125	  0.142417	  0.158151	  0.272135	  0.274026	  0.295006	  0.295677	    163.21 % .!!!!.
10000 64  STAGGER REVERSE_BA  	  0.259937	  0.610386	  0.596753	  0.195900	  0.310959	  0.326244	  0.333474	     43.56 % 
10000 64  SAWTOTH REVERSE_BA  	  0.238560	  0.230750	  0.236122	  0.148668	  0.357592	  0.356522	  0.326211	    101.03 % ..
10000 64  _RANDOM REVERSE_BA  	  0.392172	  0.383095	  0.373841	  0.154588	  0.935787	  0.781386	  0.765326	    104.90 % ..
10000 64  PLATEAU REVERSE_BA  	  0.006287	  0.007983	  0.004033	  0.006248	  0.059267	  0.024797	  0.017133	    155.89 % .!!!.
10000 64  SHUFFLE REVERSE_BA  	  0.218950	  0.147656	  0.156455	  0.274911	  0.274591	  0.298147	  0.292683	    139.94 % .!!!.
10000 64  STAGGER SORT______  	  0.006817	  0.008937	  0.005834	  0.007053	  0.053853	  0.024881	  0.017375	    116.86 % .!!.
10000 64  SAWTOTH SORT______  	  0.006660	  0.007964	  0.004371	  0.006212	  0.059665	  0.024763	  0.017935	    152.38 % .!!!.
10000 64  _RANDOM SORT______  	  0.006570	  0.008888	  0.004062	  0.006228	  0.059311	  0.025095	  0.017943	    161.75 % .!!!!.
10000 64  PLATEAU SORT______  	  0.007637	  0.009079	  0.004048	  0.007336	  0.059973	  0.025032	  0.017780	    188.65 % .!!!!.
10000 64  SHUFFLE SORT______  	  0.006274	  0.008565	  0.004069	  0.007100	  0.053697	  0.024898	  0.017676	    154.20 % .!!!.
10000 64  STAGGER DITHER____  	  0.254350	  0.596228	  0.574996	  0.197722	  0.268100	  0.240830	  0.233981	     44.24 % 
10000 64  SAWTOTH DITHER____  	  0.303640	  0.310811	  0.316230	  0.148227	  0.385249	  0.340008	  0.280074	     96.02 % 
10000 64  _RANDOM DITHER____  	  0.397451	  0.394445	  0.398311	  0.148019	  0.927082	  0.786184	  0.765416	     99.78 % 
10000 64  PLATEAU DITHER____  	  0.040251	  0.043874	  0.035791	  0.147669	  0.350578	  0.323989	  0.315095	    112.46 % .!!.
10000 64  SHUFFLE DITHER____  	  0.283586	  0.146625	  0.160859	  0.279324	  0.255273	  0.225098	  0.204671	    176.29 % .!!!!.
10000 256  STAGGER IDENT_____  	  0.717050	  0.672961	  0.628935	  0.213315	  0.315340	  0.299243	  0.302988	    114.01 % .!!.
10000 256  SAWTOTH IDENT_____  	  0.213348	  0.385641	  0.426341	  0.150357	  0.248617	  0.218842	  0.193188	     50.04 % 
10000 256  _RANDOM IDENT_____  	  0.539111	  0.565984	  0.555294	  0.150513	  1.041750	  0.890291	  0.887130	     97.09 % 
10000 256  PLATEAU IDENT_____  	  0.007967	  0.008181	  0.004070	  0.006257	  0.059197	  0.024665	  0.017805	    195.73 % .!!!!.
10000 256  SHUFFLE IDENT_____  	  0.177754	  0.080254	  0.102360	  0.269146	  0.191043	  0.165048	  0.147417	    173.65 % .!!!!.
10000 256  STAGGER REVERSE___  	  0.700403	  0.686174	  0.635334	  0.213786	  0.381951	  0.391131	  0.407272	    110.24 % .!!.
10000 256  SAWTOTH REVERSE___  	  0.221154	  0.398292	  0.418015	  0.153279	  0.331165	  0.402589	  0.410842	     52.91 % 
10000 256  _RANDOM REVERSE___  	  0.547311	  0.548572	  0.542009	  0.150194	  1.037534	  0.890530	  0.888856	    100.98 % ..
10000 256  PLATEAU REVERSE___  	  0.011917	  0.005901	  0.003778	  0.005613	  0.061067	  0.080249	  0.060374	    315.41 % .!!!!!.
10000 256  SHUFFLE REVERSE___  	  0.171123	  0.134815	  0.158719	  0.274108	  0.270204	  0.369878	  0.385052	    107.82 % .!.
10000 256  STAGGER REVERSE_FR  	  0.718867	  0.673168	  0.644783	  0.214216	  0.354335	  0.348025	  0.378916	    111.49 % .!!.
10000 256  SAWTOTH REVERSE_FR  	  0.219931	  0.382780	  0.402539	  0.153389	  0.291109	  0.312674	  0.322976	     54.64 % 
10000 256  _RANDOM REVERSE_FR  	  0.543273	  0.583489	  0.568567	  0.150617	  1.039615	  0.891164	  0.885749	     95.55 % 
10000 256  PLATEAU REVERSE_FR  	  0.043216	  0.005118	  0.003783	  0.004672	  0.061129	  0.054927	  0.047029	   1142.34 % .!!!!!.
10000 256  SHUFFLE REVERSE_FR  	  0.180418	  0.124887	  0.157399	  0.267759	  0.231615	  0.272787	  0.270981	    114.62 % .!!.
10000 256  STAGGER REVERSE_BA  	  0.715750	  0.678195	  0.649688	  0.213770	  0.350926	  0.347701	  0.382560	    110.17 % .!!.
10000 256  SAWTOTH REVERSE_BA  	  0.222724	  0.356417	  0.367075	  0.150977	  0.290039	  0.312217	  0.305388	     60.68 % 
10000 256  _RANDOM REVERSE_BA  	  0.537916	  0.569368	  0.549163	  0.150248	  1.036898	  0.900026	  0.889270	     97.95 % 
10000 256  PLATEAU REVERSE_BA  	  0.006288	  0.010035	  0.004057	  0.006252	  0.068987	  0.024906	  0.017732	    155.00 % .!!!.
10000 256  SHUFFLE REVERSE_BA  	  0.189019	  0.115897	  0.121771	  0.272011	  0.240418	  0.271199	  0.268631	    155.23 % .!!!.
10000 256  STAGGER SORT______  	  0.006990	  0.008243	  0.004064	  0.006238	  0.053570	  0.024683	  0.017826	    171.99 % .!!!!.
10000 256  SAWTOTH SORT______  	  0.006273	  0.008846	  0.005044	  0.006282	  0.055021	  0.024930	  0.017136	    124.36 % .!!!.
10000 256  _RANDOM SORT______  	  0.006282	  0.008940	  0.004095	  0.006248	  0.057129	  0.024860	  0.017467	    153.42 % .!!!.
10000 256  PLATEAU SORT______  	  0.006279	  0.007990	  0.004661	  0.006239	  0.059261	  0.024920	  0.019378	    134.72 % .!!!.
10000 256  SHUFFLE SORT______  	  0.006270	  0.008872	  0.004039	  0.007172	  0.054021	  0.024659	  0.017970	    155.24 % .!!!.
10000 256  STAGGER DITHER____  	  0.713971	  0.677538	  0.634176	  0.212662	  0.321996	  0.302787	  0.314875	    112.58 % .!!.
10000 256  SAWTOTH DITHER____  	  0.367675	  0.434579	  0.441104	  0.149007	  0.304321	  0.263973	  0.236417	     83.35 % 
10000 256  _RANDOM DITHER____  	  0.547700	  0.548024	  0.555922	  0.151511	  1.042843	  0.898906	  0.889106	     98.52 % 
10000 256  PLATEAU DITHER____  	  0.041826	  0.047908	  0.036842	  0.147858	  0.347307	  0.322151	  0.315191	    113.53 % .!!.
10000 256  SHUFFLE DITHER____  	  0.223424	  0.106244	  0.114722	  0.269476	  0.218102	  0.186606	  0.163253	    194.75 % .!!!!.
10000 1024  STAGGER IDENT_____  	  0.516349	  0.583032	  0.585675	  0.194791	  0.361069	  0.354750	  0.349533	     88.16 % 
10000 1024  SAWTOTH IDENT_____  	  0.138992	  0.080872	  0.076919	  0.126487	  0.187359	  0.158497	  0.136325	    180.70 % .!!!!.
10000 1024  _RANDOM IDENT_____  	  0.757485	  0.762161	  0.710324	  0.202736	  1.134622	  0.982366	  0.987086	    106.64 % .!.
10000 1024  PLATEAU IDENT_____  	  0.006275	  0.008611	  0.004691	  0.007066	  0.059139	  0.024658	  0.017722	    133.76 % .!!!.
10000 1024  SHUFFLE IDENT_____  	  0.101029	  0.053399	  0.040722	  0.091635	  0.136412	  0.100648	  0.082381	    248.10 % .!!!!!.
10000 1024  STAGGER REVERSE___  	  0.523042	  0.586683	  0.593155	  0.195106	  0.380209	  0.364211	  0.372212	     88.18 % 
10000 1024  SAWTOTH REVERSE___  	  0.145535	  0.096737	  0.085549	  0.133573	  0.271180	  0.390335	  0.405712	    170.12 % .!!!!.
10000 1024  _RANDOM REVERSE___  	  0.765969	  0.744226	  0.744076	  0.202959	  1.134538	  0.984916	  0.986209	    102.94 % ..
10000 1024  PLATEAU REVERSE___  	  0.012032	  0.008174	  0.005023	  0.006953	  0.077916	  0.099500	  0.089516	    239.55 % .!!!!!.
10000 1024  SHUFFLE REVERSE___  	  0.097789	  0.065769	  0.052421	  0.091686	  0.208264	  0.368031	  0.382480	    186.54 % .!!!!.
10000 1024  STAGGER REVERSE_FR  	  0.532338	  0.590267	  0.593999	  0.195185	  0.377654	  0.364480	  0.395337	     89.62 % 
10000 1024  SAWTOTH REVERSE_FR  	  0.142225	  0.093817	  0.084900	  0.130395	  0.229570	  0.276363	  0.269858	    167.52 % .!!!!.
10000 1024  _RANDOM REVERSE_FR  	  0.766169	  0.760509	  0.726200	  0.203807	  1.134856	  0.979477	  0.987563	    105.50 % .!.
10000 1024  PLATEAU REVERSE_FR  	  0.042990	  0.007523	  0.005057	  0.006019	  0.067109	  0.074998	  0.072923	    850.03 % .!!!!!.
10000 1024  SHUFFLE REVERSE_FR  	  0.105774	  0.067048	  0.046508	  0.100969	  0.169323	  0.238781	  0.236235	    227.43 % .!!!!!.
10000 1024  STAGGER REVERSE_BA  	  0.520288	  0.588799	  0.603730	  0.194919	  0.370036	  0.355347	  0.385051	     86.18 % 
10000 1024  SAWTOTH REVERSE_BA  	  0.146211	  0.091733	  0.084419	  0.133916	  0.228731	  0.274345	  0.283022	    173.20 % .!!!!.
10000 1024  _RANDOM REVERSE_BA  	  0.762081	  0.735701	  0.701026	  0.203109	  1.132862	  0.977160	  0.990425	    108.71 % .!.
10000 1024  PLATEAU REVERSE_BA  	  0.007013	  0.007994	  0.004074	  0.006242	  0.059277	  0.024601	  0.017940	    172.15 % .!!!!.
10000 1024  SHUFFLE REVERSE_BA  	  0.111870	  0.073136	  0.047315	  0.103160	  0.168726	  0.243880	  0.236968	    236.44 % .!!!!!.
10000 1024  STAGGER SORT______  	  0.006227	  0.008753	  0.004080	  0.006258	  0.056310	  0.024972	  0.017826	    152.64 % .!!!.
10000 1024  SAWTOTH SORT______  	  0.006248	  0.008638	  0.004093	  0.007192	  0.053715	  0.025330	  0.017752	    152.68 % .!!!.
10000 1024  _RANDOM SORT______  	  0.006282	  0.008844	  0.004090	  0.006827	  0.053838	  0.024686	  0.017148	    153.59 % .!!!.
10000 1024  PLATEAU SORT______  	  0.007041	  0.009029	  0.004067	  0.006253	  0.058727	  0.024748	  0.017773	    173.11 % .!!!!.
10000 1024  SHUFFLE SORT______  	  0.006824	  0.008876	  0.004045	  0.006936	  0.053764	  0.024634	  0.017606	    168.71 % .!!!!.
10000 1024  STAGGER DITHER____  	  0.516251	  0.583912	  0.585620	  0.207351	  0.360925	  0.346342	  0.351893	     88.15 % 
10000 1024  SAWTOTH DITHER____  	  0.487454	  0.520494	  0.540128	  0.174149	  0.264855	  0.222216	  0.203074	     90.25 % 
