
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2 %.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 5

SAWTOTH:SORT______ stats (%): [8: µ=153.70197 σ=9.668666 rms=163.37064 min=142.83888 max=166.18396]
_RANDOM:SORT______ stats (%): [9: µ=150.18565 σ=9.6972065 rms=159.88286 min=141.4507 max=164.6526]
PLATEAU:SORT______ stats (%): [9: µ=170.76349 σ=11.832192 rms=182.59569 min=163.37976 max=191.96451]
SHUFFLE:SORT______ stats (%): [9: µ=163.23712 σ=7.817511 rms=171.05464 min=144.21085 max=169.77083]
STAGGER:DITHER____ stats (%): [9: µ=123.99531 σ=57.30847 rms=181.30377 min=54.744045 max=200.66469]
SAWTOTH:DITHER____ stats (%): [9: µ=79.91766 σ=24.56407 rms=104.481735 min=49.362144 max=138.44653]
_RANDOM:DITHER____ stats (%): [9: µ=101.59028 σ=14.511073 rms=116.10135 min=90.30926 max=139.03104]
PLATEAU:DITHER____ stats (%): [9: µ=140.99686 σ=19.423359 rms=160.42021 min=110.24865 max=183.56586]
SHUFFLE:DITHER____ stats (%): [9: µ=121.65454 σ=23.433489 rms=145.08803 min=96.43991 max=157.15886]


- size = 500000
stats (%): [149: µ=190.681 σ=224.28462 rms=414.96564 min=4.4174066 max=1478.2572]
STAGGER:IDENT_____ stats (%): [5: µ=205.08711 σ=152.65158 rms=357.7387 min=94.96811 max=465.73026]
SAWTOTH:IDENT_____ stats (%): [5: µ=148.27255 σ=64.7017 rms=212.97426 min=86.05016 max=241.16083]
_RANDOM:IDENT_____ stats (%): [5: µ=105.14524 σ=22.22483 rms=127.37007 min=94.42323 max=144.8644]
PLATEAU:IDENT_____ stats (%): [5: µ=168.58131 σ=1.0700693 rms=169.65138 min=166.9391 max=169.55415]
SHUFFLE:IDENT_____ stats (%): [5: µ=220.11507 σ=70.97153 rms=291.08658 min=136.31018 max=297.14856]
STAGGER:REVERSE___ stats (%): [5: µ=199.11554 σ=143.84744 rms=342.96298 min=95.62793 max=444.5091]
SAWTOTH:REVERSE___ stats (%): [4: µ=152.22464 σ=65.36325 rms=217.58789 min=79.67199 max=234.30124]
_RANDOM:REVERSE___ stats (%): [5: µ=101.67582 σ=15.2090025 rms=116.88482 min=91.53609 max=128.60718]
PLATEAU:REVERSE___ stats (%): [5: µ=389.9771 σ=76.64988 rms=466.62698 min=257.12198 max=455.9889]
SHUFFLE:REVERSE___ stats (%): [5: µ=106.99186 σ=72.57911 rms=179.57097 min=4.4174066 max=200.3774]
STAGGER:REVERSE_FR stats (%): [5: µ=201.31992 σ=150.39543 rms=351.71533 min=91.24527 max=458.15356]
SAWTOTH:REVERSE_FR stats (%): [5: µ=138.91676 σ=76.03835 rms=214.95511 min=60.83923 max=238.89627]
_RANDOM:REVERSE_FR stats (%): [5: µ=106.891594 σ=19.761599 rms=126.65319 min=97.0106 max=142.2172]
PLATEAU:REVERSE_FR stats (%): [5: µ=1266.7822 σ=239.95433 rms=1506.7365 min=888.81396 max=1478.2572]
SHUFFLE:REVERSE_FR stats (%): [5: µ=174.12413 σ=74.76307 rms=248.88719 min=106.46597 max=259.44232]
STAGGER:REVERSE_BA stats (%): [5: µ=200.44962 σ=146.91742 rms=347.36703 min=93.43406 max=451.44852]
SAWTOTH:REVERSE_BA stats (%): [5: µ=154.06714 σ=71.040436 rms=225.10757 min=73.11806 max=249.72643]
_RANDOM:REVERSE_BA stats (%): [5: µ=102.45038 σ=13.285537 rms=115.735916 min=94.96004 max=126.09272]
PLATEAU:REVERSE_BA stats (%): [5: µ=164.66245 σ=9.613864 rms=174.2763 min=147.51782 max=169.68996]
SHUFFLE:REVERSE_BA stats (%): [5: µ=177.2838 σ=64.20441 rms=241.48819 min=96.27358 max=250.12567]
STAGGER:SORT______ stats (%): [5: µ=105.214096 σ=72.28969 rms=177.50378 min=22.784092 max=164.18764]
SAWTOTH:SORT______ stats (%): [5: µ=76.23645 σ=61.363026 rms=137.59947 min=29.41404 max=144.09105]
_RANDOM:SORT______ stats (%): [5: µ=129.44096 σ=56.701317 rms=186.14229 min=29.45439 max=164.11513]
PLATEAU:SORT______ stats (%): [5: µ=155.46588 σ=10.871142 rms=166.33702 min=147.45839 max=168.40929]
SHUFFLE:SORT______ stats (%): [5: µ=130.47327 σ=60.660652 rms=191.13391 min=23.372248 max=169.4204]
STAGGER:DITHER____ stats (%): [5: µ=181.96579 σ=165.38292 rms=347.3487 min=52.085175 max=460.94635]
SAWTOTH:DITHER____ stats (%): [5: µ=85.128 σ=26.406565 rms=111.53456 min=67.095184 max=131.51839]
_RANDOM:DITHER____ stats (%): [5: µ=103.39338 σ=15.923203 rms=119.31658 min=94.44893 max=131.76935]
PLATEAU:DITHER____ stats (%): [5: µ=139.27147 σ=9.235801 rms=148.50726 min=131.43208 max=154.97107]
SHUFFLE:DITHER____ stats (%): [5: µ=122.01529 σ=25.203638 rms=147.21892 min=99.98513 max=160.93512]



--- STATS ---
Comparing sorters DPQ_18_11P vs DPQ_18_11_21
winners  : 356 / 47
avg   (%): 79.4972   
stats (%): [664: µ=84.85143 σ=27.815279 rms=112.66671 min=11.282056 max=287.2712]


Stats per keys:
STAGGER:IDENT_____ stats (%): [22: µ=95.087364 σ=11.796444 rms=106.883804 min=57.33019 max=123.86185]
SAWTOTH:IDENT_____ stats (%): [23: µ=91.0708 σ=14.505249 rms=105.57605 min=41.96852 max=107.014275]
_RANDOM:IDENT_____ stats (%): [22: µ=97.69232 σ=8.191131 rms=105.88345 min=69.16266 max=103.47963]
PLATEAU:IDENT_____ stats (%): [23: µ=43.819843 σ=24.531986 rms=68.35183 min=32.89487 max=155.70932]
SHUFFLE:IDENT_____ stats (%): [20: µ=85.35847 σ=26.470394 rms=111.82886 min=37.940014 max=104.72695]
STAGGER:REVERSE___ stats (%): [23: µ=96.238625 σ=4.176051 rms=100.41467 min=87.7697 max=100.24401]
SAWTOTH:REVERSE___ stats (%): [22: µ=91.5592 σ=12.585915 rms=104.14511 min=63.229034 max=104.11001]
_RANDOM:REVERSE___ stats (%): [23: µ=98.27325 σ=9.23909 rms=107.51234 min=68.677185 max=107.01574]
PLATEAU:REVERSE___ stats (%): [23: µ=69.7652 σ=10.090979 rms=79.85618 min=31.473993 max=81.497925]
SHUFFLE:REVERSE___ stats (%): [19: µ=90.34508 σ=16.371298 rms=106.71638 min=58.70212 max=105.11924]
STAGGER:REVERSE_FR stats (%): [23: µ=95.05012 σ=7.1280136 rms=102.17813 min=71.76058 max=100.7441]
SAWTOTH:REVERSE_FR stats (%): [23: µ=92.10386 σ=12.119823 rms=104.22369 min=58.58988 max=105.15654]
_RANDOM:REVERSE_FR stats (%): [23: µ=96.57872 σ=9.956532 rms=106.535255 min=68.8272 max=102.67118]
PLATEAU:REVERSE_FR stats (%): [23: µ=67.86449 σ=13.269364 rms=81.13385 min=11.282056 max=81.6729]
SHUFFLE:REVERSE_FR stats (%): [17: µ=94.94965 σ=15.001215 rms=109.95087 min=57.814827 max=105.15409]
STAGGER:REVERSE_BA stats (%): [23: µ=103.34178 σ=40.746384 rms=144.08817 min=71.10199 max=287.2712]
SAWTOTH:REVERSE_BA stats (%): [23: µ=92.899414 σ=10.131664 rms=103.03108 min=69.27083 max=105.271576]
_RANDOM:REVERSE_BA stats (%): [23: µ=96.56015 σ=11.291136 rms=107.85129 min=59.50476 max=102.59339]
PLATEAU:REVERSE_BA stats (%): [21: µ=43.870644 σ=13.655529 rms=57.526173 min=36.86889 max=85.18729]
SHUFFLE:REVERSE_BA stats (%): [21: µ=95.25433 σ=11.487332 rms=106.74166 min=55.521442 max=105.37284]
STAGGER:SORT______ stats (%): [22: µ=58.58464 σ=38.799103 rms=97.38374 min=37.484734 max=140.40152]
SAWTOTH:SORT______ stats (%): [21: µ=76.63516 σ=47.850346 rms=124.485504 min=38.0519 max=176.39098]
_RANDOM:SORT______ stats (%): [21: µ=62.790607 σ=41.082985 rms=103.8736 min=36.83844 max=175.78064]
PLATEAU:SORT______ stats (%): [23: µ=54.023396 σ=39.059673 rms=93.08307 min=33.336693 max=159.7579]
SHUFFLE:SORT______ stats (%): [22: µ=56.733845 σ=41.689278 rms=98.42313 min=37.01938 max=163.10513]
STAGGER:DITHER____ stats (%): [23: µ=97.8118 σ=5.2861075 rms=103.09791 min=87.56931 max=107.26919]
SAWTOTH:DITHER____ stats (%): [23: µ=100.535484 σ=8.379896 rms=108.91538 min=71.41644 max=114.02375]
_RANDOM:DITHER____ stats (%): [23: µ=100.377556 σ=2.5389535 rms=102.91651 min=94.86663 max=106.164825]
PLATEAU:DITHER____ stats (%): [23: µ=95.40397 σ=3.284565 rms=98.68854 min=90.432335 max=103.34776]
SHUFFLE:DITHER____ stats (%): [23: µ=102.25781 σ=13.047644 rms=115.30546 min=55.793484 max=109.69497]


stats per keys and sizes:
- size = 50000
stats (%): [253: µ=87.00124 σ=31.332718 rms=118.33396 min=11.282056 max=287.2712]
STAGGER:IDENT_____ stats (%): [8: µ=95.979996 σ=18.25213 rms=114.232124 min=57.33019 max=123.86185]
SAWTOTH:IDENT_____ stats (%): [9: µ=91.60885 σ=19.601618 rms=111.210464 min=41.96852 max=107.014275]
_RANDOM:IDENT_____ stats (%): [9: µ=95.13273 σ=9.9653225 rms=105.09805 min=69.16266 max=101.39475]
PLATEAU:IDENT_____ stats (%): [9: µ=51.39791 σ=39.209015 rms=90.606926 min=32.89487 max=155.70932]
SHUFFLE:IDENT_____ stats (%): [7: µ=76.33025 σ=32.380928 rms=108.71119 min=38.119537 max=103.89822]
STAGGER:REVERSE___ stats (%): [9: µ=96.65185 σ=4.349723 rms=101.00157 min=87.7697 max=99.92027]
SAWTOTH:REVERSE___ stats (%): [9: µ=90.4326 σ=14.846694 rms=105.2793 min=63.229034 max=104.11001]
_RANDOM:REVERSE___ stats (%): [9: µ=97.45091 σ=11.0893135 rms=108.54023 min=68.677185 max=107.01574]
PLATEAU:REVERSE___ stats (%): [9: µ=66.10409 σ=14.010758 rms=80.114845 min=31.473993 max=81.33164]
SHUFFLE:REVERSE___ stats (%): [7: µ=89.77403 σ=18.60915 rms=108.38319 min=62.787598 max=103.93126]
STAGGER:REVERSE_FR stats (%): [9: µ=94.44896 σ=9.336126 rms=103.78509 min=71.76058 max=100.09145]
SAWTOTH:REVERSE_FR stats (%): [9: µ=88.164215 σ=15.7267065 rms=103.89092 min=58.58988 max=103.97824]
_RANDOM:REVERSE_FR stats (%): [9: µ=95.72132 σ=10.533951 rms=106.25527 min=68.8272 max=102.25665]
PLATEAU:REVERSE_FR stats (%): [9: µ=63.90217 σ=20.264385 rms=84.16656 min=11.282056 max=81.6729]
SHUFFLE:REVERSE_FR stats (%): [5: µ=101.608635 σ=4.3709893 rms=105.97963 min=93.933235 max=104.35161]
STAGGER:REVERSE_BA stats (%): [9: µ=116.02347 σ=64.96803 rms=180.9915 min=71.10199 max=287.2712]
SAWTOTH:REVERSE_BA stats (%): [9: µ=93.55286 σ=10.021658 rms=103.57452 min=71.789536 max=102.68846]
_RANDOM:REVERSE_BA stats (%): [9: µ=96.814224 σ=10.565673 rms=107.3799 min=68.87958 max=102.59339]
PLATEAU:REVERSE_BA stats (%): [7: µ=45.288345 σ=17.65628 rms=62.944626 min=37.711784 max=85.18729]
SHUFFLE:REVERSE_BA stats (%): [8: µ=92.466446 σ=16.62415 rms=109.09059 min=55.521442 max=104.90193]
STAGGER:SORT______ stats (%): [8: µ=65.0738 σ=46.123333 rms=111.197136 min=37.793125 max=140.40152]
SAWTOTH:SORT______ stats (%): [8: µ=84.48914 σ=55.469814 rms=139.95895 min=38.0519 max=176.39098]
_RANDOM:SORT______ stats (%): [7: µ=79.30344 σ=59.71428 rms=139.01772 min=36.83844 max=175.78064]
PLATEAU:SORT______ stats (%): [9: µ=76.57457 σ=56.880505 rms=133.45508 min=37.98288 max=159.7579]
SHUFFLE:SORT______ stats (%): [8: µ=68.91257 σ=54.375343 rms=123.28791 min=38.15984 max=157.92993]
STAGGER:DITHER____ stats (%): [9: µ=97.6871 σ=5.1467266 rms=102.833824 min=87.56931 max=105.822136]
SAWTOTH:DITHER____ stats (%): [9: µ=98.45868 σ=12.396513 rms=110.855194 min=71.41644 max=114.02375]
_RANDOM:DITHER____ stats (%): [9: µ=100.63017 σ=2.8050008 rms=103.43517 min=95.99136 max=106.164825]
PLATEAU:DITHER____ stats (%): [9: µ=95.29616 σ=2.8613286 rms=98.15749 min=92.545166 max=102.39346]
SHUFFLE:DITHER____ stats (%): [9: µ=95.39419 σ=19.323372 rms=114.71756 min=55.793484 max=107.86811]


- size = 100000
stats (%): [262: µ=82.09664 σ=24.6428 rms=106.73944 min=33.336693 max=109.69497]
STAGGER:IDENT_____ stats (%): [9: µ=95.089745 σ=6.6214104 rms=101.71116 min=82.19461 max=100.61214]
SAWTOTH:IDENT_____ stats (%): [9: µ=91.70744 σ=10.593668 rms=102.30111 min=69.354416 max=103.4875]
_RANDOM:IDENT_____ stats (%): [8: µ=101.02824 σ=1.580175 rms=102.608406 min=99.0202 max=102.80546]
PLATEAU:IDENT_____ stats (%): [9: µ=39.675545 σ=3.133692 rms=42.809235 min=33.891693 max=43.498814]
SHUFFLE:IDENT_____ stats (%): [8: µ=92.18413 σ=20.504164 rms=112.68829 min=43.085896 max=104.2695]
STAGGER:REVERSE___ stats (%): [9: µ=96.19954 σ=4.0715737 rms=100.27111 min=89.1575 max=100.03303]
SAWTOTH:REVERSE___ stats (%): [9: µ=93.47998 σ=10.704758 rms=104.18474 min=69.19213 max=103.65865]
_RANDOM:REVERSE___ stats (%): [9: µ=100.63764 σ=1.5115222 rms=102.14916 min=98.90646 max=102.44307]
PLATEAU:REVERSE___ stats (%): [9: µ=70.26996 σ=5.580285 rms=75.85024 min=58.330006 max=78.36151]
SHUFFLE:REVERSE___ stats (%): [7: µ=94.552895 σ=12.16479 rms=106.71768 min=71.02951 max=105.11924]
STAGGER:REVERSE_FR stats (%): [9: µ=95.96751 σ=5.548372 rms=101.51588 min=85.58342 max=100.38366]
SAWTOTH:REVERSE_FR stats (%): [9: µ=94.98083 σ=8.849585 rms=103.830414 min=79.93097 max=105.15654]
_RANDOM:REVERSE_FR stats (%): [9: µ=97.199295 σ=10.476078 rms=107.67537 min=69.44069 max=101.86552]
PLATEAU:REVERSE_FR stats (%): [9: µ=68.55759 σ=4.4238534 rms=72.98144 min=58.173985 max=73.912636]
SHUFFLE:REVERSE_FR stats (%): [7: µ=93.57004 σ=16.9652 rms=110.53524 min=57.814827 max=104.79886]
STAGGER:REVERSE_BA stats (%): [9: µ=95.524155 σ=5.311557 rms=100.83571 min=85.80557 max=99.98718]
SAWTOTH:REVERSE_BA stats (%): [9: µ=93.563934 σ=9.91545 rms=103.479385 min=69.27083 max=102.57138]
_RANDOM:REVERSE_BA stats (%): [9: µ=96.05179 σ=13.785966 rms=109.83775 min=59.50476 max=102.354485]
PLATEAU:REVERSE_BA stats (%): [9: µ=45.57726 σ=14.43635 rms=60.01361 min=36.86889 max=83.44196]
SHUFFLE:REVERSE_BA stats (%): [8: µ=97.70638 σ=6.690802 rms=104.39719 min=89.42236 max=105.14449]
STAGGER:SORT______ stats (%): [9: µ=41.519672 σ=2.6198628 rms=44.139538 min=37.484734 max=44.104866]
SAWTOTH:SORT______ stats (%): [8: µ=46.38099 σ=9.51194 rms=55.89293 min=39.439022 max=69.55389]
_RANDOM:SORT______ stats (%): [9: µ=46.5664 σ=8.632521 rms=55.198917 min=42.83193 max=69.4638]
PLATEAU:SORT______ stats (%): [9: µ=38.691082 σ=3.7506046 rms=42.441685 min=33.336693 max=42.98283]
SHUFFLE:SORT______ stats (%): [9: µ=40.30556 σ=3.3052006 rms=43.610764 min=37.01938 max=44.80793]
STAGGER:DITHER____ stats (%): [9: µ=97.673546 σ=5.4479756 rms=103.12152 min=88.440414 max=106.23838]
SAWTOTH:DITHER____ stats (%): [9: µ=101.65155 σ=3.2160733 rms=104.86762 min=95.12984 max=104.66354]
_RANDOM:DITHER____ stats (%): [9: µ=100.233246 σ=2.4602032 rms=102.69345 min=94.86663 max=102.78849]
PLATEAU:DITHER____ stats (%): [9: µ=95.952 σ=4.2321696 rms=100.18417 min=90.432335 max=103.34776]
SHUFFLE:DITHER____ stats (%): [9: µ=106.70932 σ=2.543633 rms=109.25295 min=102.08283 max=109.69497]


- size = 500000
stats (%): [149: µ=86.04509 σ=26.469172 rms=112.51426 min=37.41438 max=163.10513]
STAGGER:IDENT_____ stats (%): [5: µ=93.654854 σ=7.465197 rms=101.12005 min=81.92579 max=100.28379]
SAWTOTH:IDENT_____ stats (%): [5: µ=88.95636 σ=12.536428 rms=101.49279 min=68.23597 max=102.22859]
_RANDOM:IDENT_____ stats (%): [5: µ=96.962135 σ=10.563987 rms=107.52612 min=78.22621 max=103.47963]
PLATEAU:IDENT_____ stats (%): [5: µ=37.639065 σ=0.24385923 rms=37.882923 min=37.41438 max=38.043976]
SHUFFLE:IDENT_____ stats (%): [5: µ=87.076904 σ=27.93214 rms=115.00904 min=37.940014 max=104.72695]
STAGGER:REVERSE___ stats (%): [5: µ=95.56518 σ=4.8955665 rms=100.46075 min=88.15115 max=100.24401]
SAWTOTH:REVERSE___ stats (%): [4: µ=89.77228 σ=14.011671 rms=103.78395 min=69.988655 max=102.996056]
_RANDOM:REVERSE___ stats (%): [5: µ=95.497536 σ=13.972784 rms=109.47032 min=70.61468 max=102.76123]
PLATEAU:REVERSE___ stats (%): [5: µ=75.44663 σ=5.8387704 rms=81.2854 min=68.6193 max=81.497925]
SHUFFLE:REVERSE___ stats (%): [5: µ=85.253586 σ=20.017586 rms=105.27118 min=58.70212 max=104.438324]
STAGGER:REVERSE_FR stats (%): [5: µ=94.480896 σ=6.359252 rms=100.84015 min=84.90091 max=100.7441]
SAWTOTH:REVERSE_FR stats (%): [5: µ=94.01669 σ=9.924124 rms=103.94082 min=78.94977 max=103.134605]
_RANDOM:REVERSE_FR stats (%): [5: µ=97.00501 σ=10.052686 rms=107.0577 min=79.136284 max=102.67118]
PLATEAU:REVERSE_FR stats (%): [5: µ=73.74908 σ=5.319326 rms=79.068405 min=68.65252 max=79.45182]
SHUFFLE:REVERSE_FR stats (%): [5: µ=90.22212 σ=19.042526 rms=109.26465 min=58.168148 max=105.15409]
STAGGER:REVERSE_BA stats (%): [5: µ=94.58648 σ=6.178337 rms=100.76482 min=84.9729 max=100.03818]
SAWTOTH:REVERSE_BA stats (%): [5: µ=90.52709 σ=12.573373 rms=103.100464 min=70.43408 max=105.271576]
_RANDOM:REVERSE_BA stats (%): [5: µ=97.01787 σ=9.840346 rms=106.85821 min=79.52196 max=102.24352]
PLATEAU:REVERSE_BA stats (%): [5: µ=38.81395 σ=2.4292803 rms=41.24323 min=37.617226 max=43.154957]
SHUFFLE:REVERSE_BA stats (%): [5: µ=95.791664 σ=8.359864 rms=104.15153 min=85.7367 max=105.37284]
STAGGER:SORT______ stats (%): [5: µ=78.91892 σ=53.947037 rms=132.86595 min=39.31031 max=139.27307]
SAWTOTH:SORT______ stats (%): [5: µ=112.47548 σ=48.4325 rms=160.90797 min=44.736675 max=156.90388]
_RANDOM:SORT______ stats (%): [5: µ=68.87623 σ=42.727005 rms=111.60323 min=39.502014 max=140.09393]
PLATEAU:SORT______ stats (%): [5: µ=41.029457 σ=2.8229687 rms=43.852425 min=37.66541 max=43.21891]
SHUFFLE:SORT______ stats (%): [5: µ=66.818794 σ=53.827675 rms=120.64647 min=41.967068 max=163.10513]
STAGGER:DITHER____ stats (%): [5: µ=98.2851 σ=6.402315 rms=104.68742 min=90.723206 max=107.26919]
SAWTOTH:DITHER____ stats (%): [5: µ=102.26482 σ=6.4765687 rms=108.74139 min=91.181175 max=107.30053]
_RANDOM:DITHER____ stats (%): [5: µ=100.18262 σ=2.7157638 rms=102.89838 min=95.68767 max=102.31407]
PLATEAU:DITHER____ stats (%): [5: µ=94.61157 σ=2.3774588 rms=96.98903 min=91.198135 max=96.89379]
SHUFFLE:DITHER____ stats (%): [5: µ=106.59963 σ=1.5665195 rms=108.16615 min=104.81279 max=108.53874]



--- STATS ---
Comparing sorters DPQ_18_11_21 vs RADIX
winners  : 47 / 207
avg   (%): 132.8376  
stats (%): [672: µ=175.24696 σ=128.60536 rms=303.85233 min=20.013393 max=1290.362]


Stats per keys:
STAGGER:IDENT_____ stats (%): [23: µ=228.53802 σ=149.70088 rms=378.2389 min=38.507034 max=424.55328]
SAWTOTH:IDENT_____ stats (%): [23: µ=107.47482 σ=64.00494 rms=171.47975 min=20.013393 max=247.45532]
_RANDOM:IDENT_____ stats (%): [23: µ=268.37656 σ=161.49026 rms=429.86682 min=63.3758 max=494.95612]
PLATEAU:IDENT_____ stats (%): [22: µ=182.70651 σ=11.665886 rms=194.37239 min=164.00476 max=207.92049]
SHUFFLE:IDENT_____ stats (%): [23: µ=109.477974 σ=76.04345 rms=185.52142 min=21.81344 max=272.96457]
STAGGER:REVERSE___ stats (%): [23: µ=235.618 σ=158.11943 rms=393.73743 min=40.08014 max=428.97433]
SAWTOTH:REVERSE___ stats (%): [23: µ=102.10866 σ=61.755203 rms=163.86386 min=20.201658 max=236.67699]
_RANDOM:REVERSE___ stats (%): [23: µ=279.8433 σ=148.03218 rms=427.8755 min=70.50796 max=492.57483]
PLATEAU:REVERSE___ stats (%): [20: µ=136.50076 σ=76.8472 rms=213.34796 min=107.33135 max=462.63855]
SHUFFLE:REVERSE___ stats (%): [18: µ=105.034035 σ=44.04072 rms=149.07475 min=31.217596 max=190.04263]
STAGGER:REVERSE_FR stats (%): [23: µ=241.0616 σ=154.95218 rms=396.01376 min=39.77438 max=425.52814]
SAWTOTH:REVERSE_FR stats (%): [23: µ=101.41918 σ=67.45655 rms=168.87573 min=20.063353 max=249.48]
_RANDOM:REVERSE_FR stats (%): [23: µ=277.8612 σ=153.71341 rms=431.57462 min=63.137093 max=491.6381]
PLATEAU:REVERSE_FR stats (%): [23: µ=163.32602 σ=247.10297 rms=410.429 min=30.759005 max=1290.362]
SHUFFLE:REVERSE_FR stats (%): [19: µ=91.5461 σ=55.766914 rms=147.313 min=26.384132 max=210.11879]
STAGGER:REVERSE_BA stats (%): [23: µ=213.70047 σ=156.17656 rms=369.877 min=34.98661 max=422.2462]
SAWTOTH:REVERSE_BA stats (%): [23: µ=106.24846 σ=63.10585 rms=169.35431 min=20.47016 max=234.03912]
_RANDOM:REVERSE_BA stats (%): [23: µ=286.31396 σ=153.46388 rms=439.77783 min=62.916683 max=491.89786]
PLATEAU:REVERSE_BA stats (%): [23: µ=176.69789 σ=43.27785 rms=219.97574 min=78.06344 max=287.58508]
SHUFFLE:REVERSE_BA stats (%): [20: µ=87.099304 σ=52.20455 rms=139.30385 min=28.6144 max=207.82913]
STAGGER:SORT______ stats (%): [23: µ=172.12672 σ=26.57067 rms=198.6974 min=67.38394 max=210.0359]
SAWTOTH:SORT______ stats (%): [23: µ=162.52702 σ=45.253094 rms=207.78012 min=63.58416 max=263.0145]
_RANDOM:SORT______ stats (%): [23: µ=161.41353 σ=48.252956 rms=209.66647 min=63.775875 max=267.82166]
PLATEAU:SORT______ stats (%): [22: µ=184.25755 σ=12.867743 rms=197.12529 min=165.16954 max=210.12096]
SHUFFLE:SORT______ stats (%): [22: µ=174.63309 σ=13.643492 rms=188.27658 min=142.52435 max=189.19597]
STAGGER:DITHER____ stats (%): [23: µ=258.62704 σ=142.3336 rms=400.96063 min=38.892853 max=416.95557]
SAWTOTH:DITHER____ stats (%): [23: µ=207.9373 σ=114.31514 rms=322.25244 min=21.545948 max=378.3197]
_RANDOM:DITHER____ stats (%): [23: µ=277.45648 σ=154.85747 rms=432.31393 min=21.601797 max=495.69678]
PLATEAU:DITHER____ stats (%): [23: µ=29.638334 σ=15.152472 rms=44.790806 min=21.492062 max=77.0819]
SHUFFLE:DITHER____ stats (%): [23: µ=82.15691 σ=34.006435 rms=116.16335 min=53.696495 max=167.89218]


stats per keys and sizes:
- size = 50000
stats (%): [256: µ=179.54099 σ=132.38832 rms=311.9293 min=20.013393 max=1290.362]
STAGGER:IDENT_____ stats (%): [9: µ=242.84647 σ=127.006836 rms=369.8533 min=47.02476 max=366.84952]
SAWTOTH:IDENT_____ stats (%): [9: µ=123.83267 σ=70.79002 rms=194.6227 min=20.013393 max=247.45532]
_RANDOM:IDENT_____ stats (%): [9: µ=206.98965 σ=168.41183 rms=375.4015 min=71.55333 max=483.00656]
PLATEAU:IDENT_____ stats (%): [8: µ=180.52281 σ=8.353138 rms=188.87595 min=166.55998 max=185.3378]
SHUFFLE:IDENT_____ stats (%): [9: µ=150.75002 σ=79.060936 rms=229.81096 min=35.87433 max=272.96457]
STAGGER:REVERSE___ stats (%): [9: µ=258.1322 σ=148.70811 rms=406.8403 min=47.977448 max=396.25348]
SAWTOTH:REVERSE___ stats (%): [9: µ=107.805145 σ=65.54262 rms=173.34776 min=20.201658 max=236.67699]
_RANDOM:REVERSE___ stats (%): [9: µ=236.3047 σ=145.74933 rms=382.05402 min=71.44641 max=433.27985]
PLATEAU:REVERSE___ stats (%): [7: µ=168.04271 σ=129.9204 rms=297.9631 min=114.81044 max=462.63855]
SHUFFLE:REVERSE___ stats (%): [5: µ=109.47716 σ=35.90185 rms=145.37901 min=78.05073 max=160.83615]
STAGGER:REVERSE_FR stats (%): [9: µ=266.18494 σ=134.3476 rms=400.53253 min=46.944824 max=373.31027]
SAWTOTH:REVERSE_FR stats (%): [9: µ=97.75943 σ=72.628105 rms=170.38753 min=20.063353 max=245.10022]
_RANDOM:REVERSE_FR stats (%): [9: µ=244.11485 σ=152.37035 rms=396.4852 min=71.27575 max=480.83167]
PLATEAU:REVERSE_FR stats (%): [9: µ=238.57042 σ=395.49866 rms=634.0691 min=30.989832 max=1290.362]
SHUFFLE:REVERSE_FR stats (%): [6: µ=123.26435 σ=49.829132 rms=173.09349 min=71.735176 max=175.61935]
STAGGER:REVERSE_BA stats (%): [9: µ=199.6595 σ=144.84647 rms=344.50595 min=34.98661 max=371.1932]
SAWTOTH:REVERSE_BA stats (%): [9: µ=117.275085 σ=67.38524 rms=184.66032 min=20.47016 max=234.03912]
_RANDOM:REVERSE_BA stats (%): [9: µ=260.24832 σ=153.8299 rms=414.07822 min=71.24131 max=486.46213]
PLATEAU:REVERSE_BA stats (%): [9: µ=192.12799 σ=60.538338 rms=252.66634 min=78.06344 max=287.58508]
SHUFFLE:REVERSE_BA stats (%): [7: µ=110.00306 σ=61.940258 rms=171.94333 min=53.923233 max=207.82913]
STAGGER:SORT______ stats (%): [9: µ=161.29375 σ=36.449303 rms=197.74304 min=67.38394 max=185.58087]
SAWTOTH:SORT______ stats (%): [9: µ=167.54967 σ=49.394276 rms=216.94394 min=71.64567 max=263.0145]
_RANDOM:SORT______ stats (%): [9: µ=159.59457 σ=59.88939 rms=219.48396 min=71.412575 max=267.82166]
PLATEAU:SORT______ stats (%): [8: µ=180.94429 σ=14.833765 rms=195.77805 min=165.16954 max=210.12096]
SHUFFLE:SORT______ stats (%): [8: µ=173.46288 σ=13.829189 rms=187.29207 min=148.22826 max=185.41179]
STAGGER:DITHER____ stats (%): [9: µ=275.51184 σ=127.14049 rms=402.65234 min=46.81716 max=365.2454]
